rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,habitability_score,stellar_compatibility
529,EPIC 229004835 b,EPIC 229004835,b,,,TIC 94924543,Gaia DR2 3694798014985230336,Gaia DR3 3694798019281730944,0,1,1,0,0,Transit,2023,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,2023-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,16.1388,,2.18,0.19448691,19.3,0.06072459,,,,,19.3,0.06072459,Mass,11.9,,68.9,734.0,,2457613.7661,BJD,0.0,,,,,,,,,,,,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5839.0,0.998,0.95,-0.11,[Fe/H],,4.42,,,1.6,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,60.81426,289.77763,1.28515,186.50682,133.5434698,-129.128,-34.0561,121.971,8.17036,10.755,10.23,9.061,8.805,8.725,,,,,,8.653,8.704001,8.664,8.231,10.0494,,9.63123,10.151,2025-09-17,2025-06,2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4609577487966429,0.01639344262295082
536,EPIC 249893012 c,EPIC 249893012,c,,,TIC 432254760,Gaia DR2 6259263137059042048,Gaia DR3 6259263137059042048,1,1,3,0,0,Transit,2020,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,2020-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,15.624,0.13,3.67,0.32741547,14.67,0.04615675,,,,,14.67,0.04615675,Mass,1.62,0.07,160.0,990.0,87.94,2457998.841,BJD-TDB,0.0,0.6,,6.37,15.79,0.0197,,2457998.3,217.0,3.66,,,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],,3.99,9.0,0.298,2.1,41.0,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,1.15614,230.36326,36.8679057,13.5528,-34.2865,321.296,3.08429,12.333,11.429,10.216,9.8,9.714,,,,,,9.691,9.728,9.716,8.611,11.4019,,10.8872,11.364,2020-02-06,2020-04,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273904065457199,0.0028735632183908046
537,EPIC 249893012 d,EPIC 249893012,d,,,TIC 432254760,Gaia DR2 6259263137059042048,Gaia DR3 6259263137059042048,1,1,3,0,0,Transit,2020,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,2020-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,35.747,0.22,3.94,0.35150326,10.18,0.0320297,,,,,10.18,0.0320297,Mass,0.91,0.15,53.0,752.0,89.47,2458008.652,BJD-TDB,0.0,0.25,,9.56,27.42,0.0211,,2458008.77,181.0,1.97,,,<a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],,3.99,9.0,0.298,2.1,41.0,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,1.15614,230.36326,36.8679057,13.5528,-34.2865,321.296,3.08429,12.333,11.429,10.216,9.8,9.714,,,,,,9.691,9.728,9.716,8.611,11.4019,,10.8872,11.364,2020-02-06,2020-04,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25596227901277785,0.0028735632183908046
548,G 9-40 b,G 9-40,b,,,TIC 203214081,Gaia DR2 684992690384102528,Gaia DR3 684992690384102528,0,1,1,0,0,Transit,2019,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,2020-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,5.746007,0.0385,2.025,0.1806584,11.7,0.03681232,,,,,11.7,0.03681232,Mass,,0.0,7.2,456.0,88.57,2458497.77747,BJD-TDB,0.0,0.672,0.365,1.3368,27.0,0.0605,,,0.0,,,,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,M2.5 V,3348.0,0.3073,0.29,0.04,[Fe/H],-1.97102,4.926,9.9,14.11,2.0,29.85,14.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,37.03563,206.06509,3.79417,131.14413,363.6302602,175.512,-318.469,27.9276,35.7781,15.477,13.821,10.058,9.433,9.19,17.28,16.0466,13.372,12.135,13.8174,,,,,12.7331,,11.5219,12.771,2023-02-25,2020-03,2023-02-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4997795414462081,0.00041152263374485596
550,G 9-40 b,G 9-40,b,,,TIC 203214081,Gaia DR2 684992690384102528,Gaia DR3 684992690384102528,1,1,1,0,0,Transit,2019,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,2020-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,5.7459982,0.0418,1.9,0.16950694,4.0,0.01258541,,,,,4.0,0.01258541,Mass,3.2,0.0,6.27,440.6,89.03,2459503.32682,BJD,0.0,0.513,,1.693,30.46,0.0575,,,90.0,3.22,,,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.154L/abstract target=ref>Luque et al. 2022</a>,,3395.0,0.3026,0.2952,-0.07,[Fe/H],-1.96019,4.84,,1.62,,30.0,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,37.03563,206.06509,3.79417,131.14413,363.6302602,175.512,-318.469,27.9276,35.7781,15.477,13.821,10.058,9.433,9.19,17.28,16.0466,13.372,12.135,13.8174,,,,,12.7331,,11.5219,12.771,2024-10-22,2022-10,2024-10-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5328688694212596,0.000419639110365086
557,GJ 1132 b,GJ 1132,b,,,TIC 101955023,Gaia DR2 5413438219396893568,Gaia DR3 5413438219396893568,1,1,2,0,0,Transit,2015,<a refstr=BERTA_THOMPSON_ET_AL__2015 href=http://www.nature.com/nature/journal/v527/n7577/full/nature15762.html target=ref>Berta-Thompson et al. 2015</a>,2015-11,Ground,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=XUE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240813340X/abstract target=ref>Xue et al. 2024</a>,1.62892911,0.0157,1.19151465,0.1063,1.83704819,0.00578,1.83704819,0.00578,,,1.83704819,0.00578,Mass,5.97,0.0118,19.3,583.8,88.16,2459280.98988,BJD-TDB,0.0,0.504,0.2443,0.76646,15.26,0.04943,,2459280.149,-95.8,2.98,,,<a refstr=XUE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240813340X/abstract target=ref>Xue et al. 2024</a>,,3229.0,0.2211,0.1945,-0.17,[Fe/H],-2.32148,5.037,,25.3,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,7.75911,277.25461,-52.42012,181.43393,1132.4832583,-1053.98,414.3,12.613,79.2543,,13.68,9.245,8.666,8.322,,,,,,,,,,12.138,,10.8372,,2024-09-03,2024-08,2024-09-03,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.8426485641837212,0.00039231071008238524
558,GJ 1132 b,GJ 1132,b,,,TIC 101955023,Gaia DR2 5413438219396893568,Gaia DR3 5413438219396893568,0,1,2,0,0,Transit,2015,<a refstr=BERTA_THOMPSON_ET_AL__2015 href=http://www.nature.com/nature/journal/v527/n7577/full/nature15762.html target=ref>Berta-Thompson et al. 2015</a>,2015-11,Ground,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BERTA_THOMPSON_ET_AL__2015 href=http://www.nature.com/nature/journal/v527/n7577/full/nature15762.html target=ref>Berta-Thompson et al. 2015</a>,1.62893,,1.16,0.10348827,1.62,0.00509706,,,,,1.62,0.00509706,Mass,6.0,0.0,,409.0,,2457184.55786,BJD-TDB,0.0,0.38,,,16.0,0.0512,,,,2.76,,,<a refstr=BERTA_THOMPSON_ET_AL__2015 href=http://www.nature.com/nature/journal/v527/n7577/full/nature15762.html target=ref>Berta-Thompson et al. 2015</a>,M4.5 V,3270.0,0.207,0.181,-0.12,[Fe/H],-2.35853,,5.0,29.6,2.0,,35.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,7.75911,277.25461,-52.42012,181.43393,1132.4832583,-1053.98,414.3,12.613,79.2543,,13.68,9.245,8.666,8.322,,,,,,,,,,12.138,,10.8372,,2018-06-26,2015-11,2015-11-12,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.8703334283271588,0.00039872408293460925
562,GJ 1132 b,GJ 1132,b,,,TIC 101955023,Gaia DR2 5413438219396893568,Gaia DR3 5413438219396893568,0,1,2,0,0,Transit,2015,<a refstr=BERTA_THOMPSON_ET_AL__2015 href=http://www.nature.com/nature/journal/v527/n7577/full/nature15762.html target=ref>Berta-Thompson et al. 2015</a>,2015-11,Ground,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SOUTHWORTH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..191S/abstract target=ref>Southworth et al. 2017</a>,1.6289287,0.01533,1.43,0.12757605,1.63,0.00512853,,,,,1.63,0.00512853,Mass,3.1,,,644.0,86.58,2457184.55759,BJD-TDB,0.0,,,,,0.05041,,,,,,,<a refstr=SOUTHWORTH_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..191S/abstract target=ref>Southworth et al. 2017</a>,,,0.255,0.181,,,,4.881,,15.4,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,7.75911,277.25461,-52.42012,181.43393,1132.4832583,-1053.98,414.3,12.613,79.2543,,13.68,9.245,8.666,8.322,,,,,,,,,,12.138,,10.8372,,2018-06-26,2017-04,2017-07-27,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.7021096880647443,
563,GJ 1132 b,GJ 1132,b,,,TIC 101955023,Gaia DR2 5413438219396893568,Gaia DR3 5413438219396893568,0,1,2,0,0,Transit,2015,<a refstr=BERTA_THOMPSON_ET_AL__2015 href=http://www.nature.com/nature/journal/v527/n7577/full/nature15762.html target=ref>Berta-Thompson et al. 2015</a>,2015-11,Ground,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,1.628931,0.0153,1.13,0.10081185,1.66,0.00522292,1.66,0.00522292,,,1.66,0.00522292,Mass,6.3,0.22,,529.0,,,,0.0,,,,,,,,,2.85,,,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,,3270.0,0.2105,0.181,,,-2.35853,,,,,122.3,35.0788,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,7.75911,277.25461,-52.42012,181.43393,1132.4832583,-1053.98,414.3,12.613,79.2543,,13.68,9.245,8.666,8.322,,,,,,,,,,12.138,,10.8372,,2024-07-12,2018-10,2024-07-12,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.8891051298057504,0.00039872408293460925
575,GJ 1214 b,GJ 1214,b,,,TIC 467929202,Gaia DR2 4393265392167891712,Gaia DR3 4393265392168829056,1,1,1,0,0,Transit,2009,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,2009-12,Ground,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,1.580404531,0.01505,2.733,0.24382235,8.41,0.02646082,8.41,0.02646082,,,8.41,0.02646082,Mass,2.26,0.0062,17.2,567.0,88.98,2459639.7812619,BJD-TDB,0.0,0.264,1.343,0.86966,14.97,0.11589,,2459639.725,77.0,14.38,,,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,,3101.0,0.2162,0.182,0.24,[Fe/H],-2.40894,5.0286,,25.41,,,20.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,23.60704,26.16217,27.91224,257.38248,948.0511007,580.447,-749.588,14.6427,68.2653,,15.1,9.75,9.094,8.782,,,,,,,,,,13.0089,,11.581,,2025-10-30,2024-03,2024-03-25,3.0,0.0,1.0,2.0,1.0,26.0,0.0,0.36948250966876367,0.00037355248412401944
578,GJ 1214 b,GJ 1214,b,,,TIC 467929202,Gaia DR2 4393265392167891712,Gaia DR3 4393265392168829056,0,1,1,0,0,Transit,2009,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,2009-12,Ground,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,1.5803925,,2.678,0.239,6.55,0.021,,,,,6.55,0.021,Mass,1.87,0.14,,555.0,88.62,2454964.944208,HJD,0.0,0.354,,,14.66,0.1162,,,,12.2,,,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,,3026.0,0.211,0.157,,,-2.484,4.991,,23.9,2.0,,-21.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,23.60704,26.16217,27.91224,257.38248,948.0511007,580.447,-749.588,14.6427,68.2653,,15.1,9.75,9.094,8.782,,,,,,,,,,13.0089,,11.581,,2016-01-27,2009-12,2016-01-28,3.0,0.0,1.0,2.0,1.0,26.0,0.0,0.377158313124278,0.0003633720930232558
587,GJ 1214 b,GJ 1214,b,,,TIC 467929202,Gaia DR2 4393265392167891712,Gaia DR3 4393265392168829056,0,1,1,0,0,Transit,2009,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,2009-12,Ground,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=KUNDURTHY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...731..123K/abstract target=ref> Kundurthy et al. 2011 </a>,1.58040487,,2.74,0.24444643,6.37,0.02004216,,,,,6.37,0.02004216,Mass,1.68,,,547.0,88.39,,,0.0,0.41,,,14.54,0.1195,,,,,,,<a refstr=KUNDURTHY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...731..123K/abstract target=ref> Kundurthy et al. 2011 </a>,,2949.0,0.21,0.153,,,-2.55284,4.94,,23.29,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,23.60704,26.16217,27.91224,257.38248,948.0511007,580.447,-749.588,14.6427,68.2653,,15.1,9.75,9.094,8.782,,,,,,,,,,13.0089,,11.581,,2016-01-27,2011-04,2016-01-28,3.0,0.0,1.0,2.0,1.0,26.0,0.0,0.3688245075106389,0.0003534817956875221
589,GJ 1214 b,GJ 1214,b,,,TIC 467929202,Gaia DR2 4393265392167891712,Gaia DR3 4393265392168829056,0,1,1,0,0,Transit,2009,<a refstr=CHARBONNEAU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.462..891C/abstract target=ref> Charbonneau et al. 2009 </a>,2009-12,Ground,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..174C/abstract target=ref>Cloutier et al. 2021</a>,1.58040433,0.0149,2.742,0.24462528,8.17,0.02570569,,,,,8.17,0.02570569,Mass,2.2,0.063,21.0,596.0,88.7,2455701.413328,BJD,0.0,0.325,,,14.85,,,,,14.36,,,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..174C/abstract target=ref>Cloutier et al. 2021</a>,M4 V,3250.0,0.215,0.178,0.29,[Fe/H],-2.33724,5.026,,25.4,,124.7,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,23.60704,26.16217,27.91224,257.38248,948.0511007,580.447,-749.588,14.6427,68.2653,,15.1,9.75,9.094,8.782,,,,,,,,,,13.0089,,11.581,,2021-08-16,2021-11,2021-08-16,3.0,0.0,1.0,2.0,1.0,26.0,0.0,0.36794405448672407,0.00039556962025316455
600,GJ 143 b,GJ 143,b,HD 21749,HIP 16069,TIC 279741379,Gaia DR2 4673947174316727040,Gaia DR3 4673947174316727040,1,1,2,0,0,Transit,2019,<a refstr=TRIFONOV_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622L...7T/abstract target=ref>Trifonov et al. 2019</a>,2019-02,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,35.61253,0.1915,2.61,0.2328486,22.7,0.07142183,,,,,22.7,0.07142183,Mass,7.0,0.188,,422.0,89.33,2458385.92502,BJD-TDB,0.0,0.587,,3.23,60.1,0.035,,2458350.8,98.0,5.51,,,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.0,0.695,0.73,0.003,[Fe/H],-0.6862,4.613,3.8,3.03,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,-45.82079,279.23027,-73.83641,352.87836,432.8060751,355.084,-247.46,16.32,61.2455,9.214,8.08,6.081,5.524,5.375,,,,,,,,,,7.67906,,6.9934,,2019-04-22,2019-04,2019-04-25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3906044490192715,0.0008787346221441124
637,GJ 3090 b,GJ 3090,b,,HIP 6365,TIC 262530407,Gaia DR2 4933912198893332224,Gaia DR3 4933912198895807104,1,1,1,0,0,Transit,2022,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2022-07,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.8531054,0.03165,2.13,0.1900262,3.34,0.01050882,,,,,3.34,0.01050882,Mass,1.89,0.32,,693.0,87.14,2458370.41849,BJD-TDB,0.0,0.631,,1.281,13.18,0.0379,,,137.0,2.38,,,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556.0,0.516,0.519,-0.06,[Fe/H],-1.34199,4.727,,5.32,1.468,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,-69.52189,287.95198,-49.73977,353.78726,136.8908631,-111.206,-79.8269,22.4751,44.4649,12.89,11.403,8.168,7.536,7.294,,,,,,7.053,7.113,7.045,6.941,10.5521,,9.49275,,2023-11-28,2022-07,2023-11-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.47195270387758653,0.00045004500450045
