pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_spectype,st_teff,st_rad,st_mass,st_met,sy_dist,st_spectype_main,st_spectype_encoded,Habitability_Score,temp_deviance,rad_deviance,Stellar_Compatibility,Is_Habitable
Kepler-10 c,Kepler-10,1.0,3.0,Transit,2011.0,45.29406,2.19,191.96932,505.0,0.241,G0 V,5627.0,1.0,0.905,-0.0039,185.506,G,3,0.33973481810031614,0.7534722222222222,1.19,1.0,0
Kepler-10 d,Kepler-10,1.0,3.0,Radial Velocity,2023.0,51.997325585,2.3,191.96932,797.0,0.5379,G0 V,5708.0,1.065,0.91,-0.15,185.506,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-10 d,Kepler-10,1.0,3.0,Radial Velocity,2023.0,51.997325585,2.3,191.96932,387.0,0.5379,G0 V,5708.0,1.065,0.91,-0.15,185.506,G,3,0.3782505910165485,0.34375,1.2999999999999998,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88707073,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,10.3392924,1.353,191.96932,797.0,0.10086,G0 V,5854.0,1.533,0.959,-0.0039,304.645,G,3,0.32047572841462435,1.7673611111111112,0.353,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88705,1.32,191.96932,797.0,0.10086,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.3239012101309101,1.7673611111111112,0.32000000000000006,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88701386,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88706037,1.344,191.96932,797.0,0.0730630817,G0 V,5613.0,0.951815,1.097,-0.0039,304.645,G,3,0.3214027444223232,1.7673611111111112,0.3440000000000001,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88734,1.34,191.96932,797.0,0.10086,G0 V,5837.0,1.51,1.13,0.1,304.645,G,3,0.3218164752156617,1.7673611111111112,0.3400000000000001,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88707073,1.3,191.96932,1155.0,0.072,G0 V,5788.0,1.474,1.05,0.1,304.645,G,3,0.23199613339777675,3.0104166666666665,0.30000000000000004,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88706037,1.31,191.96932,1163.0,0.0727,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.22998051553965562,3.0381944444444446,0.31000000000000005,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.887037,1.305,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.32548257312056417,1.7673611111111112,0.30499999999999994,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.887099,1.24,191.96932,1071.0,0.073,G0 V,5909.0,1.23,1.11,-0.0039,304.645,G,3,0.25260498894853173,2.71875,0.24,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88706037,1.344,191.96932,797.0,0.07309,G0 V,5854.0,1.526,1.097,0.1,304.645,G,3,0.3214027444223232,1.7673611111111112,0.3440000000000001,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.8873444284,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88706037,1.31,191.96932,797.0,0.10086,G0 V,5884.0,1.5,1.1,0.07,304.645,G,3,0.3249537392246243,1.7673611111111112,0.31000000000000005,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88706037,1.31,191.96932,1163.0,0.0727,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.22998051553965562,3.0381944444444446,0.31000000000000005,1.0,0
Kepler-100 b,Kepler-100,1.0,4.0,Transit,2014.0,6.88706037,1.31,191.96932,1163.0,0.0727,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.22998051553965562,3.0381944444444446,0.31000000000000005,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.815863973,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81587113,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81588378,2.29,191.96932,797.0,0.10086,G0 V,5884.0,1.5,1.1,0.07,304.645,G,3,0.24646561462362643,1.7673611111111112,1.29,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.815909,2.221,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.25072955335315955,1.7673611111111112,1.221,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.8159,2.2,191.96932,797.0,0.10086,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.25205671276037106,1.7673611111111112,1.2000000000000002,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81588378,2.34,191.96932,797.0,0.1105370236,G0 V,5613.0,0.951815,1.097,-0.0039,304.645,G,3,0.24346532309877256,1.7673611111111112,1.3399999999999999,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81588378,2.28,191.96932,946.0,0.11,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.21907138075823038,2.2847222222222223,1.2799999999999998,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,10.3392924,2.355,191.96932,797.0,0.10086,G0 V,5854.0,1.533,0.959,-0.0039,304.645,G,3,0.24257942791684917,1.7673611111111112,1.355,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.815735,2.08,191.96932,869.0,0.111,G0 V,5909.0,1.23,1.11,-0.0039,304.645,G,3,0.24405952340598625,2.017361111111111,1.08,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81588378,2.28,191.96932,946.0,0.11,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.21907138075823038,2.2847222222222223,1.2799999999999998,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81590421,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81588378,2.28,191.96932,946.0,0.11,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.21907138075823038,2.2847222222222223,1.2799999999999998,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81588378,2.34,191.96932,797.0,0.11061,G0 V,5854.0,1.526,1.097,0.1,304.645,G,3,0.24346532309877256,1.7673611111111112,1.3399999999999999,1.0,0
Kepler-100 c,Kepler-100,1.0,4.0,Transit,2014.0,12.81590421,2.26,191.96932,939.0,0.109,G0 V,5788.0,1.474,1.05,0.1,304.645,G,3,0.22121854548806347,2.2604166666666665,1.2599999999999998,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.33313,1.514,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.3047515851315088,1.7673611111111112,0.514,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3331932,1.55,191.96932,670.0,0.2143,G0 V,5788.0,1.474,1.05,0.1,304.645,G,3,0.3476581361661033,1.3263888888888888,0.55,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3330866,1.5,191.96932,674.0,0.2163,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.35207823960880197,1.3402777777777777,0.5,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.33221177,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3330866,1.536,191.96932,797.0,0.2173350533,G0 V,5613.0,0.951815,1.097,-0.0039,304.645,G,3,0.3027219750927086,1.7673611111111112,0.536,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3330866,1.5,191.96932,674.0,0.2163,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.35207823960880197,1.3402777777777777,0.5,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3335896708,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3331,1.61,191.96932,797.0,0.10086,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.2960891557346712,1.7673611111111112,0.6100000000000001,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3330866,1.5,191.96932,674.0,0.2163,G0 V,5825.0,1.49,1.08,0.02,304.645,G,3,0.35207823960880197,1.3402777777777777,0.5,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.33314,1.4,191.96932,620.0,0.218,G0 V,5909.0,1.23,1.11,-0.0039,304.645,G,3,0.39173014145810664,1.1527777777777777,0.3999999999999999,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3331932,2.3,191.96932,797.0,0.10086,G0 V,5859.0,1.5582,1.059,0.09,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3330866,1.536,191.96932,797.0,0.21747,G0 V,5854.0,1.526,1.097,0.1,304.645,G,3,0.3027219750927086,1.7673611111111112,0.536,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,10.3392924,1.61,191.96932,797.0,0.10086,G0 V,5854.0,1.533,0.959,-0.0039,304.645,G,3,0.2960891557346712,1.7673611111111112,0.6100000000000001,1.0,0
Kepler-100 d,Kepler-100,1.0,4.0,Transit,2014.0,35.3330866,1.48,191.96932,797.0,0.10086,G0 V,5884.0,1.5,1.1,0.07,304.645,G,3,0.3079423463496001,1.7673611111111112,0.48,1.0,0
Kepler-100 e,Kepler-100,1.0,4.0,Radial Velocity,2023.0,51.997325585,2.3,191.96932,797.0,0.312391586,G0 V,5613.0,0.951815,1.097,-0.0039,304.645,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,10.3392924,3.933125,191.96932,797.0,0.10086,G0 V,6421.0,1.833,0.959,-0.0039,1115.62,G,3,0.17542363589849794,1.7673611111111112,2.933125,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,3.933125,191.96932,501.0,0.5244,G0 V,6749.0,1.484,1.338,-0.04,1115.62,G,3,0.2140086495162513,0.7395833333333334,2.933125,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,2.3,191.96932,797.0,0.10086,G0 V,6469.13,1.81263,1.32,0.0099,1115.62,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,3.933125,191.96932,797.0,0.10086,G0 V,6453.0,1.51,1.4,0.35,1115.62,G,3,0.17542363589849794,1.7673611111111112,2.933125,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,3.933125,191.96932,473.0,0.5337,G0 V,6469.0,1.467,1.406,0.44,1115.62,G,3,0.21855601256697071,0.6423611111111112,2.933125,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,2.3,191.96932,797.0,0.10086,G0 V,6469.13,1.81263,1.32,0.0099,1115.62,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,3.933125,191.96932,501.0,0.5244,G0 V,6749.0,1.484,1.338,-0.04,1115.62,G,3,0.2140086495162513,0.7395833333333334,2.933125,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,3.933125,191.96932,797.0,0.5326,G0 V,6421.0,1.789,1.397,0.1,1115.62,G,3,0.17542363589849794,1.7673611111111112,2.933125,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,3.933125,191.96932,489.0,0.519,G0 V,6741.0,1.41,1.29,-0.0039,1115.62,G,3,0.21593414008727338,0.6979166666666666,2.933125,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,2.3,191.96932,797.0,0.10086,G0 V,6469.13,1.81263,1.32,0.0099,1115.62,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1000 b,Kepler-1000,1.0,1.0,Transit,2016.0,51.997325585,3.933125,191.96932,501.0,0.5244,G0 V,6749.0,1.484,1.338,-0.04,1115.62,G,3,0.2140086495162513,0.7395833333333334,2.933125,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.3052,2.9,191.96932,693.0,0.114,G0 V,5734.0,0.85,0.959,-0.0039,928.978,G,3,0.23222060957910012,1.40625,1.9,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30511863,2.3,191.96932,797.0,0.10086,G0 V,5376.0,0.836475,0.93,-0.0039,928.978,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30511983,2.909,191.96932,797.0,0.11147,G0 V,5440.0,0.796,0.902,0.04,928.978,G,3,0.21384148405989936,1.7673611111111112,1.9089999999999998,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.3051226913,2.3,191.96932,797.0,0.10086,G0 V,5376.0,0.836475,0.93,-0.0039,928.978,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30511983,3.15,191.96932,797.0,0.10086,G0 V,5491.0,0.88,0.9,-0.03,928.978,G,3,0.20336110718825026,1.7673611111111112,2.15,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30511983,3.11,191.96932,695.0,0.1128,G0 V,5735.0,0.852,0.934,-0.16,928.978,G,3,0.2210826910676452,1.4131944444444444,2.11,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,10.3392924,2.935,191.96932,797.0,0.10086,G0 V,5440.0,0.814,0.959,-0.0039,928.978,G,3,0.21265912514398794,1.7673611111111112,1.935,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30511983,3.11,191.96932,695.0,0.1128,G0 V,5735.0,0.852,0.934,-0.16,928.978,G,3,0.2210826910676452,1.4131944444444444,2.11,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30517579,3.05,191.96932,693.0,0.1129,G0 V,5741.0,0.846,0.938,-0.16,928.978,G,3,0.22440392706872372,1.40625,2.05,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30517579,2.3,191.96932,797.0,0.10086,G0 V,5376.0,0.836475,0.93,-0.0039,928.978,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1001 b,Kepler-1001,1.0,2.0,Transit,2016.0,14.30511983,3.11,191.96932,695.0,0.1128,G0 V,5735.0,0.852,0.934,-0.16,928.978,G,3,0.2210826910676452,1.4131944444444444,2.11,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18186435,1.45,191.96932,797.0,0.08296,G0 V,5440.0,0.796,0.902,0.04,928.978,G,3,0.31081372760630266,1.7673611111111112,0.44999999999999996,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18186435,1.55,191.96932,806.0,0.084,G0 V,5735.0,0.852,0.934,-0.16,928.978,G,3,0.2986312733305682,1.7986111111111112,0.55,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18186435,1.55,191.96932,806.0,0.084,G0 V,5735.0,0.852,0.934,-0.16,928.978,G,3,0.2986312733305682,1.7986111111111112,0.55,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18186,1.57799279,191.96932,797.0,0.10086,G0 V,5376.0,0.836475,0.93,-0.0039,928.978,G,3,0.2989220362210002,1.7673611111111112,0.5779927899999999,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18189122,2.3,191.96932,797.0,0.10086,G0 V,5376.0,0.836475,0.93,-0.0039,928.978,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18186,1.9,191.96932,802.0,0.085,G0 V,5734.0,0.85,0.959,-0.0039,928.978,G,3,0.2713908782510366,1.7847222222222223,0.8999999999999999,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18189122,2.17,191.96932,804.0,0.084,G0 V,5741.0,0.846,0.938,-0.16,928.978,G,3,0.2524190155658393,1.7916666666666667,1.17,1.0,0
Kepler-1001 c,Kepler-1001,1.0,2.0,Transit,2020.0,9.18186435,1.55,191.96932,806.0,0.084,G0 V,5735.0,0.852,0.934,-0.16,928.978,G,3,0.2986312733305682,1.7986111111111112,0.55,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.336429331,1.71,191.96932,797.0,0.10086,G0 V,6144.0,1.57,1.22,0.04,408.303,G,3,0.28757438990294365,1.7673611111111112,0.71,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.336429331,1.63,191.96932,1428.0,0.0553,G0 V,6099.0,1.557,1.206,0.04,408.303,G,3,0.17894422904861318,3.9583333333333335,0.6299999999999999,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.336429331,1.63,191.96932,1428.0,0.0553,G0 V,6099.0,1.557,1.206,0.04,408.303,G,3,0.17894422904861318,3.9583333333333335,0.6299999999999999,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.336491,1.5,191.96932,1308.0,0.055,G0 V,6045.0,1.32,1.161,-0.0039,408.303,G,3,0.19834710743801656,3.5416666666666665,0.5,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.33643506,2.3,191.96932,797.0,0.10086,G0 V,5907.13,0.951815,0.959,0.0433,408.303,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.336429331,1.63,191.96932,1428.0,0.0553,G0 V,6099.0,1.557,1.206,0.04,408.303,G,3,0.17894422904861318,3.9583333333333335,0.6299999999999999,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.33643506,1.75,191.96932,1453.0,0.0564,G0 V,6180.0,1.603,1.275,0.12,408.303,G,3,0.1725584182144997,4.045138888888889,0.75,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.33642165,2.3,191.96932,797.0,0.10086,G0 V,5907.13,0.951815,0.959,0.0433,408.303,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1002 b,Kepler-1002,1.0,1.0,Transit,2016.0,4.3364255606,2.3,191.96932,797.0,0.10086,G0 V,5907.13,0.951815,0.959,0.0433,408.303,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554901,1.5,191.96932,1230.0,0.047,G0 V,6114.0,0.98,1.073,-0.0039,941.902,G,3,0.20960698689956328,3.2708333333333335,0.5,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554856915,1.3,191.96932,1155.0,0.0445,G0 V,6068.0,0.829,0.926,-0.5,941.902,G,3,0.23199613339777675,3.0104166666666665,0.30000000000000004,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554856915,1.3,191.96932,1155.0,0.0445,G0 V,6068.0,0.829,0.926,-0.5,941.902,G,3,0.23199613339777675,3.0104166666666665,0.30000000000000004,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554856915,2.012,191.96932,797.0,0.04333,G0 V,5672.0,1.286,0.858,-0.3,941.902,G,3,0.26459498592501673,1.7673611111111112,1.012,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,10.3392924,2.035,191.96932,797.0,0.10086,G0 V,5672.0,1.315,0.959,-0.0039,941.902,G,3,0.26299448442122947,1.7673611111111112,1.0350000000000001,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554856915,1.78,191.96932,797.0,0.10086,G0 V,6109.0,1.17,1.11,0.01,941.902,G,3,0.28189969069339493,1.7673611111111112,0.78,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554856338,1.29,191.96932,1157.0,0.0444,G0 V,6068.0,0.831,0.931,-0.5,941.902,G,3,0.23216070680037407,3.017361111111111,0.29000000000000004,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554856915,1.3,191.96932,1155.0,0.0445,G0 V,6068.0,0.829,0.926,-0.5,941.902,G,3,0.23199613339777675,3.0104166666666665,0.30000000000000004,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.554856338,2.3,191.96932,797.0,0.10086,G0 V,6010.0,1.27543,1.11,-0.0039,941.902,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.55486178,2.3,191.96932,797.0,0.10086,G0 V,6010.0,1.27543,1.11,-0.0039,941.902,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1003 b,Kepler-1003,1.0,1.0,Transit,2016.0,3.5548567472,2.3,191.96932,797.0,0.10086,G0 V,6010.0,1.27543,1.11,-0.0039,941.902,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28788991,2.3,191.96932,797.0,0.10086,G0 V,4917.72,3.55299,0.959,0.104,1152.68,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28789787,3.933125,191.96932,797.0,0.06791,G0 V,5008.0,3.502,1.493,0.19,1152.68,G,3,0.17542363589849794,1.7673611111111112,2.933125,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28789787,3.933125,191.96932,1662.0,0.0665,G0 V,4992.0,3.79,1.41,0.04,1152.68,G,3,0.11489025587017403,4.770833333333333,2.933125,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,10.3392924,3.933125,191.96932,797.0,0.10086,G0 V,5008.0,3.584,0.959,-0.0039,1152.68,G,3,0.17542363589849794,1.7673611111111112,2.933125,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28789787,3.933125,191.96932,797.0,0.10086,G0 V,4972.0,3.39,1.11,-0.04,1152.68,G,3,0.17542363589849794,1.7673611111111112,2.933125,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28790754,3.933125,191.96932,1661.0,0.0671,G0 V,4994.0,3.818,1.441,0.08,1152.68,G,3,0.11493610669901905,4.767361111111111,2.933125,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.288016,3.933125,191.96932,2388.0,0.077,G0 V,4998.0,9.0,2.211,-0.0039,1152.68,G,3,0.08908851314983574,7.291666666666667,2.933125,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28789787,3.933125,191.96932,1662.0,0.0665,G0 V,4992.0,3.79,1.41,0.04,1152.68,G,3,0.11489025587017403,4.770833333333333,2.933125,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.2878536735,2.3,191.96932,797.0,0.10086,G0 V,4917.72,3.55299,0.959,0.104,1152.68,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28790754,2.3,191.96932,797.0,0.10086,G0 V,4917.72,3.55299,0.959,0.104,1152.68,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1004 b,Kepler-1004,1.0,1.0,Transit,2016.0,5.28789787,3.933125,191.96932,1662.0,0.0665,G0 V,4992.0,3.79,1.41,0.04,1152.68,G,3,0.11489025587017403,4.770833333333333,2.933125,1.0,0
Kepler-1005 b,Kepler-1005,1.0,1.0,Transit,2016.0,6.49801525,1.52,191.96932,1027.0,0.0663,G0 V,5718.0,1.099,0.921,-0.06,567.806,G,3,0.24473979401067333,2.5659722222222223,0.52,1.0,0
Kepler-1005 b,Kepler-1005,1.0,1.0,Transit,2016.0,6.49801525,1.5,191.96932,797.0,0.10086,G0 V,5782.0,1.06,1.0,0.02,567.806,G,3,0.30605738575982994,1.7673611111111112,0.5,1.0,0
Kepler-1005 b,Kepler-1005,1.0,1.0,Transit,2016.0,6.4980488398,2.3,191.96932,797.0,0.10086,G0 V,5733.54,1.1847,1.02,-0.0347,567.806,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1005 b,Kepler-1005,1.0,1.0,Transit,2016.0,6.4980147,1.87,191.96932,1026.0,0.0669,G0 V,5727.0,1.104,0.946,0.0,567.806,G,3,0.22560631697687536,2.5625,0.8700000000000001,1.0,0
Kepler-1005 b,Kepler-1005,1.0,1.0,Transit,2016.0,6.4980147,2.3,191.96932,797.0,0.10086,G0 V,5733.54,1.1847,1.02,-0.0347,567.806,G,3,0.24585965511353933,1.7673611111111112,1.2999999999999998,1.0,0
Kepler-1005 b,Kepler-1005,1.0,1.0,Transit,2016.0,10.3392924,1.998,191.96932,797.0,0.10086,G0 V,5728.0,1.181,0.959,-0.0039,567.806,G,3,0.26557877730481805,1.7673611111111112,0.998,1.0,0
