pl_orbper,pl_rade,pl_eqt,st_teff,st_lum,pl_dens,pl_insol,st_met,st_spectype,st_spectral_score,pl_bmasse,sy_dist
8.129976,1.76,797.0,5736.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
8.13000457,2.013,797.0,5712.0,-0.08124,1.307,356.1,0.29,Unknown,0.0,0,0
31.51780202,2.94,683.0,5588.0,-0.08124,1.307,51.39,0.12,Unknown,0.0,0,0
31.51779463,2.3,797.0,5734.01,0.4105,1.307,86.27,0.282,Unknown,0.0,0,0
31.51779463,2.72,663.0,5611.0,-0.08124,1.307,45.68,0.16,Unknown,0.0,0,0
10.3311664,3.181,797.0,5712.0,-0.08124,1.307,67.161,-0.0014,Unknown,0.0,0,0
31.51789,2.73,644.0,5600.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
31.51780119,2.3,797.0,5734.01,0.4105,1.307,86.27,0.282,Unknown,0.0,0,0
31.51780202,2.94,683.0,5588.0,-0.08124,1.307,51.39,0.12,Unknown,0.0,0,0
31.517586,2.84,797.0,5736.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
31.51780202,2.94,683.0,5588.0,-0.08124,1.307,51.39,0.12,Unknown,0.0,0,0
31.51780202,2.59,797.0,5730.0,-0.08124,1.307,86.27,0.15,Unknown,0.0,0,0
31.51780202,3.172,797.0,5712.0,-0.08124,1.307,58.6,0.29,Unknown,0.0,0,0
31.5177783,2.3,797.0,5734.01,0.4105,1.307,86.27,0.282,Unknown,0.0,0,0
10.10691725,2.3,797.0,5470.0,0.42575,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.3311664,3.0,797.0,5478.0,-0.08124,1.307,322.399,-0.0014,Unknown,0.0,0,0
10.10769068,1.72,814.0,5754.0,-0.08124,1.307,103.86,0.2,Unknown,0.0,0,0
10.107674,1.9,789.0,5643.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.10769068,1.65,797.0,5608.0,-0.08124,1.307,86.27,0.08,Unknown,0.0,0,0
10.10769068,1.72,814.0,5754.0,-0.08124,1.307,103.86,0.2,Unknown,0.0,0,0
10.10773789,2.3,797.0,5470.0,0.42575,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.10773789,1.98,879.0,5480.0,-0.08124,1.307,140.75,0.16,Unknown,0.0,0,0
10.10769068,1.72,814.0,5754.0,-0.08124,1.307,103.86,0.2,Unknown,0.0,0,0
10.10762919,2.3,797.0,5470.0,0.42575,1.307,86.27,-0.0014,Unknown,0.0,0,0
0.789161653,1.05,797.0,4508.0,-0.08124,1.307,86.27,0.05,Unknown,0.0,0,0
0.789161653,0.96,1243.0,4258.0,-0.08124,1.307,564.46,-0.18,Unknown,0.0,0,0
0.7891622,0.91,1176.0,4246.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
0.789161653,0.96,1243.0,4258.0,-0.08124,1.307,564.46,-0.18,Unknown,0.0,0,0
0.789161441,2.3,797.0,4224.0,-0.90934,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.3311664,0.9,797.0,4248.0,-0.08124,1.307,547.294,-0.0014,Unknown,0.0,0,0
0.789161653,0.96,1243.0,4258.0,-0.08124,1.307,564.46,-0.18,Unknown,0.0,0,0
0.789160884,0.91,1244.0,4258.0,-0.08124,1.307,564.46,-0.18,Unknown,0.0,0,0
0.789160884,2.3,797.0,4224.0,-0.90934,1.307,86.27,-0.0014,Unknown,0.0,0,0
11.87456832,1.14,699.0,5578.0,-0.08124,1.307,56.55,-0.52,Unknown,0.0,0,0
11.87456832,1.389,797.0,5581.0,-0.08124,1.307,75.3,-0.01,Unknown,0.0,0,0
11.87457664,2.3,797.0,5541.94,-0.13733,1.307,86.27,-0.0519,Unknown,0.0,0,0
10.3311664,1.395,797.0,5581.0,-0.08124,1.307,77.559,-0.0014,Unknown,0.0,0,0
11.87457664,1.32,728.0,5523.0,-0.08124,1.307,66.33,0.0,Unknown,0.0,0,0
11.87456832,1.14,699.0,5578.0,-0.08124,1.307,56.55,-0.52,Unknown,0.0,0,0
11.87456832,1.14,699.0,5578.0,-0.08124,1.307,56.55,-0.52,Unknown,0.0,0,0
11.87456832,1.37,797.0,5581.0,-0.08124,1.307,86.27,0.0,Unknown,0.0,0,0
11.87458418,2.3,797.0,5541.94,-0.13733,1.307,86.27,-0.0519,Unknown,0.0,0,0
11.87470071,2.3,797.0,5541.94,-0.13733,1.307,86.27,-0.0519,Unknown,0.0,0,0
11.874578,1.27,724.0,5642.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
109.6462783,2.3,797.0,5488.86,-0.18777,1.307,86.27,-0.1016,Unknown,0.0,0,0
109.64811,2.7,344.0,5664.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
109.6471842,2.81,797.0,5628.0,-0.08124,1.307,86.27,-0.04,Unknown,0.0,0,0
109.6469948,2.3,797.0,5488.86,-0.18777,1.307,86.27,-0.1016,Unknown,0.0,0,0
10.3311664,3.134,797.0,5319.0,-0.08124,1.307,3.298,-0.0014,Unknown,0.0,0,0
109.6446573,2.3,797.0,5488.86,-0.18777,1.307,86.27,-0.1016,Unknown,0.0,0,0
109.6469948,4.85,428.0,5332.0,-0.08124,1.307,7.95,0.18,Unknown,0.0,0,0
109.6471842,2.46,340.0,5649.0,-0.08124,1.307,3.16,-0.3,Unknown,0.0,0,0
109.6471842,2.46,340.0,5649.0,-0.08124,1.307,3.16,-0.3,Unknown,0.0,0,0
109.6471842,2.46,340.0,5649.0,-0.08124,1.307,3.16,-0.3,Unknown,0.0,0,0
15.64591713,2.31,710.0,5896.0,-0.08124,1.307,60.08,-0.08,Unknown,0.0,0,0
15.64591713,2.31,710.0,5896.0,-0.08124,1.307,60.08,-0.08,Unknown,0.0,0,0
15.645864,2.2,699.0,5866.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
15.64591713,2.31,710.0,5896.0,-0.08124,1.307,60.08,-0.08,Unknown,0.0,0,0
15.64588656,2.18,710.0,5896.0,-0.08124,1.307,60.08,-0.08,Unknown,0.0,0,0
15.64585493,2.3,797.0,5674.0,0.0276,1.307,86.27,-0.0014,Unknown,0.0,0,0
15.64588656,2.3,797.0,5674.0,0.0276,1.307,86.27,-0.0014,Unknown,0.0,0,0
15.64591713,2.29,797.0,5614.0,-0.08124,1.307,86.27,-0.03,Unknown,0.0,0,0
10.3311664,2.492,797.0,5891.0,-0.08124,1.307,78.355,-0.0014,Unknown,0.0,0,0
15.646068,2.3,797.0,5674.0,0.0276,1.307,86.27,-0.0014,Unknown,0.0,0,0
6.26406846,1.61,809.0,5032.0,-0.08124,1.307,101.27,0.08,Unknown,0.0,0,0
10.3311664,1.386,797.0,5032.0,-0.08124,1.307,80.741,-0.0014,Unknown,0.0,0,0
6.26404774,2.3,797.0,4830.0,-0.5555,1.307,86.27,-0.0014,Unknown,0.0,0,0
6.264041336,2.3,797.0,4830.0,-0.5555,1.307,86.27,-0.0014,Unknown,0.0,0,0
6.26404774,1.55,809.0,5032.0,-0.08124,1.307,101.27,0.08,Unknown,0.0,0,0
6.26406846,1.61,809.0,5032.0,-0.08124,1.307,101.27,0.08,Unknown,0.0,0,0
6.26407,1.6,758.0,4969.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
6.26406846,1.61,809.0,5032.0,-0.08124,1.307,101.27,0.08,Unknown,0.0,0,0
6.26406846,1.45,797.0,4903.0,-0.08124,1.307,86.27,-0.07,Unknown,0.0,0,0
23.198681,1.3,592.0,5717.0,-0.08124,1.307,28.95,-0.08,Unknown,0.0,0,0
23.1985852,2.61,793.0,5416.0,-0.08124,1.307,93.34,0.0,Unknown,0.0,0,0
23.198681,1.98,797.0,5512.0,-0.08124,1.307,86.27,0.05,Unknown,0.0,0,0
23.1985852,2.3,797.0,5449.27,0.42052,1.307,86.27,-0.195,Unknown,0.0,0,0
23.198681,1.3,592.0,5717.0,-0.08124,1.307,28.95,-0.08,Unknown,0.0,0,0
23.19899,1.3,583.0,5694.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
23.19897496,2.3,797.0,5449.27,0.42052,1.307,86.27,-0.195,Unknown,0.0,0,0
10.3311664,2.667,797.0,5499.0,-0.08124,1.307,103.72,-0.0014,Unknown,0.0,0,0
23.198681,2.618,797.0,5499.0,-0.08124,1.307,99.8,-0.06,Unknown,0.0,0,0
23.19841872,2.3,797.0,5449.27,0.42052,1.307,86.27,-0.195,Unknown,0.0,0,0
23.198681,1.3,592.0,5717.0,-0.08124,1.307,28.95,-0.08,Unknown,0.0,0,0
5.77721211,1.03,941.0,5717.0,-0.08124,1.307,185.07,-0.08,Unknown,0.0,0,0
5.77721211,1.03,941.0,5717.0,-0.08124,1.307,185.07,-0.08,Unknown,0.0,0,0
5.77721211,1.03,941.0,5717.0,-0.08124,1.307,185.07,-0.08,Unknown,0.0,0,0
5.77721211,2.097,797.0,5499.0,-0.08124,1.307,637.6,-0.06,Unknown,0.0,0,0
5.77721211,1.71,797.0,5512.0,-0.08124,1.307,86.27,0.05,Unknown,0.0,0,0
5.777215511,2.3,797.0,5449.27,0.42052,1.307,86.27,-0.195,Unknown,0.0,0,0
5.777213,1.28,924.0,5694.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
5.77721259,2.3,797.0,5449.27,0.42052,1.307,86.27,-0.195,Unknown,0.0,0,0
10.3311664,2.211,797.0,5499.0,-0.08124,1.307,662.713,-0.0014,Unknown,0.0,0,0
5.77721259,2.17,1260.0,5416.0,-0.08124,1.307,596.37,0.0,Unknown,0.0,0,0
24.4002549,2.42,437.0,4583.0,-0.08124,1.307,8.64,-0.16,Unknown,0.0,0,0
24.4004378,2.3,797.0,4415.0,-0.74221,1.307,86.27,-0.0014,Unknown,0.0,0,0
24.40020529,2.3,797.0,4415.0,-0.74221,1.307,86.27,-0.0014,Unknown,0.0,0,0
24.4004378,2.47,437.0,4583.0,-0.08124,1.307,8.64,-0.16,Unknown,0.0,0,0
24.4002549,2.42,437.0,4583.0,-0.08124,1.307,8.64,-0.16,Unknown,0.0,0,0
24.4002549,2.41,797.0,4523.0,-0.08124,1.307,86.27,-0.09,Unknown,0.0,0,0
24.4003181,2.3,797.0,4415.0,-0.74221,1.307,86.27,-0.0014,Unknown,0.0,0,0
24.40015,2.38,420.0,4575.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.3311664,2.54,797.0,4583.0,-0.08124,1.307,9.183,-0.0014,Unknown,0.0,0,0
24.4002549,2.42,437.0,4583.0,-0.08124,1.307,8.64,-0.16,Unknown,0.0,0,0
0.935118057,0.92,2021.0,6002.0,-0.08124,1.307,3940.07,-0.08,Unknown,0.0,0,0
0.935115863,1.05,2124.0,5874.0,-0.08124,1.307,4811.82,0.16,Unknown,0.0,0,0
0.935118057,0.92,2021.0,6002.0,-0.08124,1.307,3940.07,-0.08,Unknown,0.0,0,0
0.935118057,0.92,797.0,5909.0,-0.08124,1.307,86.27,0.0,Unknown,0.0,0,0
0.935120012,2.3,797.0,5809.0,0.24719,1.307,86.27,-0.0014,Unknown,0.0,0,0
0.935118057,1.076,797.0,5834.0,-0.08124,1.307,4523.1,0.22,Unknown,0.0,0,0
0.935118057,0.92,2021.0,6002.0,-0.08124,1.307,3940.07,-0.08,Unknown,0.0,0,0
10.3311664,1.047,797.0,5834.0,-0.08124,1.307,4712.111,-0.0014,Unknown,0.0,0,0
0.9351186,0.88,2000.0,5983.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
0.935115863,2.3,797.0,5809.0,0.24719,1.307,86.27,-0.0014,Unknown,0.0,0,0
1.341555127,1.08,1967.0,5738.0,-0.08124,1.307,3537.74,-0.14,Unknown,0.0,0,0
1.34155642,2.3,797.0,5590.19,0.18765,1.307,86.27,-0.171,Unknown,0.0,0,0
10.3311664,0.962,797.0,5874.0,-0.08124,1.307,3094.817,-0.0014,Unknown,0.0,0,0
1.341555127,0.954,797.0,5874.0,-0.08124,1.307,3005.5,-0.08,Unknown,0.0,0,0
1.3415609,0.72,1510.0,5516.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
1.341554695,2.3,797.0,5590.19,0.18765,1.307,86.27,-0.171,Unknown,0.0,0,0
1.341555127,0.71,797.0,5586.0,-0.08124,1.307,86.27,0.01,Unknown,0.0,0,0
1.341555127,1.08,1967.0,5738.0,-0.08124,1.307,3537.74,-0.14,Unknown,0.0,0,0
1.341555127,1.08,1967.0,5738.0,-0.08124,1.307,3537.74,-0.14,Unknown,0.0,0,0
1.34155642,0.74,1642.0,5779.0,-0.08124,1.307,1715.26,-0.08,Unknown,0.0,0,0
5.317435416,2.58,1306.0,6068.0,-0.08124,1.307,687.55,0.22,Unknown,0.0,0,0
10.3311664,5.02186247,529.18,5819.72,-0.08124,1.307,18.5332,-0.0014,Unknown,0.0,0,0
5.317435416,1.634,797.0,5613.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
5.317440164,2.3,797.0,5819.72,0.06051,1.307,86.27,-0.2067,Unknown,0.0,0,0
5.317435416,2.58,1306.0,6068.0,-0.08124,1.307,687.55,0.22,Unknown,0.0,0,0
5.317429,2.0,797.0,5983.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
5.317435,2.26,1088.0,5936.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
5.31743891,2.3,797.0,5819.72,0.06051,1.307,86.27,-0.2067,Unknown,0.0,0,0
5.317440164,1.94,1105.0,5923.0,-0.08124,1.307,351.52,-0.14,Unknown,0.0,0,0
5.317435416,2.58,1306.0,6068.0,-0.08124,1.307,687.55,0.22,Unknown,0.0,0,0
10.3311664,1.792,797.0,5918.0,-0.08124,1.307,301.367,-0.0014,Unknown,0.0,0,0
5.317435416,1.75,797.0,5983.0,-0.08124,1.307,86.27,-0.04,Unknown,0.0,0,0
5.317435416,1.634,797.0,5918.0,-0.08124,1.307,299.5,-0.17,Unknown,0.0,0,0
5.317439375,2.3,797.0,5819.72,0.06051,1.307,86.27,-0.2067,Unknown,0.0,0,0
10.105785,1.26,797.0,5983.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.10575303,1.031,797.0,5613.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.1056726,2.3,797.0,5819.72,0.06051,1.307,86.27,-0.2067,Unknown,0.0,0,0
10.10575303,1.63,1054.0,6068.0,-0.08124,1.307,292.12,0.22,Unknown,0.0,0,0
10.105745,1.63,878.0,5936.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.10575303,1.17,797.0,5983.0,-0.08124,1.307,86.27,-0.04,Unknown,0.0,0,0
10.10575303,1.031,797.0,5918.0,-0.08124,1.307,127.2,-0.17,Unknown,0.0,0,0
10.10575303,1.63,1054.0,6068.0,-0.08124,1.307,292.12,0.22,Unknown,0.0,0,0
10.10575764,2.3,797.0,5819.72,0.06051,1.307,86.27,-0.2067,Unknown,0.0,0,0
10.10575384,2.3,797.0,5819.72,0.06051,1.307,86.27,-0.2067,Unknown,0.0,0,0
10.3311664,1.188,797.0,5918.0,-0.08124,1.307,128.086,-0.0014,Unknown,0.0,0,0
10.10575303,1.63,1054.0,6068.0,-0.08124,1.307,292.12,0.22,Unknown,0.0,0,0
10.10575764,1.28,892.0,5923.0,-0.08124,1.307,149.4,-0.14,Unknown,0.0,0,0
0.665026916,0.98,2070.0,5957.0,-0.08124,1.307,4339.54,-0.08,Unknown,0.0,0,0
0.665027094,2.3,797.0,6014.0,0.08683,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.3311664,1.054,797.0,5909.0,-0.08124,1.307,4793.001,-0.0014,Unknown,0.0,0,0
0.665026916,1.55,797.0,6331.0,-0.08124,1.307,86.27,0.07,Unknown,0.0,0,0
0.665025941,1.11,2174.0,5884.0,-0.08124,1.307,5246.66,0.16,Unknown,0.0,0,0
0.665026916,0.98,2070.0,5957.0,-0.08124,1.307,4339.54,-0.08,Unknown,0.0,0,0
0.665026916,1.038,797.0,5909.0,-0.08124,1.307,4606.7,0.11,Unknown,0.0,0,0
0.6650251,0.94,2038.0,5931.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
0.665025941,2.3,797.0,6014.0,0.08683,1.307,86.27,-0.0014,Unknown,0.0,0,0
0.665026916,0.98,2070.0,5957.0,-0.08124,1.307,4339.54,-0.08,Unknown,0.0,0,0
132.9956994,2.3,797.0,4511.0,-0.63776,1.307,86.27,-0.0014,Unknown,0.0,0,0
132.9955,1.93,230.0,4535.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
132.9968322,2.7,241.0,4530.0,-0.08124,1.307,0.8,-0.1,Unknown,0.0,0,0
132.9968322,2.7,241.0,4530.0,-0.08124,1.307,0.8,-0.1,Unknown,0.0,0,0
132.9968322,2.7,241.0,4530.0,-0.08124,1.307,0.8,-0.1,Unknown,0.0,0,0
132.9968322,2.99,797.0,4662.0,-0.08124,1.307,86.27,0.19,Unknown,0.0,0,0
132.9955503,2.3,797.0,4511.0,-0.63776,1.307,86.27,-0.0014,Unknown,0.0,0,0
132.9968322,2.968,797.0,4683.0,-0.08124,1.307,1.0,0.28,Unknown,0.0,0,0
132.9955503,2.51,241.0,4523.0,-0.08124,1.307,0.8,-0.1,Unknown,0.0,0,0
132.9970595,2.3,797.0,4511.0,-0.63776,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.3311664,2.787,797.0,4683.0,-0.08124,1.307,1.141,-0.0014,Unknown,0.0,0,0
2.215710358,1.66,797.0,5527.0,-0.08124,1.307,86.27,0.03,Unknown,0.0,0,0
2.215710358,1.64,1282.0,5417.0,-0.08124,1.307,638.56,-0.08,Unknown,0.0,0,0
10.3311664,1.584,797.0,5417.0,-0.08124,1.307,559.275,-0.0014,Unknown,0.0,0,0
2.215710358,1.64,1282.0,5417.0,-0.08124,1.307,638.56,-0.08,Unknown,0.0,0,0
2.215720538,2.3,797.0,5250.0,-0.26092,1.307,86.27,-0.0014,Unknown,0.0,0,0
2.215710358,1.64,1282.0,5417.0,-0.08124,1.307,638.56,-0.08,Unknown,0.0,0,0
2.21571296,1.7,1283.0,5417.0,-0.08124,1.307,638.56,-0.08,Unknown,0.0,0,0
2.21571296,2.3,797.0,5250.0,-0.26092,1.307,86.27,-0.0014,Unknown,0.0,0,0
2.21571,1.89,1255.0,5214.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
10.3311664,2.318,797.0,6212.0,-0.08124,1.307,1021.904,-0.0014,Unknown,0.0,0,0
3.35183158,1.93,797.0,5759.0,-0.08124,1.307,86.27,-0.16,Unknown,0.0,0,0
3.351824,2.3,1297.0,6202.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
3.35183158,2.11,1298.0,6208.0,-0.08124,1.307,671.28,-0.16,Unknown,0.0,0,0
3.35183158,2.11,1298.0,6208.0,-0.08124,1.307,671.28,-0.16,Unknown,0.0,0,0
3.351841527,2.3,797.0,5749.0,0.19529,1.307,86.27,-0.0014,Unknown,0.0,0,0
3.35183158,2.11,1298.0,6208.0,-0.08124,1.307,671.28,-0.16,Unknown,0.0,0,0
3.35184041,1.88,1294.0,6198.0,-0.08124,1.307,661.69,-0.16,Unknown,0.0,0,0
3.35184041,2.3,797.0,5749.0,0.19529,1.307,86.27,-0.0014,Unknown,0.0,0,0
4.768302272,2.3,797.0,5841.28,0.14599,1.307,86.27,0.008,Unknown,0.0,0,0
4.76831033,2.3,797.0,5841.28,0.14599,1.307,86.27,0.008,Unknown,0.0,0,0
4.76831033,1.78,1219.0,6237.0,-0.08124,1.307,522.81,-0.08,Unknown,0.0,0,0
4.7683049,1.79,1219.0,6237.0,-0.08124,1.307,522.81,-0.08,Unknown,0.0,0,0
4.7683049,1.79,1219.0,6237.0,-0.08124,1.307,522.81,-0.08,Unknown,0.0,0,0
4.7683049,1.814,797.0,5815.0,-0.08124,1.307,435.0,0.0,Unknown,0.0,0,0
4.76826326,2.3,797.0,5841.28,0.14599,1.307,86.27,0.008,Unknown,0.0,0,0
4.7683049,1.84,797.0,5981.0,-0.08124,1.307,86.27,0.06,Unknown,0.0,0,0
4.768313,1.73,1175.0,5986.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
4.7683049,1.79,1219.0,6237.0,-0.08124,1.307,522.81,-0.08,Unknown,0.0,0,0
10.3311664,1.845,797.0,5815.0,-0.08124,1.307,425.169,-0.0014,Unknown,0.0,0,0
44.61671591,2.3,797.0,6047.83,0.69266,1.307,86.27,-0.3277,Unknown,0.0,0,0
44.61710388,2.3,797.0,6047.83,0.69266,1.307,86.27,-0.3277,Unknown,0.0,0,0
44.6169557,2.17,693.0,6763.0,-0.08124,1.307,54.56,-0.32,Unknown,0.0,0,0
44.6169557,2.691,797.0,6333.0,-0.08124,1.307,64.4,-0.16,Unknown,0.0,0,0
44.6169557,2.17,693.0,6763.0,-0.08124,1.307,54.56,-0.32,Unknown,0.0,0,0
44.616751,2.3,797.0,6047.83,0.69266,1.307,86.27,-0.3277,Unknown,0.0,0,0
44.6169557,2.17,693.0,6763.0,-0.08124,1.307,54.56,-0.32,Unknown,0.0,0,0
44.61731,2.9,694.0,6774.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
44.616751,2.31,693.0,6763.0,-0.08124,1.307,54.56,-0.32,Unknown,0.0,0,0
10.3311664,2.953,797.0,6333.0,-0.08124,1.307,68.469,-0.0014,Unknown,0.0,0,0
44.6169557,2.36,797.0,6449.0,-0.08124,1.307,86.27,0.04,Unknown,0.0,0,0
3.40165617,1.34,1236.0,6177.0,-0.08124,1.307,552.42,-0.4,Unknown,0.0,0,0
3.401648,1.7,1295.0,6215.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
3.40165668,1.19,1236.0,6177.0,-0.08124,1.307,552.42,-0.4,Unknown,0.0,0,0
3.40165668,1.58,797.0,6133.0,-0.08124,1.307,86.27,0.04,Unknown,0.0,0,0
3.40165668,1.19,1236.0,6177.0,-0.08124,1.307,552.42,-0.4,Unknown,0.0,0,0
3.40165617,2.3,797.0,5679.72,-0.00806,1.307,86.27,-0.2,Unknown,0.0,0,0
3.40165668,1.19,1236.0,6177.0,-0.08124,1.307,552.42,-0.4,Unknown,0.0,0,0
3.401633006,2.3,797.0,5679.72,-0.00806,1.307,86.27,-0.2,Unknown,0.0,0,0
10.3311664,1.327,797.0,6186.0,-0.08124,1.307,545.575,-0.0014,Unknown,0.0,0,0
14.00947528,0.99,617.0,5153.0,-0.08124,1.307,34.32,-0.18,Unknown,0.0,0,0
14.00947528,0.99,617.0,5153.0,-0.08124,1.307,34.32,-0.18,Unknown,0.0,0,0
14.00935988,2.3,797.0,5170.78,-0.08124,1.307,86.27,-0.253,Unknown,0.0,0,0
14.00948631,2.3,797.0,5170.78,-0.08124,1.307,86.27,-0.253,Unknown,0.0,0,0
14.00947528,1.03,797.0,5193.0,-0.08124,1.307,86.27,-0.11,Unknown,0.0,0,0
14.00940946,2.3,797.0,5170.78,-0.08124,1.307,86.27,-0.253,Unknown,0.0,0,0
14.009463,0.94,600.0,5188.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
14.00948631,0.98,617.0,5153.0,-0.08124,1.307,34.32,-0.18,Unknown,0.0,0,0
14.00947528,0.99,617.0,5153.0,-0.08124,1.307,34.32,-0.18,Unknown,0.0,0,0
27.5722742,1.48,570.0,5977.0,-0.08124,1.307,24.89,-0.56,Unknown,0.0,0,0
27.5722742,1.48,570.0,5977.0,-0.08124,1.307,24.89,-0.56,Unknown,0.0,0,0
10.3311664,2.193,797.0,5911.0,-0.08124,1.307,49.665,-0.0014,Unknown,0.0,0,0
27.5722742,1.94,797.0,5911.0,-0.08124,1.307,86.27,-0.01,Unknown,0.0,0,0
27.57182011,2.3,797.0,5866.85,0.20429,1.307,86.27,-0.37,Unknown,0.0,0,0
27.5722144,2.3,797.0,5866.85,0.20429,1.307,86.27,-0.37,Unknown,0.0,0,0
27.5722742,1.48,570.0,5977.0,-0.08124,1.307,24.89,-0.56,Unknown,0.0,0,0
27.5724,1.63,611.0,6058.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
27.5722144,1.94,636.0,5912.0,-0.08124,1.307,38.62,0.16,Unknown,0.0,0,0
27.57173142,2.3,797.0,5866.85,0.20429,1.307,86.27,-0.37,Unknown,0.0,0,0
2.12821621,0.7,1668.0,5952.0,-0.08124,1.307,1831.55,0.18,Unknown,0.0,0,0
2.128224736,2.3,797.0,5835.47,0.34263,1.307,86.27,0.1376,Unknown,0.0,0,0
10.3311664,0.697,797.0,5970.0,-0.08124,1.307,1862.33,-0.0014,Unknown,0.0,0,0
2.12823928,0.69,1678.0,5998.0,-0.08124,1.307,1875.33,-0.2,Unknown,0.0,0,0
2.12823928,0.69,1678.0,5998.0,-0.08124,1.307,1875.33,-0.2,Unknown,0.0,0,0
2.12823928,0.7,797.0,6086.0,-0.08124,1.307,86.27,0.03,Unknown,0.0,0,0
2.12823928,0.69,1678.0,5998.0,-0.08124,1.307,1875.33,-0.2,Unknown,0.0,0,0
2.1282478,0.51,1462.0,5998.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
2.12821621,2.3,797.0,5835.47,0.34263,1.307,86.27,0.1376,Unknown,0.0,0,0
2.12823928,0.694,797.0,5970.0,-0.08124,1.307,1822.2,0.2,Unknown,0.0,0,0
6.00253766,2.3,797.0,5990.67,0.44809,1.307,86.27,-0.105,Unknown,0.0,0,0
6.002548291,2.3,797.0,5990.67,0.44809,1.307,86.27,-0.105,Unknown,0.0,0,0
6.002535939,1.72,1183.0,6388.0,-0.08124,1.307,462.88,0.02,Unknown,0.0,0,0
6.002551,1.73,1177.0,6337.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
6.002535939,1.72,1183.0,6388.0,-0.08124,1.307,462.88,0.02,Unknown,0.0,0,0
10.3311664,2.45,797.0,6014.0,-0.08124,1.307,496.678,-0.0014,Unknown,0.0,0,0
6.002535939,1.72,1183.0,6388.0,-0.08124,1.307,462.88,0.02,Unknown,0.0,0,0
6.002535939,2.014,797.0,6014.0,-0.08124,1.307,543.9,-0.07,Unknown,0.0,0,0
6.002548291,2.33,1209.0,6204.0,-0.08124,1.307,504.79,0.26,Unknown,0.0,0,0
6.002535939,1.91,797.0,6251.0,-0.08124,1.307,86.27,0.18,Unknown,0.0,0,0
6.00253,1.81,797.0,6090.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
11.4485946,1.07,954.0,6388.0,-0.08124,1.307,196.08,0.02,Unknown,0.0,0,0
11.4485946,1.247,797.0,6014.0,-0.08124,1.307,229.7,-0.07,Unknown,0.0,0,0
10.3311664,1.392,797.0,6014.0,-0.08124,1.307,209.967,-0.0014,Unknown,0.0,0,0
11.4485946,1.18,797.0,6251.0,-0.08124,1.307,86.27,0.18,Unknown,0.0,0,0
11.44865823,2.3,797.0,5990.67,0.44809,1.307,86.27,-0.105,Unknown,0.0,0,0
11.44865823,1.32,975.0,6204.0,-0.08124,1.307,213.39,0.26,Unknown,0.0,0,0
11.4485946,1.07,954.0,6388.0,-0.08124,1.307,196.08,0.02,Unknown,0.0,0,0
11.44883,1.16,952.0,6337.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
11.4485946,1.07,954.0,6388.0,-0.08124,1.307,196.08,0.02,Unknown,0.0,0,0
11.448708,1.16,797.0,6090.0,-0.08124,1.307,86.27,-0.0014,Unknown,0.0,0,0
11.4485422,2.3,797.0,5990.67,0.44809,1.307,86.27,-0.105,Unknown,0.0,0,0
