pl_orbper,pl_orbsmax,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_lum,pl_rade,pl_insol,temp_score,radius_score,insol_score,habitability_score,habitability_label
6.099615,0.02817,0.62,251.3,2559.0,0.117,0.0802,-3.28067,0.918,0.662,0.8725694444444445,0.918,0.662,0.8230277777777778,1
9.20669,0.0371,0.68,219.0,2559.0,0.117,0.0802,-3.28067,1.045,0.382,0.7604166666666666,0.9550000000000001,0.382,0.7052666666666667,1
12.35294,0.0451,1.34,198.6,2559.0,0.117,0.0802,-3.28067,1.127,0.258,0.6895833333333333,0.873,0.258,0.6151333333333333,1
7.1335164,0.0674,136.0305582,682.0,4686.0,0.758,0.789,-0.57512,10.09929161,58.5,0.0,0.0,0.0,0.0,0
1.01153624,0.01833,6.26,1329.0,4686.0,0.758,0.789,-0.57512,1.841,791.0,0.0,0.15900000000000003,0.0,0.047700000000000006,0
5.4060425,0.0673,791.3967,1557.0,6400.0,1.712,1.39,0.64738,12.811887,990.0,0.0,0.0,0.0,0.0,0
1.6096884,0.0266,594.3421,1638.0,5500.0,1.015,0.97,-0.07572,13.473218,1200.0,0.0,0.0,0.0,0.0,0
2.34478022,0.0337,508.528,1422.0,5600.0,0.938,0.93,-0.11351,12.285064,680.0,0.0,0.0,0.0,0.0,0
1.3866529,0.02508,1102.8701,1842.0,5767.0,1.099,1.092,0.08279,14.403565,1920.0,0.0,0.0,0.0,0.0,0
4.2337005,0.05503,104.88337431,1528.0,6399.0,1.347,1.24,0.43616,16.10730527,901.9,0.0,0.0,0.0,0.0,0
3.3448412,0.0545,448.1403,2402.0,8640.0,1.801,1.93,1.21484,21.74546,5550.0,0.0,0.0,0.0,0.0,0
0.94145223,0.02024,3241.8497514,2429.0,6432.0,1.319,1.294,0.42813,13.89913607,5805.0,0.0,0.0,0.0,0.0,0
0.78883852,0.01652,366.77398168,2113.0,5616.0,1.006,0.965,-0.04335,15.86070769,3320.0,0.0,0.0,0.0,0.0,0
6.2463345,0.0676,44.17814857,1254.0,6078.0,1.239,1.059,0.27416,16.40994774,413.0,0.0,0.0,0.0,0.0,0
6.2463475,0.0668,35.59678158,1250.0,6080.0,1.213,1.018,0.26007,14.78464554,402.0,0.0,0.0,0.0,0.0,0
2.152175,0.03144,295.89973,1311.0,5180.0,0.866,0.895,-0.31336,12.116929,492.0,0.0,0.0,0.0,0.0,0
2.423804,0.03453,276.5121,1337.0,5420.0,0.906,0.935,-0.19777,12.3299,533.0,0.0,0.0,0.0,0.0,0
3.126089,0.03963,306.38812,1153.0,5150.0,0.855,0.85,-0.33555,10.603714,294.0,0.0,0.0,0.0,0.0,0
1.80988158,0.03304,289.22385037,2231.0,6366.0,1.744,1.467,0.65418,20.68056939,4130.0,0.0,0.0,0.0,0.0,0
1.36002854,0.02335,529.81995447,1715.0,5617.0,0.91,0.903,-0.12901,13.78704626,1440.0,0.0,0.0,0.0,0.0,0
0.5734745,0.01,2.53,996.0,3542.0,0.406,0.405,-1.62986,1.24,233.9,0.0,0.76,0.0,0.22799999999999998,0
6.2679,0.06839,4.82,1169.8,6037.0,1.1,1.094,0.15957,2.042,309.0,0.0,0.0,0.0,0.0,0
