pl_orbper,pl_orbsmax,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_lum,pl_rade,pl_insol,temp_score,radius_score,insol_score,habitability_score,habitability_label
2.22816,0.033,8.9,1538.0,5635.0,1.05,0.97,-0.4437,2.46,928.0,0.0,0.0,0.0,0.0,0
2.4919863,0.0287,6.28,703.0,3476.0,0.508,0.512,-1.46852,2.415,40.6,0.0,0.0,0.0,0.0,0
24.245586,0.1288,15.4,329.6,3553.0,0.476,0.485,-1.48678,3.65,1.93,0.8555555555555555,0.0,0.07000000000000006,0.3632222222222222,0
3.444717,0.03826,5.9,775.0,3997.0,0.619,0.63,-1.05404,1.694,60.3,0.0,0.30600000000000005,0.0,0.0918,0
3.444729,0.03845,6.91,754.0,3872.0,0.63,0.64,-1.09691,1.738,53.6,0.0,0.262,0.0,0.0786,0
0.764597,0.0139,3.76,1133.0,4089.0,0.58,0.59,-1.08249,1.21,442.0,0.0,0.79,0.0,0.237,0
3.294736,0.037,8.32,695.0,4089.0,0.58,0.59,-1.08249,2.11,63.0,0.0,0.0,0.0,0.0,0
4.65382,0.05186,9.5,1037.0,5320.0,0.848,0.859,-0.28483,2.726,185.0,0.0,0.0,0.0,0.0,0
9.15059,0.0814,6.63,827.8,5320.0,0.848,0.859,-0.28483,2.759,77.59,0.0,0.0,0.0,0.0,0
19.98,0.137,13.6,638.1,5320.0,0.848,0.859,-0.28483,2.93,26.7,0.0,0.0,0.0,0.0,0
3.127463,0.0367,8.56,871.0,4227.0,0.672,0.679,-0.88941,2.41,95.58,0.0,0.0,0.0,0.0,0
3.12748,0.0366,8.6,860.0,4227.0,0.65,0.66,-0.85699,2.34,91.0,0.0,0.0,0.0,0.0,0
7.493134,0.0657,13.2,651.0,4227.0,0.672,0.679,-0.88941,2.76,29.81,0.0,0.0,0.0,0.0,0
7.49325,0.0656,11.8,643.0,4227.0,0.65,0.66,-0.85699,2.82,28.4,0.0,0.0,0.0,0.0,0
16.608164,0.1116,11.84,499.0,4227.0,0.672,0.679,-0.88941,3.12,10.32,0.26736111111111116,0.0,0.0,0.10694444444444447,0
10.894841,0.0728,4.23,425.0,3618.0,0.436,0.431,-1.5376,2.62,5.5,0.5243055555555556,0.0,0.0,0.20972222222222225,0
10.894879,0.0745,15.9,410.0,3573.0,0.4232,0.437,-1.58021,2.458,4.72,0.5763888888888888,0.0,0.0,0.23055555555555554,0
18.80152,0.1037,6.4,347.1,3573.0,0.4232,0.437,-1.58021,1.673,2.42,0.7947916666666666,0.32699999999999996,0.0,0.4160166666666666,0
18.801611,0.1047,2.88,354.0,3618.0,0.436,0.431,-1.5376,2.13,2.7,0.7708333333333334,0.0,0.0,0.30833333333333335,0
3.1968838,0.047,451.31633794,2360.0,6280.0,1.7,1.38,0.58659,15.69257298,1800.0,0.0,0.0,0.0,0.0,0
2.1097019,0.026,22.4,1395.0,5397.0,0.9,0.97,-0.22185,3.42,860.0,0.0,0.0,0.0,0.0,0
25.83839,0.1732,47.03860424,676.4,5793.0,1.015,1.038,0.01662,6.05284958,34.68,0.0,0.0,0.0,0.0,0
6.9561063,0.071,25.1,957.0,5510.0,0.923,0.987,-0.15181,11.89,139.0,0.0,0.0,0.0,0.0,0
2.650237,0.046,991.62462984,2370.0,7690.0,1.92,1.9,1.06819,16.70138124,5300.0,0.0,0.0,0.0,0.0,0
5.13967,0.0553,9.4,971.0,5230.0,0.82,0.876,-0.34679,3.04,145.0,0.0,0.0,0.0,0.0,0
9.428089,0.083,10.6,794.0,5230.0,0.82,0.876,-0.34679,2.75,65.0,0.0,0.0,0.0,0.0,0
8.112245,0.0567,19.5,426.0,3412.0,0.38,0.372,-1.75498,2.749,5.45,0.5208333333333333,0.0,0.0,0.20833333333333331,0
11.06201,0.061,4.82,326.0,3185.0,0.275,0.249,-2.1549,1.672,1.8,0.8680555555555556,0.32800000000000007,0.19999999999999996,0.5056222222222222,1
1.8805201,0.02107,3.04,683.5,3376.0,0.3714,0.3527,-1.7921,1.401,36.4,0.0,0.599,0.0,0.1797,0
15.532477,0.08608,4.1,338.1,3376.0,0.3714,0.3527,-1.7921,2.126,2.13,0.8260416666666666,0.0,0.0,0.33041666666666664,0
2.527093,0.0285,7.32,734.0,3709.0,0.469,0.471,-1.42481,2.18,46.3,0.0,0.0,0.0,0.0,0
18.08816,0.106,7.24,373.0,3709.0,0.469,0.471,-1.42481,2.47,3.35,0.7048611111111112,0.0,0.0,0.2819444444444445,0
2.0845435,0.03138,375.0394,1588.0,5404.0,1.167,0.948,0.01995,14.414774,1062.0,0.0,0.0,0.0,0.0,0
0.989343,0.01545,4.91,924.0,3550.0,0.45,0.502,-1.5391,1.79,121.0,0.0,0.20999999999999996,0.0,0.06299999999999999,0
0.66913924,0.01138,3.03,1062.0,3575.0,0.4555,0.454,-1.51542,1.468,236.0,0.0,0.532,0.0,0.1596,0
2.2554477,0.03524,251.40353,1715.0,5880.0,1.288,1.147,0.25261,12.172974,1443.0,0.0,0.0,0.0,0.0,0
3.1342791,0.033548,6.36,698.0,3690.0,0.515,0.513,-1.3536,1.9,39.0,0.0,0.10000000000000009,0.0,0.030000000000000027,0
2.50031,0.0235,56.6,533.0,3168.0,0.287,0.27,-2.12494,3.24,13.5,0.14930555555555558,0.0,0.0,0.05972222222222223,0
24.283382,0.164,18.4,730.0,5730.0,0.95,0.99,-0.04818,5.15,33.0,0.0,0.0,0.0,0.0,0
9.47725,0.0914,1722.6386,1198.0,5645.0,1.777,1.128,0.4609,10.816685,299.0,0.0,0.0,0.0,0.0,0
3.49151,0.0391,26.78,767.0,3980.0,0.6243,0.646,-1.05552,5.05,57.78,0.0,0.0,0.0,0.0,0
18.85019,0.1177,10.8,443.0,4065.0,0.597,0.606,-1.05715,3.14,6.39,0.4618055555555556,0.0,0.0,0.18472222222222223,0
3.208664,0.04882,222.4798849,1927.0,5991.0,2.168,1.507,0.7364,16.14093221,2300.0,0.0,0.0,0.0,0.0,0
6.293287,0.06,10.32,747.0,4687.0,0.715,0.756,-0.65365,2.99,58.0,0.0,0.0,0.0,0.0,0
12.885779,0.097,8.0,588.0,4687.0,0.715,0.756,-0.65365,4.29,22.0,0.0,0.0,0.0,0.0,0
4.532,0.0539,46.1687,895.1,4994.0,0.745,0.822,-0.52578,6.9559,102.43,0.0,0.0,0.0,0.0,0
0.94667944,0.01932,638.83509807,2097.0,5814.0,1.08,1.072,0.0799,13.97759893,3230.0,0.0,0.0,0.0,0.0,0
3.09833,0.04271,11.0,1488.0,5611.0,1.134,1.082,0.05956,2.7,628.0,0.0,0.0,0.0,0.0,0
9.127055,0.0878,81.7,1038.0,5611.0,1.134,1.082,0.05956,8.14,149.0,0.0,0.0,0.0,0.0,0
141.834025,0.5516,408.7273314,400.2,5929.0,1.079,1.112,0.11361,11.81426566,4.09,0.6104166666666667,0.0,0.0,0.2441666666666667,0
3.348237,0.029322,9.2,530.9,3297.0,0.3273,0.3041,-1.49214,3.309,13.185,0.15659722222222228,0.0,0.0,0.06263888888888891,0
3.348968,0.0301,16.4,512.0,3194.0,0.333,0.342,-1.97881,3.39,11.47,0.2222222222222222,0.0,0.0,0.08888888888888889,0
5.71548654,0.066,254.2627256,1358.0,6490.0,1.241,1.174,0.39094,14.20177855,567.0,0.0,0.0,0.0,0.0,0
17.66484,0.101,4.1,347.0,3759.0,0.44,0.44,-1.45892,1.25,3.43,0.7951388888888888,0.75,0.0,0.5430555555555555,1
28.17232,0.137,7.4,297.0,3759.0,0.44,0.44,-1.45892,1.33,1.84,0.96875,0.6699999999999999,0.15999999999999992,0.6365,1
5.7998164,0.0377,6.8,384.0,3131.0,0.245,0.211,-2.28651,2.122,3.61,0.6666666666666667,0.0,0.0,0.2666666666666667,0
9.2292005,0.078,9.13,666.0,4580.0,0.709,0.744,-0.7167,2.69,32.0,0.0,0.0,0.0,0.0,0
95.5,0.371,41.89,306.0,4580.0,0.709,0.744,-0.7167,7.27,1.4,0.9375,0.0,0.6000000000000001,0.555,1
7.851925,0.0533,4.7,378.0,3373.0,0.344,0.3272,-1.86328,2.2,4.82,0.6875,0.0,0.0,0.275,0
7.85191,0.054,15.0,403.0,3366.0,0.335,0.34,-1.88606,2.09,4.4,0.6006944444444444,0.0,0.0,0.24027777777777778,0
7.851928,0.057,6.37,395.0,3342.0,0.34,0.34,-1.88606,2.19,4.0,0.6284722222222222,0.0,0.0,0.2513888888888889,0
8.2148282,0.0896,329.58805806,1364.0,6270.0,1.82,1.42,0.66558,12.50922246,577.0,0.0,0.0,0.0,0.0,0
260.79,0.828,875.61726129,348.0,5695.0,1.636,1.111,0.40552,11.32107051,2.71,0.7916666666666666,0.0,0.0,0.31666666666666665,0
2.1225735,0.03319,298.75870258,1763.0,5966.0,1.248,1.082,0.25018,19.83989584,1600.0,0.0,0.0,0.0,0.0,0
1.1947268,0.02234,26.0,1860.0,5634.0,1.043,1.032,-0.00436,3.51,2000.0,0.0,0.0,0.0,0.0,0
8.001968,0.0854,203.41018048,1259.0,6101.0,1.564,1.296,0.4843,11.1529358,406.0,0.0,0.0,0.0,0.0,0
3.5315902,0.05009,502.16888306,1688.0,6248.0,1.573,1.343,0.53275,14.36991326,1356.0,0.0,0.0,0.0,0.0,0
27.26955,0.1363,19.5,284.0,3491.0,0.464,0.454,-1.54212,1.74,1.54,0.9861111111111112,0.26,0.45999999999999996,0.6104444444444445,1
11.30717,0.0924,2.31,603.1,4664.0,0.662,0.703,-0.74232,0.994,22.04,0.0,0.994,0.0,0.29819999999999997,0
20.225528,0.1362,18.1,496.8,4664.0,0.662,0.703,-0.74232,1.874,10.15,0.2749999999999999,0.1259999999999999,0.0,0.14779999999999993,0
1.0528573,0.01705,3.49,1478.0,4687.0,0.729,0.727,-0.63639,1.504,791.0,0.0,0.496,0.0,0.1488,0
21.064302,0.1257,7.27,544.0,4687.0,0.729,0.727,-0.63639,2.451,14.57,0.11111111111111116,0.0,0.0,0.04444444444444447,0
3.3312029,0.0473,394.10722468,1689.0,6480.0,1.38,1.271,0.48144,16.11851425,1360.0,0.0,0.0,0.0,0.0,0
4.0197517,0.04871,71.51139158,1091.0,5306.0,0.886,0.954,-0.25181,8.60849718,237.0,0.0,0.0,0.0,0.0,0
1.2730991,0.02118,3.4,1311.0,5059.0,0.733,0.79,-0.47083,1.402,728.0,0.0,0.5980000000000001,0.0,0.17940000000000003,0
8.465651,0.0749,6.7,696.0,5059.0,0.733,0.79,-0.47083,2.18,58.3,0.0,0.0,0.0,0.0,0
4.6612061,0.059,235.19302118,1426.0,6033.0,1.417,1.26,0.37967,12.25141591,689.0,0.0,0.0,0.0,0.0,0
3.0766891,0.02267,15.6,449.0,3100.0,0.204,0.166,-2.46218,2.86,6.69,0.4409722222222222,0.0,0.0,0.1763888888888889,0
4.3474032,0.0543,105.83685953,1534.0,5607.0,1.75,1.131,0.436,10.36830715,923.6,0.0,0.0,0.0,0.0,0
7.397225,0.0559,2.68,458.0,3433.0,0.426,0.428,-1.64264,1.52,7.3,0.4097222222222222,0.48,0.0,0.3078888888888889,0
5.983944,0.0672,63.88350981,1352.0,5611.0,1.686,1.13,0.40483,10.92875618,558.0,0.0,0.0,0.0,0.0,0
18.38818,0.1528,43.86032017,1027.0,6095.0,1.867,1.407,0.63649,7.16253867,186.0,0.0,0.0,0.0,0.0,0
2.9887615,0.04145,260.61929374,1431.0,5771.0,1.095,1.063,0.07882,13.64132951,699.0,0.0,0.0,0.0,0.0,0
3.39775,0.048,200.23189641,2410.0,6120.0,1.81,1.33,0.61595,17.37392009,1730.0,0.0,0.0,0.0,0.0,0
4.5207265,0.0571,79.45710175,1456.0,5936.0,1.477,1.215,0.38828,14.4595851,750.9,0.0,0.0,0.0,0.0,0
5.45664,0.0635,69.28659273,1445.0,5760.0,1.726,1.15,0.47129,12.07207221,728.0,0.0,0.0,0.0,0.0,0
4.880974,0.0607,122.6817651,1387.0,6100.0,1.336,1.16,0.34044,18.10250383,602.0,0.0,0.0,0.0,0.0,0
4.8084983,0.0569,139.84449908,1205.0,5764.0,1.069,1.063,0.05538,17.26183028,352.0,0.0,0.0,0.0,0.0,0
1.96229325,0.03185,309.88269682,1893.0,6280.0,1.245,1.118,0.33646,18.11371281,2150.0,0.0,0.0,0.0,0.0,0
4.039709,0.0493,225.65816897,1376.0,5721.0,1.229,0.977,0.16435,15.27784069,598.0,0.0,0.0,0.0,0.0,0
17.61745,0.123,6.54,661.0,5213.0,0.85,0.8,-0.33724,2.34,30.4,0.0,0.0,0.0,0.0,0
3.5514058,0.0475,117.59651059,1471.0,5910.0,1.265,1.135,0.24551,12.84549188,781.8,0.0,0.0,0.0,0.0,0
6.2996431,0.0654,54.03082919,929.0,5271.0,0.873,0.939,-0.27654,9.6397234,124.2,0.0,0.0,0.0,0.0,0
1.60200105,0.02871,444.9597698,1978.0,6240.0,1.241,1.229,0.32222,18.6405349,2560.0,0.0,0.0,0.0,0.0,0
1.8237146,0.0261,368.68095212,1186.0,4738.0,0.7,0.71,-0.58503,12.32987877,382.0,0.0,0.0,0.0,0.0,0
2.3505614,0.03386,533.95172376,1544.0,5691.0,1.073,0.936,0.03703,13.15934334,947.8,0.0,0.0,0.0,0.0,0
3.2783662,0.04489,96.61983573,1622.0,5906.0,1.458,1.122,0.36773,9.292245,1156.0,0.0,0.0,0.0,0.0,0
3.122832,0.0384,953.485221,1001.0,4672.0,0.76,0.77,-0.73755,12.55405838,124.0,0.0,0.0,0.0,0.0,0
3.007812,0.0434,1058.36859531,1726.0,6000.0,1.545,1.21,0.4456,13.75341932,1484.0,0.0,0.0,0.0,0.0,0
3.9014971,0.0505,197.05361234,1596.0,5760.0,1.668,1.12,0.44404,16.43236571,1084.0,0.0,0.0,0.0,0.0,0
3.7065585,0.04756,327.36325921,1292.0,5890.0,0.985,1.044,0.02119,13.65253849,464.0,0.0,0.0,0.0,0.0,0
3.971281,0.0505,378.21580433,1539.0,6190.0,1.346,1.088,0.3784,13.7646283,933.0,0.0,0.0,0.0,0.0,0
0.8831331,0.01714,30.3,1722.0,5068.0,0.849,0.861,-0.36653,3.82,1466.0,0.0,0.0,0.0,0.0,0
2.0180231,0.03144,721.47048389,1488.0,5609.0,0.952,1.016,-0.09313,12.97999965,818.5,0.0,0.0,0.0,0.0,0
5.8768918,0.0675,530.77343969,1264.0,5706.0,1.419,1.186,0.28556,12.22899794,425.0,0.0,0.0,0.0,0.0,0
3.6515568,0.0515,397.28550875,1693.0,6370.0,1.56,1.363,0.55871,13.7646283,1370.0,0.0,0.0,0.0,0.0,0
3.8795105,0.0502,193.87532827,1451.0,6020.0,1.256,1.121,0.26951,14.67255574,740.0,0.0,0.0,0.0,0.0,0
2.21778105,0.03138,99.16246298,1190.0,4930.0,0.788,0.837,-0.4828,10.5700688,334.0,0.0,0.0,0.0,0.0,0
2.30458952,0.03559,435.42491759,1984.0,6450.0,1.448,1.131,0.51455,15.9727975,2590.0,0.0,0.0,0.0,0.0,0
3.119999,0.04289,375.03752026,1498.0,5810.0,1.228,1.081,0.19005,23.53885947,841.3,0.0,0.0,0.0,0.0,0
3.8212867,0.0481,565.73456446,1170.0,5550.0,0.918,1.015,-0.14146,11.02963701,308.0,0.0,0.0,0.0,0.0,0
3.9365578,0.04194,77.2323029,711.0,3865.0,0.6103,0.635,-1.12494,8.29464572,43.0,0.0,0.0,0.0,0.0,0
3.3462406,0.048,69.28659273,1657.0,5703.0,1.735,1.32,0.45788,12.80065596,1258.0,0.0,0.0,0.0,0.0,0
3.246075,0.0456,311.47183886,1534.0,5950.0,1.302,1.199,0.2833,13.08088048,924.3,0.0,0.0,0.0,0.0,0
9.088516,0.0813,324.18497514,801.0,5321.0,0.791,0.867,-0.3439,12.59889431,68.6,0.0,0.0,0.0,0.0,0
2.15484802,0.0263,218.98377242,764.0,3652.0,0.4958,0.522,-1.40671,11.14172682,57.0,0.0,0.0,0.0,0.0,0
3.438753,0.03845,85.3,759.0,3913.0,0.62,0.64,-1.06048,12.0,55.4,0.0,0.0,0.0,0.0,0
4.6747373,0.043,14.95,582.0,3576.0,0.5,0.52,-1.43533,5.14,19.1,0.0,0.0,0.0,0.0,0
2.8989727,0.0421,330.54154328,1646.0,5772.0,1.468,1.181,0.33244,18.49481816,1230.0,0.0,0.0,0.0,0.0,0
3.2443141,0.04611,352.78953177,1633.0,5859.0,1.538,1.242,0.39967,13.13692538,1186.0,0.0,0.0,0.0,0.0,0
2.04360352,0.0325,171.62733978,1544.0,5622.0,1.055,1.096,0.00087,13.59649359,949.0,0.0,0.0,0.0,0.0,0
4.123596,0.0529,99.7981198,1445.0,5731.0,1.445,1.16,0.3075,11.67975789,729.0,0.0,0.0,0.0,0.0,0
4.5445697,0.0354,16.5,463.0,3269.0,0.3043,0.2813,-2.03152,6.0,7.42,0.39236111111111116,0.0,0.0,0.15694444444444447,0
3.4936264,0.0463,129.03833324,1512.0,5725.0,1.392,1.088,0.27323,14.28024141,872.2,0.0,0.0,0.0,0.0,0
6.607662,0.0743,55.61997123,1295.0,5975.0,1.501,1.254,0.41296,12.27383387,469.0,0.0,0.0,0.0,0.0,0
3.6089254,0.0494,187.51876013,1621.0,5840.0,1.626,1.24,0.44248,14.4595851,1153.0,0.0,0.0,0.0,0.0,0
3.307441,0.0322,2.08,584.0,3392.0,0.41,0.408,-1.71444,1.32,19.0,0.0,0.6799999999999999,0.0,0.204,0
13.175682,0.0809,6.57,368.0,3392.0,0.41,0.408,-1.71444,2.08,3.0,0.7222222222222222,0.0,0.0,0.2888888888888889,0
3.1774835,0.04469,232.01473711,1458.0,6060.0,1.112,1.178,0.17609,13.04725353,753.9,0.0,0.0,0.0,0.0,0
56.39879,0.3081,731.0053361,605.1,6096.0,1.293,1.23,0.31639,12.28504285,22.3,0.0,0.0,0.0,0.0,0
3.8016122,0.05222,457.67290608,1570.0,6202.0,1.438,1.313,0.43933,13.57407563,1013.0,0.0,0.0,0.0,0.0,0
4.0664428,0.04823,136.66621501,1074.0,5281.0,0.859,0.905,-0.28735,13.30506009,223.0,0.0,0.0,0.0,0.0,0
3.5819134,0.03924,816.81900599,750.0,3926.0,0.616,0.626,-1.09205,12.66614819,53.0,0.0,0.0,0.0,0.0,0
3.5819194,0.04,788.21444936,725.0,3794.0,0.63,0.61,-1.11919,13.67495645,45.2,0.0,0.0,0.0,0.0,0
3.5819232,0.03944,825.0,739.0,3920.0,0.62,0.63,-1.09151,12.69,49.6,0.0,0.0,0.0,0.0,0
3.4913885,0.05018,165.27077164,1642.0,6370.0,1.434,1.382,0.48287,10.68215861,1210.0,0.0,0.0,0.0,0.0,0
7.44628,0.0534,5.4,435.0,3422.0,0.372,0.368,-1.76802,2.52,6.0,0.48958333333333337,0.0,0.0,0.19583333333333336,0
2.8807198,0.04036,252.35575516,1395.0,5640.0,1.062,1.056,0.01115,13.26022417,633.0,0.0,0.0,0.0,0.0,0
3.9540709,0.05448,397.28550875,1639.0,6206.0,1.634,1.378,0.55267,14.60530185,1203.0,0.0,0.0,0.0,0.0,0
7.24599,0.0888,4096.80816623,1677.0,6264.0,2.738,1.765,1.01703,11.67975789,1192.0,0.0,0.0,0.0,0.0,0
6.235633,0.074,61.65871096,1468.0,6070.0,1.857,1.391,0.62428,10.9175472,775.0,0.0,0.0,0.0,0.0,0
4.28088,0.0555,734.18362017,1472.0,6058.0,1.409,1.242,0.38021,12.44196858,783.2,0.0,0.0,0.0,0.0,0
3.5658116,0.0492,308.29355479,1673.0,6390.0,1.451,1.25,0.49969,14.35870428,1310.0,0.0,0.0,0.0,0.0,0
7.479182,0.0726,572.0911326,919.0,5380.0,0.912,0.912,-0.20135,12.34108775,115.0,0.0,0.0,0.0,0.0,0
21.491984,0.1515,88.99195396,717.6,5640.0,1.055,1.005,0.0086,8.54124329,40.0,0.0,0.0,0.0,0.0,0
3.8922295,0.0522,330.54154328,1585.0,6060.0,1.53,1.25,0.45788,13.34989601,1053.0,0.0,0.0,0.0,0.0,0
1.26523248,0.01648,166.85991368,754.0,3354.0,0.3578,0.372,-1.83565,11.87031056,54.0,0.0,0.0,0.0,0.0,0
1.630757,0.0199,343.0,737.0,3430.0,0.394,0.392,-1.7122,11.6,49.0,0.0,0.0,0.0,0.0,0
1.54285047,0.0195,5.3,794.0,3544.0,0.421,0.42,-1.5986,1.98,66.0,0.0,0.020000000000000018,0.0,0.006000000000000005,0
4.5661061,0.0557,81.99972901,1286.0,5723.0,1.209,1.105,0.15229,10.72699453,456.0,0.0,0.0,0.0,0.0,0
4.291452,0.0469,657.0,783.0,4230.0,0.708,0.739,-0.82391,9.86,62.0,0.0,0.0,0.0,0.0,0
2.262196,0.0295,190.6970442,1043.0,4610.0,0.65,0.67,-0.76195,9.86390302,198.0,0.0,0.0,0.0,0.0,0
2.3266508,0.0296,61.5,867.0,3927.0,0.612,0.639,-1.09528,5.82,94.1,0.0,0.0,0.0,0.0,0
5.4233207,0.0604,184.02264765,1350.0,5692.0,1.462,0.998,0.3075,16.6117094,554.0,0.0,0.0,0.0,0.0,0
4.9394392,0.0628,270.15414595,1566.0,5990.0,1.842,1.35,0.5955,15.07607904,1004.0,0.0,0.0,0.0,0.0,0
3.792622,0.04041,130.94530368,689.0,3747.0,0.588,0.612,-1.21254,10.60369574,38.0,0.0,0.0,0.0,0.0,0
3.792622,0.04,135.0,679.0,3770.0,0.563,0.59,-1.24413,9.7,35.0,0.0,0.0,0.0,0.0,0
3.62156552,0.04856,155.10026262,1488.0,6094.0,1.245,1.165,0.28488,14.70618268,817.0,0.0,0.0,0.0,0.0,0
75.12375,0.332,419.53349724,441.0,5700.0,1.058,0.89,1.057,11.30986153,9.6,0.46875,0.0,0.0,0.1875,0
8.79758977,0.0712,112.0,528.0,3790.0,0.594,0.619,-1.15927,9.75,12.92,0.16666666666666663,0.0,0.0,0.06666666666666665,0
2.6085846,0.03935,285.72773789,1789.0,6237.0,1.393,1.194,0.4216,17.14974047,1712.0,0.0,0.0,0.0,0.0,0
0.4465688,0.0106,2.0,2310.0,5372.0,0.843,0.806,-0.27327,1.425,4745.0,0.0,0.575,0.0,0.1725,0
10.778831,0.0884,5.39,800.0,5372.0,0.843,0.806,-0.27327,2.91,68.2,0.0,0.0,0.0,0.0,0
25.7124,0.158,13.2,598.0,5372.0,0.843,0.806,-0.27327,2.82,21.4,0.0,0.0,0.0,0.0,0
77.03,0.328,12.6,415.0,5372.0,0.843,0.806,-0.27327,2.55,4.96,0.5590277777777778,0.0,0.0,0.22361111111111112,0
2.002849,0.0272,624.0,939.0,3996.0,0.646,0.666,-0.99268,10.78,137.0,0.0,0.0,0.0,0.0,0
2.2035373,0.0272,588.0,837.0,3896.0,0.54,0.556,-1.24489,10.42,77.0,0.0,0.0,0.0,0.0,0
1.651144,0.02734,464.98529,1714.0,5640.0,1.088,0.998,0.03262,11.43318,1423.0,0.0,0.0,0.0,0.0,0
2.94815527,0.03379,124.0,742.0,3713.0,0.57,0.6,-1.22841,10.3,50.3,0.0,0.0,0.0,0.0,0
1.4344555,0.018288,4.3,708.0,3325.0,0.383,0.383,-1.79183,1.09,41.7,0.0,0.9099999999999999,0.0,0.27299999999999996,0
0.8574347,0.010777,4.0,707.0,3075.0,0.242,0.23,-2.32873,1.03,41.5,0.0,0.97,0.0,0.291,0
4.023687,0.055,371.85923619,1890.0,6110.0,1.51,1.31,0.4609,13.67495645,940.0,0.0,0.0,0.0,0.0,0
2.576184,0.02949,254.0,714.0,3635.0,0.489,0.514,-1.4034,11.92,43.0,0.0,0.0,0.0,0.0,0
5.8267311,0.069,78.5,1439.0,6110.0,1.648,1.291,0.53275,6.41,716.0,0.0,0.0,0.0,0.0,0
26.04945,0.1651,28.9,605.6,5445.0,0.879,0.885,-0.21254,4.55,22.4,0.0,0.0,0.0,0.0,0
7.501428,0.0763,12.5,1360.0,6047.0,1.662,1.107,0.52244,2.64,570.0,0.0,0.0,0.0,0.0,0
12.563636,0.1079,9.3,1143.0,6047.0,1.662,1.107,0.52244,2.82,285.0,0.0,0.0,0.0,0.0,0
2.392679,0.036,333.71982735,1750.0,6110.0,1.51,1.31,0.4609,14.3474953,1150.0,0.0,0.0,0.0,0.0,0
4.6615983,0.0678,138.25535705,1666.0,6850.0,1.732,1.449,0.7679,18.97680433,1286.0,0.0,0.0,0.0,0.0,0
6.402513,0.0708,96.30200732,1388.0,6400.0,1.415,1.313,0.47407,9.2362001,602.0,0.0,0.0,0.0,0.0,0
9.485236,0.0761,2493.0,541.0,3977.0,0.609,0.644,-1.08672,11.59,14.28,0.12152777777777779,0.0,0.0,0.04861111111111112,0
6.8500246,0.05763,3179.0,495.0,3539.0,0.49,0.531,-1.43168,10.89,9.97,0.28125,0.0,0.0,0.1125,0
1.79058695,0.02292,331.0,745.0,3444.0,0.457,0.458,-1.48678,11.29,51.3,0.0,0.0,0.0,0.0,0
1.527561,0.01944,8.71,794.0,3521.0,0.43,0.419,-1.60906,2.378,65.0,0.0,0.0,0.0,0.0,0
5.056973,0.0633,61.0,1493.0,5940.0,1.721,1.323,0.52244,5.09,817.0,0.0,0.0,0.0,0.0,0
1.977143,0.025,23.6,635.0,3514.0,0.42,0.42,-1.61439,5.25,38.4,0.0,0.0,0.0,0.0,0
3.37077196,0.02604,53.39517238,417.9,3007.0,0.2276,0.207,-2.42597,9.5836785,5.54,0.5489583333333334,0.0,0.0,0.21958333333333338,0
2.65206166,0.02603,224.0,593.0,3363.0,0.351,0.344,-1.91542,13.2,20.6,0.0,0.0,0.0,0.0,0
4.884765,0.0618,5.72,1055.8,5585.0,0.949,0.956,-0.08619,1.992,207.1,0.0,0.008000000000000007,0.0,0.002400000000000002,0
1.2392495,0.018,9.83,934.0,3657.0,0.505,0.505,-1.38722,2.81,127.0,0.0,0.0,0.0,0.0,0
2.3260155,0.0208,2.47,543.0,3370.0,0.232,0.22,-2.20343,1.36,14.0,0.11458333333333337,0.6399999999999999,0.0,0.23783333333333334,0
8.24661,0.0652,4.0,514.0,3709.0,0.538,0.544,-1.3098,1.85,11.5,0.2152777777777778,0.1499999999999999,0.0,0.1311111111111111,0
15.6653,0.1,5.3,415.0,3709.0,0.538,0.544,-1.3098,2.02,4.9,0.5590277777777778,0.0,0.0,0.22361111111111112,0
8.0240015,0.0578,19.1,435.0,3370.0,0.413,0.397,-1.70246,2.734,5.91,0.48958333333333337,0.0,0.0,0.19583333333333336,0
1.392978,0.02177,18.467,1253.0,4600.0,0.695,0.71,-0.70997,2.926,412.0,0.0,0.0,0.0,0.0,0
8.3249113,0.0888,120.45696625,995.3,5995.0,1.052,1.142,0.1271,9.16894621,164.0,0.0,0.0,0.0,0.0,0
3.2797178,0.04435,349.6112477,1529.0,5842.0,1.308,1.081,0.25285,14.06727078,908.9,0.0,0.0,0.0,0.0,0
3.739494,0.04666,211.99261,1192.0,5570.0,0.918,0.968,-0.13668,13.125739,337.0,0.0,0.0,0.0,0.0,0
4.6780691,0.041,5.1,551.0,3572.0,0.419,0.418,-1.59007,1.93,15.0,0.08680555555555558,0.07000000000000006,0.0,0.05572222222222225,0
3.6849729,0.04963,55.30242,1526.0,5710.0,1.892,1.201,0.53529,9.550068,1393.0,0.0,0.0,0.0,0.0,0
1.51087081,0.01111,0.85,400.1,2559.0,0.117,0.0802,-3.28067,1.086,4.25,0.6107638888888889,0.9139999999999999,0.0,0.5185055555555556,1
2.4218233,0.01521,1.38,341.9,2559.0,0.117,0.0802,-3.28067,1.056,2.27,0.8128472222222223,0.944,0.0,0.6083388888888889,1
4.049219,0.0223,0.388,286.0,2566.0,0.1192,0.0898,-3.25727,0.804,1.119,0.9930555555555556,0.804,0.881,0.9027222222222222,1
4.04961,0.02144,0.41,288.0,2559.0,0.117,0.0802,-3.28067,0.772,1.143,1.0,0.772,0.857,0.8887,1
