pl_rade,pl_eqt,pl_orbper,stellar_compatibility
2.3,797.0,11.6044881,-5498.39
2.3,797.0,3.27348130108,-3906.5
2.3,797.0,35.45,-5101.5
4.16,559.0,140.10394,-6229.5
2.1,705.0,9.033401,-5270.5
2.35,797.0,2.940309,-5524.5
2.3,797.0,4.2041844,-5611.5
1.55,797.0,17.7835598,-5810.5
1.89,410.0,105.0141157,-5853.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,16.3849,-5611.5
3.034,797.0,10.3392924,-5498.5
1.61,764.0,19.73805,-6283.5
1.52,1197.0,2.588309,-5517.5
2.3,797.0,5.40427649,-5806.26
1.34,701.0,9.93967857,-5273.5
2.11,578.0,17.73852054,-5273.5
1.1406447,830.89,0.76839038111,-3327.5
3.242,797.0,10.3392924,-5878.5
1.498,797.0,10.3392924,-4166.5
18.71903,2035.0,2.14363592,-5918.5
2.588,797.0,10.3392924,-5617.5
2.65,797.0,83.4463335,-6058.5
2.87,907.0,5.96040108,-5495.5
1.03,1717.0,1.88897906,-6047.5
2.3,797.0,3.5862207,-5611.5
2.3,797.0,9.66857801,-5514.5
1.263,797.0,10.3392924,-5772.5
2.85,946.0,9.95661537,-6163.5
8.698184,970.0,3.9227186,-5611.5
2.35,796.0,13.57076622,-5879.5
2.71,266.0,214.886545,-5373.5
0.51,1180.0,0.412,-3513.5
0.7,797.0,0.941967,-5048.78
2.07,797.0,13.72465129,-5863.5
1.76,507.0,22.1334224,-5163.5
2.3,797.0,4.1680955815,-5568.5
2.3,797.0,7.064252021,-4990.5
1.346,797.0,5.34982412,-5939.5
2.3,797.0,2.224,-5611.5
1.57,928.0,9.17613539,-5895.5
2.3,797.0,23.92120244,-6708.27
3.36,696.0,51.075756,-4989.5
5.22108654,797.0,12.21829987,-5820.5
1.68,938.0,8.3265153,-6055.5
2.3,797.0,41.8059544,-5611.5
2.23,427.0,12.2854603,-3901.5
2.3,797.0,11.4634467233,-5519.5
8.547,797.0,4.225384512,-5520.5
0.866,797.0,10.3392924,-3799.5
2.3,797.0,3184.83,-4884.5
1.74,533.0,33.8845825,-5605.5
2.03,803.0,9.37891944,-5682.5
2.3,797.0,3340.0,-5466.5
2.06,749.0,13.14494,-5637.5
2.51,797.0,4.871229,-3155.5
0.697,797.0,10.3392924,-6067.5
1.2,811.0,6.3867289,-5069.5
2.4304,708.0,9.4893231,-5118.5
1.28,1215.0,1.922799706,-5192.5
1.57,1429.0,4.144965,-6207.5
3.186,797.0,10.3392924,-4726.5
0.84,1512.0,2.99793191,-6293.5
2.3,797.0,22.3429648,-5611.5
2.3,797.0,12.27078741,-5781.59
2.57,797.0,33.3855938,-5790.5
2.3,797.0,2.757584622,-3840.61
0.86,1137.0,0.742956,-4059.5
2.51,598.0,37.81266,-6208.5
1.643,797.0,11.577794,-5662.5
2.3,797.0,34.25951418,-5228.5
2.3,797.0,16.0504490127,-5326.33
7.0,797.0,7.7485,-4597.5
0.963,797.0,0.764864926,-5111.5
2.3,797.0,8.91897605,-5881.5
1.38,730.0,20.925392,-5819.5
2.86,236.0,198.7112502,-5078.5
3.67,959.0,12.439517,-5052.5
2.3,797.0,10.3392924,-5611.5
2.7,625.0,35.01198,-6356.5
13.29385111,797.0,165.7719,-6164.5
9.785457,797.0,3.583893,-5677.5
19.055,2350.0,2.17517632,-6098.5
1.21,827.0,7.06321927,-5303.5
2.3,797.0,18.78429232,-4482.98
11.985,797.0,10.3392924,-5304.5
11.6029,1228.0,4.5661309,-5567.5
2.974,797.0,10.3392924,-5835.5
3.045,797.0,2.508057352,-4726.5
2.066,797.0,11.72292176,-5639.5
13.85160928,1399.99,2.4997995981,-5648.5
1.414,797.0,9.18247194,-6328.5
1.87,502.0,25.9422033,-5119.5
1.25,264.0,34.9894475,-3733.5
1.54,1198.0,7.8128584,-6223.5
2.224,819.8,6.5886982,-4973.5
2.98,777.0,10.3392408,-5728.5
2.3,797.0,29.32011657,-5005.1
0.87,1107.0,6.15827512,-6033.5
1.35,797.0,5.19556758,-5720.5
17.70019319,1730.94,2.5199145567,-6114.5
1.19,797.0,0.813166719,-5548.5
8.49,574.0,51.92920654,-5669.5
13.89916,797.0,3.101386,-5748.5
1.6,889.0,13.3997099,-6416.5
6.07620712,241.17,10.3392924,-5574.81
1.064,797.0,7.95825,-5803.5
2.3,797.0,21.86356295,-5198.5
1.25,1127.0,2.248288213,-5101.5
2.27,399.0,3.290304518,-3210.5
3.32,753.0,20.5533844,-6341.5
2.3,797.0,4.1359429706,-5611.5
4.72,1978.0,0.7920641,-5478.5
0.86,815.0,2.41436,-4284.5
2.57,638.0,22.24818,-5704.5
2.3,797.0,4.7150425795,-4810.5
2.38,797.0,20.134866,-5233.5
1.93236572,1309.62,1.85866242291,-5479.5
2.9,797.0,9.576694,-5674.5
2.062,797.0,10.3392924,-4766.5
2.3,797.0,4.243748097,-5611.5
2.3,797.0,2.576571021,-4009.5
1.68,938.0,8.3265153,-6055.5
2.099,797.0,4.921354681,-5106.5
2.3,797.0,4.125543472,-5709.5
2.8,797.0,6.894287,-5611.5
13.8,1482.0,6.873165232,-6488.5
2.13,630.0,33.4976313,-4926.5
1.269,797.0,10.3392924,-4919.5
2.3,797.0,47.4478028595,-6204.5
2.8,864.0,5.315953474,-4908.5
1.74,186.0,174.510276,-4365.5
2.3,797.0,183.93,-4795.5
5.71,625.0,23.65368621,-5856.5
2.3,797.0,689.0,-5093.5
2.4,1040.0,9.55288,-6362.5
2.816,797.0,10.3392924,-6043.5
2.08,403.0,9.467814048,-3579.5
2.67,521.0,40.606895,-5536.5
12.2765,537.0,22.6539607,-5521.5
2.3,797.0,2946.0,-3717.5
1.06,797.0,3.88677934,-3874.5
2.3,797.0,1612.0,-5611.5
1.99,797.0,2.032325072,-5903.5
3.36,797.0,33.006,-5611.5
2.3,797.0,80.2321467,-5493.5
1.64,1396.0,1.104463509,-5000.5
2.3,797.0,0.6756469787,-5630.5
2.15,580.0,18.73575579,-5341.5
2.3,797.0,5.8337620937,-5619.5
2.3,797.0,213.258526,-4503.5
2.32,797.0,11.08507637,-4999.5
3.5,642.0,23.85136,-5994.5
2.3,797.0,4.7986218624,-5460.5
1.69,794.0,12.79838,-6062.5
1.88,1191.0,7.12594591,-6389.5
1.236,797.0,0.571038518,-5135.5
2.3,797.0,172.695796601,-5809.76
5.64,1445.0,3.487688776,-5574.5
2.3,797.0,10.423677439,-6182.5
8.01,797.0,19.89531,-5611.5
13.058485,797.0,10.3392924,-6398.5
2.217,797.0,242.46712,-5628.5
1.2,797.0,6.738975,-3680.5
2.3,797.0,3.0721487,-5611.5
2.3,797.0,39.4420781,-5570.63
1.58,1264.0,1.21956827,-4843.5
1.05,1182.0,1.118549717,-4491.5
2.3,797.0,34.989988578,-3895.5
2.3,797.0,18.87022157,-5287.5
2.3,797.0,5.2878536735,-4916.22
2.3,797.0,6.164876,-5886.5
2.09,513.0,5.901282819,-3725.5
2.3,797.0,2.248288213,-5178.31
11.26,926.0,12.874712426,-5961.5
1.4,979.0,2.39984,-4678.5
4.11,875.0,6.230330323,-5475.5
2.3,797.0,641.0,-4956.5
1.99,451.0,76.957857,-5876.5
2.74,849.0,12.91375431,-6251.5
2.3,797.0,3.48777,-5391.5
2.3,797.0,51.63603,-5950.21
3.81,555.0,29.7272142,-5815.5
3.1,781.0,12.532507,-5998.5
2.6,624.0,30.4544418,-6281.5
2.3,797.0,41.38,-3285.5
2.1,454.0,17.31716585,-4717.5
1.309,797.0,10.3392924,-6180.5
0.927,797.0,9.60503867,-5611.5
13.75341932,1726.0,3.007812,-5998.5
2.3,797.0,31.1588249,-5915.03
2.3,797.0,600.1,-3732.5
2.3,797.0,2240.0,-5641.5
2.3,797.0,610.0,-4888.5
1.97,956.0,2.800118124,-4784.5
2.4,521.0,82.2000105,-5768.5
3.83,665.0,25.5638576,-6208.5
1.4,681.0,6.566075,-4701.5
0.79,770.0,6.14728341,-4995.5
1.5,696.0,14.97435694,-5468.5
2.3,797.0,11.0081630023,-4248.5
3.03,728.0,19.30577159,-5916.5
3.02,1047.0,4.19577385,-5227.5
1.274,797.0,10.3392924,-4986.5
1.4,1777.0,1.569066502,-6341.5
2.3,797.0,18.2,-5748.5
2.61,727.0,1.565412847,-3483.5
2.3,797.0,3.06785271,-4143.5
2.481,797.0,10.3392924,-5758.5
2.3,797.0,3.06008,-3054.5
12.97999965,1488.0,2.0180231,-5607.5
2.71,530.0,34.85333,-5834.5
4.0,797.0,14.637,-6436.5
2.7,797.0,11.722228,-5611.5
2.3,797.0,16.0505464,-5326.33
2.34047319,384.38,42.12898932555,-4619.5
2.0,797.0,5.317429,-5981.5
0.99,833.0,14.2652558,-5824.5
2.21567504,797.0,8.596531,-5766.5
2.79,797.0,18.858982,-5611.5
3.18,1221.0,6.07972888,-5444.5
2.3,797.0,13.53953595,-6115.14
2.31,1112.0,5.868068017,-6108.5
0.61,1206.0,3.6146051,-6040.5
2.3,797.0,29.9631091244,-4351.5
11.44714924,598.21,52.97814194494,-6460.3
2.3,797.0,0.762132307,-5459.5
1.86,583.0,5.91212988,-4070.5
0.97,1524.0,2.29792825,-6361.5
2.3,797.0,5.3266286804,-5469.5
12.9239,1544.0,2.4993895,-5735.5
2.3,797.0,7.886632468,-5595.5
2.3,797.0,2.576571,-5611.5
2.71,797.0,172.7049784,-5944.5
2.47,1008.0,3.177414418,-5314.5
0.98,797.0,11.8377261,-5886.5
1.34,797.0,22.40777444,-3869.5
7.52,738.0,5.1857539,-4688.5
4.2,762.0,8.600121,-5254.5
2.19,1444.0,2.607543834,-6171.5
3.303,797.0,10.3392924,-5251.5
10.4,163.0,1.4079405,-4708.5
2.65,928.0,5.9604,-5499.5
1.45952,1190.0,4.7267257,-5653.5
6.1,321.0,161.5266,-5874.5
6.29,797.0,10.3392924,-6296.5
2.69,680.0,12.39358604,-5555.5
1.99,987.0,10.22214214,-6051.5
2.453,797.0,28.474748,-4974.5
6.63,655.0,83.5781976,-6054.5
1.91,797.0,39.79223792,-5346.5
1.69,797.0,30.092568,-6507.5
1.43,797.0,0.89,-5611.5
3.015,797.0,10.3392924,-6134.5
1.268,797.0,5.43312169,-5104.5
2.1,797.0,10.003417,-4013.23
1.46,995.0,5.914256,-5967.5
2.3,797.0,16.666,-5611.5
1.5,797.0,0.78961301,-5425.5
2.3,797.0,258.31,-5748.5
2.3,797.0,2.1684482286,-5722.5
2.57,380.0,184.262741,-6113.5
1.24,1108.0,4.27103091,-5982.5
0.73,797.0,0.961918,-3773.5
3.72,582.0,20.99747771,-5209.5
2.3,797.0,14.08830133,-6012.5
2.3,797.0,10.3392924,-5611.5
1.96,1062.0,4.44588291,-5916.5
2.295,797.0,10.3392924,-4697.5
3.6,797.0,2.422082,-5593.5
9.98,1730.0,1.855558,-5618.5
2.3,797.0,6.4125971616,-5599.16
2.3,797.0,11.08507658,-4860.5
8.22,797.0,28.7342,-5611.5
12.84369364,1287.38,3.71302791209,-5806.5
14.68379,1712.0,1.4857108,-5779.5
2.3,797.0,2025.0,-6103.5
2.3,797.0,9.8789594447,-6173.5
0.77,321.0,4.83817712,-3087.5
2.3,797.0,3.42390809,-5608.44
1.44,1177.0,4.24153629,-5774.5
2.3,797.0,3.69298623,-4440.5
2.15,580.0,18.73575579,-5341.5
3.23,797.0,1.921111,-5611.5
1.68700004,797.0,3.157219887,-6118.5
2.334,797.0,10.3392924,-5708.5
0.97,1471.0,2.344512589,-5819.5
0.95,570.0,7.7251,-4354.5
1.77,797.0,24.64638,-3833.5
2.3,797.0,16.923429401,-5643.5
3.96,867.0,12.9972,-5838.5
2.3,797.0,8.775,-5611.5
1.29,1048.0,8.48653576,-6325.5
2.3,797.0,10.8541002,-5487.5
2.29,555.0,24.307983,-5405.5
2.3,797.0,147.02,-5611.5
3.378,797.0,10.3392924,-6141.5
1.75,797.0,1.866025,-5611.5
2.87,634.0,11.94014029,-5070.5
2.39,517.0,46.8779367,-5788.5
2.3,797.0,3.73548545,-6548.5
2.37,467.0,25.69597,-5055.5
2.94,683.0,31.51780202,-5586.5
2.3,797.0,83.4891249248,-5495.47
2.3,797.0,16.553,-6003.5
1.41,1198.0,13.39152873,-6548.5
4.0,815.0,19.30581662,-5659.5
1.188,797.0,10.3392924,-6016.5
18.483641,1619.0,4.8854922,-5931.5
1.05,797.0,13.29706969,-4582.5
2.3,797.0,8.6893063228,-5086.68
2.3,797.0,15.358767771,-5460.5
2.3,797.0,8.463446,-3663.5
1.47,1156.0,3.619309734,-5495.5
10.15,130.9,1071.23228,-4888.5
2.14343552,940.98,3.00519286222,-4835.5
3.69,801.0,16.75255007,-4805.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,4.417692516,-4756.23
2.416,797.0,29.02235261,-5528.5
8.68696004,797.0,7.919585,-4648.5
2.3,797.0,5.007316661,-5689.5
2.3,797.0,3.0721527,-4611.5
14.57167491,797.0,2.103195,-5988.5
3.19,1004.0,3.936993706,-5429.5
2.3,797.0,282.4,-5920.5
1.37,470.0,30.95053,-5286.5
2.3,797.0,17.6717714,-4762.5
2.3,797.0,26.723169,-5902.84
2.2,900.0,9.82598,-6186.5
2.3,797.0,10.3385358,-5611.5
2.3,797.0,23.78300512,-5611.5
2.3,797.0,1.41975831,-5858.28
1.41,479.0,2.8867627,-3238.5
1.98,864.0,13.71938426,-6385.5
1.5,1483.0,1.980357663,-6246.5
2.3,797.0,2.70579,-6478.5
2.3,797.0,10.3392924,-5611.5
3.54,786.0,31.71982498,-5885.5
11.54,797.0,2.46,-5611.5
2.4,1056.0,7.974157,-6022.5
3.072,797.0,9.686760378,-4736.5
2.23,427.0,12.2854603,-3901.5
1.58,808.0,6.50323791,-5256.5
1.604,797.0,7.40610775,-4866.5
2.3,797.0,3.0300722,-5241.32
1.422,797.0,22.8029808,-5611.5
1.97,797.0,11.55562343,-5567.5
8.22,536.0,38.907202,-5775.5
1.67,890.0,8.73485836,-5980.5
9.06,1116.0,3.311864148,-5459.5
2.3,797.0,4.30165843,-5362.39
4.47,1774.0,1.616883373,-4866.5
3.1,797.0,1.827082299,-5522.5
9.2362001,1388.0,6.402513,-6398.5
3.99,925.0,10.99497,-5851.5
2.737,797.0,10.3392924,-5858.5
2.3,797.0,6.00253766,-5989.17
5.37,797.0,8.15275885,-3367.5
2.3,797.0,1920.1,-5758.5
1.82,647.0,24.3347127,-6089.5
2.54,463.0,10.912935,-4067.5
2.3,797.0,1.27492477,-6457.5
2.3,797.0,22.267161,-5611.5
2.3,797.0,11.18719905,-5082.5
3.05,899.0,7.930583519,-5672.5
2.71,1407.0,2.525593315,-6029.5
2.3,797.0,4.54586982,-5056.5
2.3,797.0,3.905081685,-5379.5
2.94,718.0,26.62946276,-5949.5
0.91,797.0,25.209715,-6002.5
2.3,797.0,13.28689997,-5356.65
2.3,797.0,262.36,-5659.68
2.21,269.0,92.725,-4570.5
2.1,454.0,17.31716585,-4717.5
2.3,336.0,14.237,-3340.5
2.39,797.0,7.65880414,-5610.5
2.3,797.0,3.93699478,-5152.5
5.04,769.0,5.907413537,-4961.5
0.89,1683.0,1.005207007,-5715.5
2.13,340.0,11.38014,-3384.5
2.3,797.0,3.0091070934,-5606.5
2.3,797.0,160.01936173,-5378.99
2.3,797.0,18.42792967,-4887.81
2.55,568.0,55.18815,-6319.5
2.3,797.0,10.31174786,-4814.5
2.35,834.0,9.997624,-5967.5
8.96468201,915.06,10.3392924,-6180.08
1.142,797.0,21.1875846,-5999.5
2.04,622.0,27.6666375,-5614.5
2.3,797.0,3.17323012,-5611.5
1.425,2310.0,0.4465688,-5370.5
2.3,797.0,24.73721,-3129.5
2.152,797.0,10.3392924,-5852.5
2.02,543.0,44.55208,-6011.5
2.3,797.0,7.8456049,-5611.5
0.76,797.0,3.95116882,-5562.5
13.74221034,797.0,5.3220125,-5988.5
2.3,797.0,3.5247499,-6063.5
5.96,797.0,19.49183,-5611.5
2.3,797.0,3.7520998,-6298.5
2.669,797.0,10.3392924,-5525.5
1.21,2079.0,0.669309686,-5624.5
2.71,531.0,7.203794,-4067.5
2.3,174.0,762.0,-4958.5
2.205,797.0,14.38338734,-6043.5
2.3,797.0,2.806243488,-4193.5
1.74,797.0,7.2981458,-5088.5
2.866,797.0,59.7370348,-6013.5
2.3,797.0,21.3473958178,-5409.4
2.9,797.0,36.855,-5611.5
2.3,797.0,217.833702275,-6180.08
2.4,511.0,24.2204586,-5170.5
2.3,797.0,1.93155546,-5558.86
1.64,1001.0,4.75615,-5123.5
2.02,367.0,44.96417488,-4682.5
2.89,516.0,51.07926307,-5801.5
2.93,432.0,6.22,-3385.5
1.946,797.0,44.9977478,-5752.5
2.3,797.0,17.1,-5549.5
0.89,685.0,10.05545337,-5236.5
5.26,456.0,35.61760587,-5121.5
2.3,797.0,111.163,-4743.44
2.47,859.0,17.83368211,-6323.5
1.51483691,801.68,3.23842531548,-4109.5
2.61,797.0,18.87021566,-5257.5
2.3,797.0,8.7396758,-4374.5
2.67,834.0,5.756242547,-5004.5
4.06,626.0,29.91136794,-5587.5
1.89,1255.0,2.21571,-5212.5
2.43,797.0,27.6655226,-5899.5
1.12,797.0,22.597053,-5575.5
8.564,797.0,288.822,-5911.5
0.87,674.0,16.0506213,-5441.5
4.17,719.0,17.58752333,-5600.5
1.21612741,1269.21,2.799868,-5783.5
2.3,797.0,2.8888014277,-5564.83
2.3,797.0,8905.0,-5611.5
2.3,797.0,4.1250672,-5611.5
0.74,1455.0,1.716828304,-5806.5
2.3,797.0,1.53817991,-3417.5
2.3,797.0,647.29999,-3941.5
1.91,1541.0,2.032325072,-6154.5
11.422,797.0,2.61585922,-5330.5
12.28,476.0,114.73658,-5595.5
1.81,797.0,6.00253,-6088.5
1.85,325.0,23.9679932,-3748.5
2.3,797.0,3.28883,-5798.5
2.3,797.0,1.54077534,-5611.5
2.3,650.0,8.428198,-4828.5
2.3,797.0,2.899736,-5082.5
8.266,797.0,10.3392924,-5970.5
2.3,797.0,3.94150468,-5611.5
2.18203,735.0,15.9234883,-5710.35
2.71,797.0,9.95661537,-5959.5
3.1168896,502.73,38.352562,-5383.5
12.969,1540.0,5.6334729,-6288.5
2.35,797.0,12.03991407,-4383.5
18.180998,1630.0,4.8854892,-5931.5
1.642,797.0,10.3392924,-5592.5
2.3,797.0,8.60010664,-5103.5
1.15,933.0,7.411038,-5757.5
2.3,797.0,1155.0,-5383.5
2.3,797.0,8.31378877,-5829.84
1.65,1141.0,7.46662068,-5964.5
1.3,797.0,3.072,-5611.5
2.3,797.0,7.07145665,-4814.5
3.22,583.0,34.0350559,-6061.5
2.3,797.0,8.752097,-5611.5
2.3,797.0,150.240510938,-5593.78
14.81827249,797.0,3.6915224,-5718.5
11.635,797.0,8.158715,-5598.5
2.3,797.0,18.859019,-3698.5
38.67,321.0,92.749023,-5187.5
2.3,797.0,19.5565343936,-5639.57
2.59929571,797.0,0.469269,-5480.5
1.22,797.0,0.524176094,-5208.5
15.65,1956.0,2.14363544,-5998.5
2.001,797.0,4.75400115,-4789.5
1.3,954.0,4.13852825,-5295.5
2.3,797.0,10.3392924,-5611.5
1.72,269.0,122.3858681,-4924.5
2.29,797.0,8.75198,-5611.5
2.2,937.0,8.725854,-6011.5
2.98,166.0,364.758031,-4384.5
0.73,1240.0,2.03387914,-5435.5
2.3,797.0,87.6471022212,-6009.7
2.3,797.0,13.5631157,-5600.5
1.235,797.0,10.3392924,-5836.5
1.56,341.0,4.871223664,-3155.5
1.54,1017.0,10.49567752,-6237.5
3.021,797.0,56.1886887,-5657.5
2.3,797.0,1956.0,-5611.5
3.97,1274.0,3.166353714,-6005.5
2.3,797.0,174.511609473,-4561.5
1.97,842.0,7.97034958,-5780.5
0.805,797.0,10.3392924,-6228.5
11.276254,1426.7,0.813473978,-4498.5
2.3,797.0,3.76483368,-5611.5
2.3,797.0,23.4302,-5566.5
1.14,797.0,4.55139967,-5211.5
2.9507845,651.64,37.46852,-5968.5
0.96,716.0,2.104316,-3694.5
10.43,1144.0,3.578780551,-5703.5
1.37,1305.0,4.48758768,-6058.5
5.3,860.0,12.218255,-6164.5
6.99,360.0,98.7179332,-5806.5
2.3,797.0,330.0,-5023.9
3.5,980.0,8.408916,-5820.5
2.3,797.0,6.2172092466,-5823.5
2.3,797.0,16.85825609,-4868.5
2.277,797.0,10.3392924,-6511.5
2.2,699.0,13.0313945,-5563.5
5.68,797.0,20.8851,-5741.5
2.58,525.0,48.6476601,-6100.5
2.3,797.0,21.3851584,-5408.27
2.3,797.0,1.475323222,-5491.5
2.3,797.0,296.63730555,-6022.04
1.74,797.0,5.66793,-5902.5
1.69,797.0,5.60906,-4424.5
2.53,797.0,31.646306,-4808.5
1.303,805.0,0.46292913,-3034.5
6.97,363.0,98.7180406,-5836.5
1.24,922.0,10.8118317,-6023.5
1.44,797.0,3.383538066,-5460.5
0.95,655.0,23.4432353,-5760.5
2.3,797.0,2.204736003,-6348.5
2.11,797.0,8.512035877,-5840.5
2.67,1237.0,2.382652169,-5186.5
5.45,797.0,11.13,-5611.5
3.04,996.0,13.72465129,-6104.5
2.91,474.0,76.7325168,-6195.5
2.3,797.0,43.58258676,-4475.5
1.94,265.0,46.18415,-3885.5
2.3,797.0,4270.0,-5573.5
2.3,797.0,85.27405516,-5611.5
15.39,1917.0,6.24668005,-4603.5
2.73,493.0,63.0381121,-6083.5
3.01,546.0,19.65667,-5287.5
2.3,797.0,14.30511863,-5374.5
3.11,733.0,13.69941722,-5855.5
2.3,797.0,10.3392924,-5611.5
1.62,728.0,4.617490562,-4498.5
21.04984661,1428.21,3.24404536626,-5701.5
1.173,797.0,6.18666218,-5294.5
2.3,797.0,5.5514918,-6319.67
2.27,682.0,16.238467767,-5761.5
1.68,374.0,108.593113,-5676.5
3.43,855.0,10.41572924,-5669.5
2.69,1073.0,5.404272197,-6120.5
2.3,797.0,7.03932913,-5958.5
2.3,797.0,4.4631365,-7585.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,10.05550267,-5260.5
2.11,797.0,8.75,-5611.5
3.19,797.0,49.5004952,-5027.5
1.325,797.0,21.1284569,-5844.5
9.935,797.0,10.3392924,-6216.5
0.69,1678.0,2.12823928,-5996.5
0.89,797.0,3.03195744,-5813.5
2.3,797.0,13.75215959,-4639.5
2.3,797.0,3.35524397,-5611.5
1.70557445,797.0,4.179369926,-5631.5
14.784671,1322.0,4.4652968,-5978.5
1.06,1380.0,3.071545396,-6108.5
3.4,693.0,17.42459,-5751.5
1.779,797.0,10.3392924,-5812.5
1.643,797.0,10.3392924,-5548.5
1.85,797.0,11.189562,-6184.5
1.33,1489.0,1.796311,-5967.5
2.3,797.0,498.04,-5731.5
2.3,797.0,44.3827,-5316.39
2.3,797.0,28.57968,-5425.5
2.67,451.0,42.8774169,-5254.5
2.634,797.0,21.22262,-5951.5
2.3,797.0,11.9539631137,-4260.5
2.37,784.0,26.72320599,-5869.5
4.02,768.0,6.010384289,-4880.5
2.3,797.0,21.96392155,-5347.65
1.59,1039.0,4.726739475,-5667.5
2.3,797.0,5.7154214217,-5018.5
2.3,797.0,5.50860699,-5469.71
2.3,797.0,24.49731396,-6255.28
1.79,1276.0,3.78858982,-5917.5
2.55,555.0,28.5057217,-5710.5
2.07,604.0,54.2811949,-6168.5
4.59,973.0,11.8150013,-5901.5
2.3,797.0,686.5,-5025.5
2.3,797.0,24955.45756,-5611.5
2.3,797.0,5.36841,-5611.5
1.04,871.0,8.3839865,-5492.5
2.91,714.0,8.77995434,-5187.5
2.42,665.0,11.08507637,-5078.5
2.49,830.0,18.11473813,-6107.5
2.39,353.0,53.5293487,-4742.5
1.17,652.0,5.185002073,-4323.5
2.3,797.0,10.3392924,-5611.5
1.49,797.0,16.75255007,-4710.5
2.3,797.0,112.303136,-4561.5
1.29,931.0,5.50860439,-5449.5
1.66,797.0,2.215710358,-5525.5
0.953,797.0,27.80978,-3457.5
1.09,1226.0,3.28280266,-5973.5
2.3,797.0,18.75470238,-4326.5
2.3,797.0,47.31239762,-5668.5
2.3,797.0,1.4347424948,-5883.5
4.0,470.0,89.19284,-6276.5
1.258,2100.0,0.549372,-4755.5
2.65,447.0,78.1000231,-6151.5
2.8,1024.0,12.06222443,-5955.5
1.486,797.0,13.84984283,-5977.5
2.3,797.0,1.766789509,-3784.5
2.69,688.0,9.326841,-5066.5
4.7,807.0,12.466071,-6100.5
2.3,797.0,10.3392924,-5910.5
2.3,797.0,22.36646466,-5342.5
0.835,797.0,10.3392924,-3155.5
2.985,797.0,10.67607169,-6283.5
2.3,797.0,92.73002412,-4517.5
11.1331,846.0,2.8753183,-4602.5
4.38,1252.0,8.512035877,-6162.5
1.72,796.0,5.34264507,-5092.5
2.3,797.0,88.6440015,-5768.12
11.061,797.0,10.3392924,-5148.5
1.5,562.0,5.132541,-3832.5
3.93,1087.0,9.59068586,-5474.5
15.244,797.0,3.67724,-6323.5
2.33,647.0,16.34357,-5638.5
2.3,797.0,2.4238107,-5408.5
2.3,797.0,10.3392924,-5611.5
0.99,797.0,3.30656751,-3633.5
1.764,797.0,13.61159129,-6092.5
2.3,797.0,1.4200246,-4908.5
13.00244,1058.0,9.20205,-6188.5
2.3,797.0,632.261207,-5611.5
2.3,797.0,5.72932402,-5168.82
3.25,653.0,11.00815926,-5187.5
2.3,797.0,3.7431667,-5611.5
8.52,361.0,125.63064,-5870.5
2.48,322.0,64.0019669,-4650.5
2.394,797.0,24.3111399,-5611.5
2.3,797.0,122.08042332,-5166.5
1.15,770.0,16.2254649,-5953.5
12.14508691,661.87,2.5761795598,-3626.5
2.3,300.0,8.929,-3268.5
2.55,935.0,14.36267939,-6659.5
2.4,377.0,153.343364,-6124.5
2.33,1014.0,4.280958588,-5639.5
2.3,797.0,2.2047354,-6530.73
1.71,469.0,34.0963441,-5318.5
2.3,797.0,9.93962361,-5142.65
2.05,428.0,114.34219,-6255.5
1.872,797.0,17.667,-5611.5
2.7,917.0,4.99678284,-5337.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,4.4572184,-6078.5
14.908,797.0,3.852985,-6568.5
4.21,575.0,72.3826983,-5506.5
1.7,730.0,9.66857723,-5286.5
1.39,631.0,25.09852783,-5825.5
1.51398464,797.0,8.13087,-5792.5
2.55,797.0,16.87727414,-5580.5
11.34,1079.0,21.4054901,-4838.5
4.283,797.0,10.3392924,-5593.5
2.662,797.0,10.3392924,-5639.5
2.3,797.0,2.522590567,-5278.5
5.814,797.0,10.3392924,-3638.5
2.3,797.0,67.8318396275,-5961.5
2.285,797.0,10.3392924,-5118.5
2.482,797.0,10.3392924,-5104.5
2.3,797.0,41.00820122,-5316.5
13.95182,1108.64,3.764873,-5701.5
1.26,322.0,22.40777444,-3759.5
2.3,797.0,23.9553986,-5611.5
2.3,797.0,3.12200511,-6278.5
2.3,797.0,10.3392924,-5611.5
2.3,797.0,8.40688262,-5300.24
0.87,674.0,16.0506213,-5441.5
1.99,385.0,13.81505213,-3739.5
2.3,797.0,5.24866995,-5919.92
1.53,1105.0,11.49500229,-6031.5
2.41,649.0,25.3842686,-6135.5
2.3,797.0,35.73432746,-6687.95
2.3,797.0,2.78173691,-5598.5
2.0,797.0,50.447,-5611.5
1.31,797.0,87.5211,-5956.5
1.34,431.0,5.3587635,-5611.5
2.865,797.0,12.7983044,-5702.5
2.3,797.0,2.79590004,-5283.29
2.53,563.0,29.02235261,-5781.5
2.06,785.0,10.61368712,-5813.5
1.592,797.0,10.3392924,-5691.5
2.3,797.0,13.75129636,-5626.42
1.44,1328.0,2.586639524,-5778.5
2.2,1337.0,2.53917,-5978.5
2.6116925,560.0,9.7833,-3988.5
16.667783,1740.0,2.9162382,-5651.5
1.478,1133.0,4.72673978,-5667.5
2.7,468.0,42.95011,-5459.5
