pl_rade,pl_eqt,pl_orbper,stellar_compatibility,st_spectype_simple,Habitability_Probability
1.8,842.0,11.634864,-6018.5,G,0.9541241573564782
2.48,842.0,5.71542485,-5226.5,G,0.9541241573564782
2.23,833.0,9.69502544,-5894.5,G,0.9541241573564782
1.81,839.0,7.97033985,-5772.5,G,0.9541241573564782
1.79,844.0,12.51618164,-6208.5,G,0.9541241573564782
1.97,842.0,7.97034958,-5780.5,G,0.9541241573564782
4.56,833.0,13.81020318,-5940.5,G,0.9541241573564782
2.13,843.0,11.12968583,-6120.5,G,0.9541241573564782
2.3,829.0,11.01832,-6052.5,G,0.9541241573564782
5.1,835.0,12.21828097,-5820.5,G,0.9541241573564782
1.61,809.0,6.26406846,-5030.5,G,0.9541241573564782
4.6,820.0,13.80994,-5906.5,G,0.9541241573564782
2.72,827.0,11.90350858,-6061.5,G,0.9541241573564782
1.77,836.0,5.378868441,-5205.5,G,0.9541241573564782
3.15,809.0,13.8354142,-6029.5,G,0.9541241573564782
1.73,811.0,12.27065865,-6073.5,G,0.9541241573564782
3.42,812.0,8.880403,-5425.5,G,0.9541241573564782
1.9,817.0,5.33905606,-5055.5,G,0.9541241573564782
1.57,811.0,4.53700111,-4810.5,G,0.9541241573564782
1.72,814.0,10.10769068,-5752.5,G,0.9541241573564782
3.46,827.0,14.78767172,-5812.5,G,0.9541241573564782
2.26,832.0,5.945041017,-5273.5,G,0.9541241573564782
1.7,824.0,8.1281,-5600.5,G,0.9541241573564782
4.35,830.0,11.678948452,-6120.5,G,0.9541241573564782
1.79,835.0,14.19593863,-6200.5,G,0.9541241573564782
2.72,827.0,11.90350858,-6061.5,G,0.9541241573564782
6.18,826.0,14.759287,-5878.5,G,0.9541241573564782
8.89,825.0,8.027680595,-5567.5,G,0.9541241573564782
5.299,837.0,8.992,-5269.5,G,0.9541241573564782
1.53,834.0,12.98495573,-6210.5,G,0.9541241573564782
2.77,812.0,6.770300385,-5651.5,G,0.9541241573564782
2.23,844.0,6.53251,-5424.5,G,0.9541241573564782
1.9,831.0,14.88801098,-6141.5,G,0.9541241573564782
2.48,842.0,5.71542485,-5226.5,G,0.9541241573564782
2.13,843.0,11.12968583,-6120.5,G,0.9541241573564782
11.052074,825.0,10.3392924,-5611.5,G,0.9541241573564782
10.7988,837.0,8.6007557,-5387.5,G,0.9541241573564782
2.75,810.0,14.3868109,-5912.5,G,0.9541241573564782
3.28,797.0,8.29087418,-5115.5,G,0.9540700709248172
2.3,797.0,4.973456,-5092.5,G,0.9540700709248172
2.3,797.0,3.582746246,-5181.5,G,0.9540700709248172
3.755,797.0,10.3392924,-5106.5,G,0.9540700709248172
2.3,797.0,1.922799706,-5072.5,G,0.9540700709248172
2.3,797.0,9.93970078,-5142.65,G,0.9540700709248172
2.71,797.0,9.67395,-5192.5,G,0.9540700709248172
3.227,797.0,10.3392924,-5078.5,G,0.9540700709248172
2.3,797.0,1.6829377587,-5214.72,G,0.9540700709248172
2.3,797.0,12.33087921,-5150.15,G,0.9540700709248172
2.3,797.0,0.736546,-5196.5,G,0.9540700709248172
11.76945,797.0,8.8849116,-5198.5,G,0.9540700709248172
2.11,797.0,7.064256441,-5145.5,G,0.9540700709248172
2.71,797.0,13.2217576,-5208.5,G,0.9540700709248172
1.718,797.0,10.3392924,-5164.5,G,0.9540700709248172
2.3,797.0,5.945043548,-5142.65,G,0.9540700709248172
2.3,797.0,10.561362264,-5171.38,G,0.9540700709248172
2.371,797.0,12.75934834,-5104.5,G,0.9540700709248172
2.341,797.0,9.4909,-5117.5,G,0.9540700709248172
2.76720668,797.0,4.736884,-5157.5,G,0.9540700709248172
2.3,797.0,10.08881066,-5152.5,G,0.9540700709248172
3.14,797.0,6.308203234,-5180.5,G,0.9540700709248172
2.3,797.0,1.260258822,-5138.22,G,0.9540700709248172
2.3,797.0,2.7535976,-5129.5,G,0.9540700709248172
2.3,797.0,4.6403293,-5189.5,G,0.9540700709248172
2.3,797.0,5.39785,-5169.63,G,0.9540700709248172
2.712,797.0,10.3392924,-5119.5,G,0.9540700709248172
10.255,797.0,10.3392924,-5168.5,G,0.9540700709248172
2.425,797.0,10.3392924,-5165.5,G,0.9540700709248172
2.3,797.0,4.0304695405,-5102.5,G,0.9540700709248172
2.3,797.0,8.27741559,-5109.52,G,0.9540700709248172
2.504,797.0,10.3392924,-5169.5,G,0.9540700709248172
12.89035,797.0,4.61442,-5198.5,G,0.9540700709248172
2.3,797.0,5.7532239,-5144.5,G,0.9540700709248172
2.3,797.0,6.400157105,-5216.93,G,0.9540700709248172
2.094,797.0,10.3392924,-5119.5,G,0.9540700709248172
2.3,797.0,9.94602357,-5129.44,G,0.9540700709248172
2.3,797.0,2.15222216,-5198.5,G,0.9540700709248172
2.3,797.0,7.51854537,-5107.5,G,0.9540700709248172
2.3,797.0,2.9444273,-5148.5,G,0.9540700709248172
3.45,797.0,5.48711079,-5115.5,G,0.9540700709248172
2.3,797.0,3.70063251,-5146.23,G,0.9540700709248172
3.359,797.0,5.48711079,-5078.5,G,0.9540700709248172
3.14,797.0,9.6739283,-5188.5,G,0.9540700709248172
3.135,797.0,5.72,-5186.4,G,0.9540700709248172
2.3,797.0,4.601811819,-5082.5,G,0.9540700709248172
2.3,797.0,10.38122447,-5121.0,G,0.9540700709248172
2.3,797.0,8.08801581,-5185.2,G,0.9540700709248172
2.428,797.0,12.92491623,-5118.5,G,0.9540700709248172
1.658,797.0,6.76689811,-5182.5,G,0.9540700709248172
2.3,797.0,1.7497835,-5085.5,G,0.9540700709248172
2.3,797.0,13.0601553001,-5173.36,G,0.9540700709248172
2.3,797.0,9.08233411,-5110.5,G,0.9540700709248172
10.53646,797.0,2.8997,-5183.5,G,0.9540700709248172
2.3,797.0,1.6329144309,-5069.5,G,0.9540700709248172
2.3,797.0,0.7698544607,-5082.52,G,0.9540700709248172
1.77,797.0,4.7559804,-5129.5,G,0.9540700709248172
2.3,797.0,4.58033354,-5178.31,G,0.9540700709248172
2.493,797.0,5.71542485,-5147.5,G,0.9540700709248172
1.56,797.0,2.019999,-5104.5,G,0.9540700709248172
2.416,797.0,10.3392924,-5173.5,G,0.9540700709248172
9.321,797.0,10.3392924,-5122.5,G,0.9540700709248172
2.238,797.0,10.3392924,-5106.5,G,0.9540700709248172
2.3,797.0,7.0630574902,-5132.5,G,0.9540700709248172
1.55,797.0,11.6092567,-5143.5,G,0.9540700709248172
2.264,797.0,10.3392924,-5214.5,G,0.9540700709248172
2.3,797.0,3.7153994196,-5191.5,G,0.9540700709248172
2.3,797.0,1.196548464,-5078.5,G,0.9540700709248172
1.77,797.0,1.729366467,-5170.5,G,0.9540700709248172
2.3,797.0,1.269091415,-5144.97,G,0.9540700709248172
2.3,797.0,4.9816816,-5198.5,G,0.9540700709248172
3.02,797.0,6.308205,-5188.5,G,0.9540700709248172
2.3,797.0,4.09803132,-5196.5,G,0.9540700709248172
2.05,797.0,7.06424,-5076.5,G,0.9540700709248172
4.09,797.0,9.439452,-5098.5,G,0.9540700709248172
10.076891,797.0,2.899736,-5183.5,G,0.9540700709248172
2.3,797.0,10.3392924,-5198.5,G,0.9540700709248172
2.3,797.0,13.0600399,-5173.36,G,0.9540700709248172
2.3,797.0,1.48224718,-5169.5,G,0.9540700709248172
2.3,797.0,6.6510425436,-5093.5,G,0.9540700709248172
2.3,797.0,11.1199028,-5121.13,G,0.9540700709248172
2.28,797.0,7.156804,-5158.5,G,0.9540700709248172
2.984,797.0,5.729328624,-5201.5,G,0.9540700709248172
2.9,797.0,10.37168453,-5097.5,G,0.9540700709248172
2.3,797.0,8.70420525,-5160.5,G,0.9540700709248172
2.3,797.0,1.0456064258,-5129.44,G,0.9540700709248172
1.667,797.0,10.3392924,-5173.5,G,0.9540700709248172
4.574,797.0,10.3392924,-5180.5,G,0.9540700709248172
2.119,797.0,10.3392924,-5175.5,G,0.9540700709248172
2.3,797.0,4.6018132238,-5082.5,G,0.9540700709248172
2.3,797.0,10.3392924,-5198.5,G,0.9540700709248172
1.753,797.0,3.20539833,-5078.5,G,0.9540700709248172
2.3,797.0,10.0887989503,-5152.5,G,0.9540700709248172
2.349,797.0,10.3392924,-5217.5,G,0.9540700709248172
1.816,797.0,10.3392924,-5182.5,G,0.9540700709248172
1.651,797.0,0.369,-5198.5,G,0.9540700709248172
2.3,797.0,6.17998508,-5219.96,G,0.9540700709248172
2.152,797.0,10.3392924,-5147.5,G,0.9540700709248172
2.3,797.0,12.3860474,-5137.0,G,0.9540700709248172
2.3,797.0,6.230335,-5172.5,G,0.9540700709248172
2.3,797.0,10.39986173,-5071.5,G,0.9540700709248172
2.3,797.0,8.47237911,-5173.5,G,0.9540700709248172
1.7,797.0,3.70062174,-5188.5,G,0.9540700709248172
2.161,797.0,10.38123451,-5119.5,G,0.9540700709248172
2.484,797.0,10.3392924,-5087.5,G,0.9540700709248172
2.3,797.0,3.7557271155,-5096.5,G,0.9540700709248172
2.3,797.0,0.971915957,-5215.31,G,0.9540700709248172
1.82,797.0,13.1829642,-5194.5,G,0.9540700709248172
3.46,797.0,4.180049552,-5170.5,G,0.9540700709248172
2.3,797.0,3.6014772659,-5091.5,G,0.9540700709248172
5.04,932.0,14.55731705,-5681.5,G,0.9539928389066615
2.49,941.0,15.41308581,-6213.5,G,0.9539928389066615
5.51,962.0,14.557339,-5640.5,G,0.9539928389066615
3.0,932.0,16.0049,-6714.5,G,0.9539928389066615
13.53006831,1012.99,14.57289854281,-6024.3,G,0.9539928389066615
7.93595834,917.0,14.334892,-5673.5,G,0.9539928389066615
2.903,955.0,14.749143,-5852.5,G,0.9539928389066615
2.72,955.0,15.77382794,-6281.5,G,0.9539928389066615
5.91629233,1320.95,0.980972,-4484.5,G,0.953895266641482
2.3,797.0,1.4444546276,-4995.5,G,0.9537948675117579
2.3,797.0,1.0637892018,-4967.48,G,0.9537948675117579
1.76,797.0,1.269090374,-5041.5,G,0.9537948675117579
2.3,797.0,0.7648646701,-5025.17,G,0.9537948675117579
14.23543,797.0,1.7497835,-4998.5,G,0.9537948675117579
2.3,797.0,0.634003002,-4991.5,G,0.9537948675117579
2.9858436,312.06,4.98991757887,-2938.5,G,0.9535389264457251
2.13418186,2008.02,0.36930571984,-5127.5,G,0.9533413581449369
20.82300689,1746.99,1.7476330451,-5120.5,G,0.9533413581449369
1.55,1848.0,0.567856484,-5071.5,G,0.9533413581449369
3.63967252,1284.92,2.1096804606,-5671.5,G,0.9531661035852871
3.6,1214.0,2.422084448,-5586.5,G,0.9531661035852871
1.91,1491.0,1.858703,-5548.5,G,0.9531661035852871
13.529263,1398.3,3.0566527,-5625.5,G,0.9531661035852871
12.89035,1244.0,4.187732,-5508.5,G,0.9531661035852871
3.69,1570.0,1.260259094,-5544.5,G,0.9531661035852871
3.57,1569.0,1.260258822,-5548.5,G,0.9531661035852871
14.83,1500.0,3.234723,-5645.5,G,0.9531661035852871
9.73,1579.0,1.625522174,-5537.5,G,0.9531661035852871
2.4,1167.0,5.3227406,-5676.5,G,0.9531661035852871
9.52765,1479.0,3.3769848,-5636.5,G,0.9531661035852871
3.62,1201.0,2.4220796,-5568.5,G,0.9531661035852871
2.03,1178.0,3.606941526,-5585.5,G,0.9531661035852871
9.785457,1324.0,3.583893,-5677.5,G,0.9531661035852871
2.54,1178.0,2.752359689,-5459.5,G,0.9531661035852871
12.28673887,1209.57,2.76676000983,-5344.5,G,0.9531661035852871
2.27,1097.0,3.148664534,-5256.5,G,0.9531661035852871
1.64,1282.0,2.215710358,-5415.5,G,0.9531661035852871
1.53,1211.0,3.247583,-5721.5,G,0.9531661035852871
1.53,1152.0,4.179393,-5568.5,G,0.9531661035852871
11.1,1162.0,4.708326542,-5558.5,G,0.9531661035852871
10.761,1440.0,3.57878087,-5518.5,G,0.9531661035852871
13.383546,1253.0,3.1810781,-5496.5,G,0.9531661035852871
2.28,1277.0,4.16811839,-5687.5,G,0.9531661035852871
1.61,1125.0,3.00725242,-5672.5,G,0.9531661035852871
2.06,1332.0,2.539183147,-5517.5,G,0.9531661035852871
10.42437,1178.0,5.817608,-5625.5,G,0.9531661035852871
1.58,1326.0,1.554003928,-5411.5,G,0.9531661035852871
12.01490883,1149.34,2.79747573594,-5475.5,G,0.9531661035852871
1.79,1116.0,2.237492,-5213.5,G,0.9531661035852871
1.65688484,1243.41,2.36916512782,-5392.5,G,0.9531661035852871
12.9674,1571.0,0.7920646,-5420.5,G,0.9531661035852871
18.04645893,1410.0,4.162734,-5708.5,G,0.9531661035852871
13.14068336,1307.33,1.95509315621,-5398.5,G,0.9531661035852871
1.61,1303.0,3.076508,-5706.5,G,0.9531661035852871
13.327501,1455.0,2.4706133738,-5611.5,G,0.9531661035852871
3.92,1271.0,1.902208556,-5436.5,G,0.9531661035852871
23.18,1205.0,2.522588632,-5589.5,G,0.9531661035852871
1.95,1616.0,3.5951,-5428.5,G,0.9531661035852871
15.27784069,1376.0,4.039709,-5719.5,G,0.9531661035852871
14.5727196,1461.62,3.94436676121,-5492.5,G,0.9531661035852871
16.6117094,1350.0,5.4233207,-5690.5,G,0.9531661035852871
12.67,1555.0,2.07276,-5638.5,G,0.9531661035852871
16.47723,1548.0,1.7429935,-5694.5,G,0.9531661035852871
14.4339,1461.0,2.9776446,-5701.5,G,0.9531661035852871
1.61,1253.0,3.07644709,-5668.5,G,0.9531661035852871
14.27761841,1552.67,3.46549525168,-5568.8,G,0.9531661035852871
1.88,1592.0,1.541676547,-5531.5,G,0.9531661035852871
1.77,1190.0,2.936587946,-5453.5,G,0.9531661035852871
14.95447888,1391.58,4.01357004878,-5677.5,G,0.9531661035852871
3163.54,1143.0,3.035208688,-5503.5,G,0.9531661035852871
13.585,1384.0,3.257215,-5678.5,G,0.9531661035852871
13.35263443,1374.48,5.08433397784,-5691.0,G,0.9531661035852871
11.81430948,1134.31,3.27711178761,-5449.5,G,0.9531661035852871
3.10801631,1217.65,3.18377891634,-5498.5,G,0.9531661035852871
10.05,1436.0,1.855557556,-5655.5,G,0.9531661035852871
11.37324393,1419.31,1.90250318292,-5462.7,G,0.9531661035852871
12.767051,1413.4,2.350621,-5585.5,G,0.9531661035852871
11.02963701,1170.0,3.8212867,-5548.5,G,0.9531661035852871
15.27978692,1113.83,4.70824138736,-5488.5,G,0.9531661035852871
2.64301,1113.0,4.2403543,-5668.5,G,0.9531661035852871
11.09689089,1211.0,4.631296,-5688.5,G,0.9531661035852871
13.204202,1242.0,3.05240154,-5544.5,G,0.9531661035852871
14.000041,1437.0,2.8126548,-5698.5,G,0.9531661035852871
13.4185,1522.0,3.1106751,-5659.0,G,0.9531661035852871
13.5,1650.0,1.4,-5498.5,G,0.9531661035852871
13.473218,1638.0,1.6096884,-5498.5,G,0.9531661035852871
2.11,1165.0,3.504687554,-5354.5,G,0.9531661035852871
1.58,1217.0,3.53796,-5287.5,G,0.9531661035852871
10.55297726,1136.3,3.2175184283,-5547.5,G,0.9531661035852871
4.96846551,1203.44,2.6998279,-5386.5,G,0.9531661035852871
14.8,1561.0,1.485710952,-5622.5,G,0.9531661035852871
1.69,1123.0,3.11602791,-5589.5,G,0.9531661035852871
1.81,1107.0,3.42063861,-5483.5,G,0.9531661035852871
12.106,1283.0,3.21222,-5300.5,G,0.9531661035852871
2.58606487,1124.85,3.945152,-5595.5,G,0.9531661035852871
2.59639,1267.0,2.1408063,-5370.5,G,0.9531661035852871
2.21,1253.0,2.940304111,-5581.5,G,0.9531661035852871
13.361,1605.0,2.6843285,-5558.5,G,0.9531661035852871
1.8,1400.0,0.84742346,-5462.5,G,0.9531661035852871
11.76945,1338.0,2.83891856,-5598.5,G,0.9531661035852871
14.4797,1331.0,3.3326812,-5643.5,G,0.9531661035852871
1.55,1167.0,2.936526966,-5625.5,G,0.9531661035852871
14.68379,1638.0,1.306187,-5648.5,G,0.9531661035852871
2.55,1513.0,1.931559839,-5640.5,G,0.9531661035852871
5.95,1211.0,3.573203671,-5644.5,G,0.9531661035852871
5.33,1360.0,4.733999,-5597.5,G,0.9531661035852871
1.88,1385.0,3.856918547,-5475.5,G,0.9531661035852871
2.55,1513.0,1.931559839,-5640.5,G,0.9531661035852871
14.48,1562.0,1.485710994,-5622.5,G,0.9531661035852871
15.35633,1400.0,4.178062,-5618.5,G,0.9531661035852871
13.78707,1429.0,2.5495551,-5657.5,G,0.9531661035852871
2.59,1120.0,3.76182115,-5651.5,G,0.9531661035852871
11.119328,1328.0,2.615864,-5338.5,G,0.9531661035852871
12.58768533,1277.8,4.1419771,-5676.5,G,0.9531661035852871
1.88,1385.0,3.856918547,-5475.5,G,0.9531661035852871
3.69,1570.0,1.260259094,-5544.5,G,0.9531661035852871
1.65,1123.0,4.168078,-5552.5,G,0.9531661035852871
8.7,1524.0,1.62552343,-5610.5,G,0.9531661035852871
3163.54,1143.0,3.035208688,-5503.5,G,0.9531661035852871
13.159366,1636.0,1.43036763,-5598.5,G,0.9531661035852871
12.14160424,1171.96,3.57875698546,-5481.09,G,0.9531661035852871
12.4249,1289.0,4.1244833,-5632.5,G,0.9531661035852871
1.79,1201.0,2.936497,-5680.5,G,0.9531661035852871
2.21,1253.0,2.940304111,-5581.5,G,0.9531661035852871
12.1616,1259.0,4.1591488,-5574.5,G,0.9531661035852871
1.507,797.0,1.59295975,-5611.5,G,0.9521760694211013
1.75,1665.0,1.078390352,-5323.5,G,0.9520813298301011
1.57,807.0,4.6035613,-4780.5,G,0.9519465870436676
2.26,807.0,6.400147394,-5292.5,G,0.9519465870436676
2.26,807.0,6.400147394,-5292.5,G,0.9519465870436676
2.23,806.0,14.40094471,-6093.5,G,0.9519465870436676
1.72,806.0,10.22215697,-5673.5,G,0.9519465870436676
1.51,410.0,13.7815,-3839.5,G,0.9519338807360432
2.3,797.0,3.8137291635,-5222.5,G,0.9518723029315417
13.3674,1061.0,1.540776,-4232.5,G,0.9517983759843334
14.247,1689.0,1.5732918,-5398.5,G,0.9515534028713095
15.41128052,1032.63,4.11177308956,-5423.3,G,0.9515381423833645
1.78,971.0,5.71462396,-5342.5,G,0.9515381423833645
1.52,1238.0,3.749100061,-5733.5,G,0.9515381423833645
2.9,1003.0,2.935346,-4747.5,G,0.9515381423833645
2.11,972.0,7.305706326,-5618.5,G,0.9515381423833645
1.8,1090.0,3.27645,-5572.5,G,0.9515381423833645
1.67823,1162.0,0.9263237,-3571.5,G,0.9514433203628253
1.54,797.0,0.577369579,-5061.5,G,0.9513062984565451
2.24,805.0,13.0939051,-5879.5,G,0.9508542637389891
1.91,805.0,15.18701,-6164.5,G,0.9508542637389891
3.54139,1932.0,0.76566,-5309.5,G,0.9499693193468595
2.08,1958.0,0.7365437,-5232.5,G,0.9499693193468595
1.66,827.0,16.10519,-6050.5,G,0.9491241573564781
2.2,810.0,14.401041,-6096.5,G,0.9491241573564781
1.61,1652.0,1.063788673,-5263.5,G,0.9486027058895266
1.61,1650.0,1.06378861,-5263.5,G,0.9486027058895266
4.37490943,1609.57,0.8831279,-5149.9,G,0.946974744687604
1.74727133,1288.74,0.78276495408,-4097.5,G,0.9467983759843334
3.01287,855.0,1.5080197,-4006.5,G,0.9424524513255323
2.018,999.0,1.548352,-4167.5,G,0.9417983759843334
1.51,797.0,7.113702,-3566.5,G,0.9405719467273563
1.502,797.0,4.14451776,-4916.5,G,0.9357196525427688
1.51,810.0,4.603575293,-4781.5,G,0.924124157356478
1.51,886.0,13.3997555,-6399.5,G,0.9215381423833645
2.3,797.0,0.75215,-5611.5,M,0.9011979028312368
1.51,398.0,51.1658019,-4961.5,G,0.885
1.504,1478.0,1.0528573,-4685.5,K,0.8837671018266764
1.51,697.0,2.57653594,-3814.5,M,0.7608477329126961
1.5,797.0,384.843022,-5890.5,G,0.23
1.21,1133.0,0.764597,-4087.5,K,0.1861629832393472
1.166,1617.0,0.548177,-4438.5,K,0.18376710182667644
1.11,797.0,129.9459,-3786.5,M,0.175
1.44,1035.01,1.208974,-4234.5,K,0.1659225476061704
1.45,2537.0,1.138548215,-6518.5,G,0.14072973320965196
0.99,553.0,7.975292,-4497.5,K,0.13724201934964428
1.194,536.0,21.803855,-4888.5,K,0.10724201934964428
1.11,720.0,3.07216597,-4038.5,M,0.09396593358732637
1.461,797.0,267.29,-5060.5,G,0.09
1.137,630.0,12.1621839,-4682.5,K,0.08224201934964429
1.48,797.0,34.14204,-3570.5,G,0.08203018124814088
1.309,797.0,3.0723,-4538.5,K,0.07943978734291987
1.26,465.0,6.73880005,-3680.5,M,0.07724201934964428
1.21,470.0,7.26733017,-3759.5,M,0.07224201934964429
1.34,212.0,86.82974,-3575.5,G,0.06
0.741,797.0,9.740486,-5044.5,K,0.05943978734291987
1.315,1127.0,2.467583,-4794.5,K,0.05876710182667644
1.43,802.0,13.6823798,-6100.5,G,0.055725756986610905
1.48912557,797.0,25.88599968,-5188.5,G,0.052176069421101354
1.41,796.0,6.0703203,-5074.5,G,0.05125954955399788
1.41,796.0,6.0703203,-5074.5,G,0.05125954955399788
1.17,797.0,4.38536461,-5253.5,G,0.04984757201400539
0.81,797.0,7.41557859,-4513.5,G,0.04957061912796393
1.47777541,420.93,10.21501679267,-3761.5,G,0.04929386060546447
1.19099998,797.0,1.090039968,-5079.5,G,0.04907007092481724
0.852,797.0,13.0600422,-5126.5,G,0.04907007092481724
1.413,797.0,2.818160057,-5165.5,G,0.04907007092481724
0.863,797.0,10.3392924,-5077.5,G,0.04907007092481724
1.481,797.0,2.936526966,-5215.5,G,0.04907007092481724
1.18,797.0,1.444453798,-5077.5,G,0.04907007092481724
1.075,797.0,10.3392924,-5071.5,G,0.04907007092481724
1.49,797.0,3.9466141,-5119.5,G,0.04907007092481724
1.36,797.0,12.3102846,-5096.5,G,0.04907007092481724
1.456,797.0,13.02678441,-5079.5,G,0.04907007092481724
0.698,797.0,10.3392924,-5090.5,G,0.04907007092481724
1.12,797.0,1.632918853,-5130.5,G,0.04907007092481724
1.423,797.0,10.3392924,-5070.5,G,0.04907007092481724
1.089,797.0,10.3392924,-5174.5,G,0.04907007092481724
0.86,797.0,10.05537,-5210.5,G,0.04907007092481724
1.17,797.0,1.6329,-5206.5,G,0.04907007092481724
1.238,797.0,6.04045294,-5192.5,G,0.04907007092481724
1.4,797.0,4.580358,-5103.5,G,0.04907007092481724
0.919,797.0,0.638163204,-5077.5,G,0.04907007092481724
1.12,797.0,3.97599768,-5181.5,G,0.04907007092481724
1.196,797.0,2.685057492,-5131.5,G,0.04907007092481724
1.238,797.0,10.3392924,-5111.5,G,0.04907007092481724
1.46,797.0,3.763024,-5104.5,G,0.04907007092481724
1.197,797.0,0.584,-5183.5,G,0.04907007092481724
0.681,797.0,3.50470358,-5090.5,G,0.04907007092481724
1.33,797.0,2.237492751,-5097.5,G,0.04907007092481724
1.462,797.0,10.3392924,-5212.5,G,0.04907007092481724
1.41,797.0,0.683684256,-4974.5,G,0.04879486751175797
1.32,802.0,6.69960006,-5278.5,G,0.048397259579514934
1.32,802.0,6.69960006,-5278.5,G,0.048397259579514934
1.38,435.0,22.47697,-4670.5,G,0.04822087387105395
1.12,512.0,16.30177,-4759.5,G,0.04822087387105395
1.48,797.0,14.5123099,-5203.5,G,0.04809133899498669
1.03,797.0,11.41945387,-4555.5,G,0.048000682449657696
1.466,797.0,10.3392924,-4866.5,G,0.047324698252450705
1.39,797.0,8.04133834,-4660.91,G,0.047324698252450705
1.077,797.0,23.6225913,-5648.5,G,0.047176069421101356
1.115,797.0,10.3392924,-5648.5,G,0.047176069421101356
1.311,797.0,14.6134251,-6328.5,G,0.0469221163723898
0.859,797.0,3.82316376,-6244.5,G,0.0469221163723898
1.32,797.0,13.39152873,-6335.5,G,0.0469221163723898
1.02,797.0,6.76284377,-6264.5,G,0.0469221163723898
1.459,797.0,7.05675289,-6419.5,G,0.0469221163723898
0.992,797.0,13.39152873,-6344.5,G,0.0469221163723898
1.367,797.0,8.05333618,-6249.5,G,0.0469221163723898
1.41,797.0,1.078390352,-5224.5,G,0.046872302931541654
1.3643987,797.0,2.849883,-5231.5,G,0.046872302931541654
1.43,797.0,8.83922659,-5234.5,G,0.046872302931541654
1.382,797.0,10.3392924,-5043.5,G,0.046306298456545145
1.37,797.0,4.144495,-4983.5,G,0.046306298456545145
1.478,797.0,10.3392924,-5065.5,G,0.046306298456545145
1.132,797.0,5.60401852,-4981.5,G,0.046306298456545145
1.38,797.0,5.714890717,-4965.5,G,0.046306298456545145
0.73,797.0,3.410493,-4982.5,G,0.046306298456545145
0.73022577,797.0,7.281690121,-4968.5,G,0.046306298456545145
1.11,797.0,10.3392924,-4953.5,G,0.046306298456545145
1.003,797.0,3.25058053,-5044.5,G,0.046306298456545145
1.307,797.0,10.3392924,-4985.5,G,0.046306298456545145
0.975,797.0,10.3392924,-5005.5,G,0.046306298456545145
1.13,797.0,3.250619,-4995.5,G,0.046306298456545145
1.087,797.0,4.14808732,-5005.5,G,0.046306298456545145
0.664,797.0,3.10763873,-5017.5,G,0.046306298456545145
1.21,797.0,7.62634063,-5006.5,G,0.046306298456545145
1.26,797.0,2.853133644,-5041.5,G,0.046306298456545145
1.075,797.0,10.3392924,-4999.5,G,0.046306298456545145
1.23923346,797.0,27.21080017,-5971.5,G,0.04623571612733981
1.19,559.0,25.2149143,-5433.5,G,0.045984646339326044
1.47199944,797.0,2.355750084,-4913.5,G,0.045719652542768795
1.12,410.0,68.95803,-5363.5,G,0.045
1.37,797.0,0.4465688,-5324.5,G,0.04484757201400539
1.32578716,797.0,11.39169979,-5555.5,G,0.04484757201400539
0.78,797.0,4.29264638,-5519.5,G,0.04484757201400539
0.79,797.0,6.73811219,-5268.5,G,0.04484757201400539
0.845,797.0,10.3392924,-5348.5,G,0.04484757201400539
1.04,797.0,1.450886907,-5543.5,G,0.04484757201400539
0.73,797.0,3.4462039,-5359.5,G,0.04484757201400539
1.329,797.0,10.3392924,-5267.5,G,0.04484757201400539
1.0,797.0,10.32738017,-5526.5,G,0.04484757201400539
1.19,797.0,9.10967112,-5414.5,G,0.04484757201400539
1.37,797.0,10.9295461,-5555.5,G,0.04484757201400539
1.41,797.0,2.58082149,-5280.5,G,0.04484757201400539
1.21,797.0,3.179262921,-5484.5,G,0.04484757201400539
0.669,797.0,10.3392924,-5468.5,G,0.04484757201400539
1.02,797.0,6.47027579,-5485.5,G,0.04484757201400539
0.87,797.0,5.99273738,-5562.5,G,0.04484757201400539
1.11,797.0,4.79028459,-5610.5,G,0.04484757201400539
1.48,797.0,3.137848829,-5376.5,G,0.04484757201400539
1.12,797.0,6.186676,-5409.5,G,0.04484757201400539
1.389,797.0,10.3392924,-5448.5,G,0.04484757201400539
1.491,797.0,10.3392924,-5323.5,G,0.04484757201400539
1.19,797.0,0.6693124,-5485.5,G,0.04484757201400539
1.439,797.0,5.42587228,-5582.5,G,0.04484757201400539
1.292,797.0,10.3392924,-5507.5,G,0.04484757201400539
1.354,797.0,10.3392924,-5294.5,G,0.04484757201400539
1.3,797.0,6.40087618,-5473.5,G,0.04484757201400539
1.48,797.0,12.16281552,-5441.5,G,0.04484757201400539
1.219,797.0,10.3392924,-5516.5,G,0.04484757201400539
1.27,797.0,3.137873,-5331.5,G,0.04484757201400539
0.67,797.0,5.24972541,-5468.5,G,0.04484757201400539
1.33,797.0,2.51462432,-5520.5,G,0.04484757201400539
1.483,797.0,10.3392924,-5592.5,G,0.04484757201400539
1.32,797.0,1.045622658,-5429.5,G,0.04484757201400539
0.928,797.0,2.416601183,-5603.5,G,0.04484757201400539
1.165,797.0,10.3392924,-5554.5,G,0.04484757201400539
1.37,797.0,3.468095,-5578.5,G,0.04484757201400539
1.01,797.0,3.856918547,-5343.5,G,0.04484757201400539
0.87,797.0,13.0600422,-5268.5,G,0.04484757201400539
1.391,797.0,5.91428767,-5557.5,G,0.04484757201400539
