pl_rade,pl_eqt,pl_orbper,stellar_compatibility,st_spectype_simple,Habitability_Probability
1.64,302.0,99.25095,-5081.5,G,1.0
2.3,797.0,529.93,-4885.5,K,1.0
3.96,797.0,160.018032,-5379.5,G,1.0
9.16894621,995.3,8.3249113,-5993.5,F,1.0
2.3,797.0,577.90002,-4755.5,G,1.0
2.3,797.0,2460.0,-5611.5,G,1.0
2.355,578.0,45.294301,-5706.5,G,1.0
2.3,797.0,52.6614724305,-4337.68,G,1.0
1.87,797.0,66.5579057,-6225.5,G,1.0
2.7,797.0,42.913751,-6099.5,G,1.0
7.231,797.0,52.09081602,-6387.5,G,1.0
2.3,797.0,1362.3,-5558.5,G,1.0
2.3,797.0,1916.25,-5611.5,G,1.0
6.43,313.0,219.3217528,-6061.5,G,1.0
2.3,797.0,672.1,-3933.5,M,1.0
2.3,797.0,54.41605504,-6687.95,G,1.0
2.3,797.0,2208.0,-5735.5,G,1.0
2.3,797.0,51.20690303,-5389.5,G,1.0
16.14096,1780.0,3.31392,-6028.5,F,1.0
3.81,466.0,54.1561078,-5796.5,G,1.0
2.48,463.0,76.613377,-6168.5,G,1.0
2.3,797.0,47.0563327,-5374.5,G,1.0
2.76,797.0,47.9872764,-5651.5,G,1.0
14.067295,1404.5,5.857487,-6253.5,F,1.0
2.3,797.0,649.0,-5611.5,G,1.0
2.3,797.0,67.66839478,-5658.87,G,1.0
11.007238,797.0,5.63341,-6288.5,F,1.0
3.9,500.0,67.0935,-5978.5,G,1.0
1.97,343.0,138.9442,-6047.5,G,1.0
2.3,797.0,67.8587847844,-5927.23,G,1.0
2.57,350.0,124.827797,-5347.5,G,1.0
2.3,797.0,122.4,-5611.5,G,1.0
2.3,797.0,3140.0,-5910.5,G,1.0
2.3,797.0,733.0,-4532.5,G,1.0
2.3,797.0,46.7162336,-5729.5,G,1.0
2.3,797.0,42.4729078,-5667.5,G,1.0
2.51,273.0,234.635379,-5733.5,G,1.0
3.441,797.0,62.3027873,-5664.5,G,1.0
2.3,797.0,1532.0,-5438.5,G,1.0
2.21,468.0,40.60709,-5575.5,G,1.0
14.94,797.0,4.0460654,-5611.5,F,1.0
6.00434637,797.0,205.9120026,-5642.5,G,1.0
2.88,522.0,59.7711437,-6212.5,G,1.0
2.23,467.0,81.0634942,-6386.5,G,1.0
3.49,531.0,42.99255302,-5577.5,G,1.0
2.3,797.0,50.790346,-5611.5,G,1.0
2.3,797.0,215.5,-6048.5,F,1.0
2.3,797.0,3990.0,-6094.5,F,1.0
3.39,411.0,83.4886218,-5908.5,G,1.0
2.28,797.0,96.9151496,-5225.5,G,1.0
6.01,295.0,135.4978256,-5305.5,G,1.0
2.3,797.0,151.8851881,-6239.01,G,1.0
2.46,340.0,109.6471842,-5647.5,G,1.0
3.46,354.0,58.0198583,-4918.5,G,1.0
2.845,797.0,46.6858024,-5611.5,G,1.0
2.3,797.0,988.8811177,-5723.52,G,1.0
20.51243468,2182.0,10.3392924,-5611.5,F,1.0
2.3,797.0,2151.0,-5948.5,G,1.0
8.89,797.0,52.75875577,-5952.5,G,1.0
2.3,797.0,92.74812144,-4248.5,G,1.0
2.19,317.0,56.5735997,-4512.5,G,1.0
2.3,797.0,46.734,-4815.64,G,1.0
2.3,797.0,210.59334066,-6029.63,G,1.0
2.01,431.0,66.1849031,-5891.5,G,1.0
2.5,458.0,46.9025112,-5400.5,G,1.0
10.6,612.0,50.79034648,-6161.5,G,1.0
2.46,340.0,109.6471842,-5647.5,G,1.0
2.3,797.0,7586.0,-5611.5,G,1.0
2.81299996,797.0,92.72949982,-4578.5,G,1.0
2.3,797.0,2280.4,-5611.5,G,1.0
2.3,797.0,916.0,-4859.5,K,1.0
2.27,797.0,96.16987,-5067.5,G,1.0
2.3,797.0,133.6,-4834.3,G,1.0
3.71,270.0,453.543999,-6107.5,G,1.0
2.3,797.0,3000.0,-5474.5,G,1.0
2.94,448.0,85.7357202,-6094.5,G,1.0
2.3,797.0,406.0,-29562.5,G,1.0
3.5,392.0,105.6551369,-6058.5,G,1.0
1.94,523.0,47.3126192,-6033.5,G,1.0
2.3,797.0,54.1562671568,-5410.5,G,1.0
14.68376472,1566.0,10.3392924,-5611.5,F,1.0
4.13,643.0,55.99712,-6187.5,F,1.0
2.5,386.0,92.8756,-5816.5,G,1.0
2.3,797.0,695.36,-3491.23,G,1.0
2.97,473.0,84.703921,-6284.5,G,1.0
13.89916,1400.0,3.37265,-6048.5,F,1.0
2.3,797.0,47.4278332173,-5166.5,G,1.0
2.3,797.0,1075.3799,-5611.5,G,1.0
2.3,797.0,140.10244895,-6248.78,G,1.0
2.3,797.0,395.4,-5611.5,G,1.0
2.3,797.0,80.87226268,-5538.5,G,1.0
2.82,797.0,86.1150888,-5662.5,G,1.0
2.98,166.0,364.758031,-4384.5,G,1.0
2.3,797.0,25775.78859,-5611.5,G,1.0
3.21,230.0,210.630591,-4903.5,G,1.0
2.39,517.0,46.8779367,-5788.5,G,1.0
2.3,797.0,151.88558569,-6239.01,G,1.0
2.3,797.0,1935.571324,-5611.5,G,1.0
2.3,797.0,44000.0,-5611.5,G,1.0
5.7,542.0,52.09081602,-6386.5,G,1.0
2.29,319.0,52.66187,-4524.5,G,1.0
2.399,797.0,89.722292,-6312.5,G,1.0
2.3,797.0,3972.0,-5244.5,G,1.0
2.3,797.0,55.1866241,-6201.93,G,1.0
4.3,1102.0,10.13675,-6118.5,F,1.0
2.3,797.0,1353.6,-5611.5,G,1.0
2.3,797.0,46.90273122,-5287.5,G,1.0
2.3,797.0,16000.0,-5611.5,G,1.0
2.3,797.0,21.05652,-6362.5,F,1.0
6.34,423.0,85.3162004,-6044.5,G,1.0
2.67,797.0,60.92832271,-5688.5,G,1.0
2.52,344.0,135.1898,-5712.5,G,1.0
13.540472,1571.0,3.0652907,-6227.5,F,1.0
2.96,478.0,55.63934,-5947.5,G,1.0
4.59,524.0,126.55719,-6499.5,G,1.0
2.3,797.0,148.27201,-5611.5,G,1.0
2.3,797.0,57.325,-5153.5,G,1.0
2.3,797.0,59.3627946,-5685.1,G,1.0
2.3,797.0,499.39999,-6122.5,G,1.0
2.3,797.0,48.0506878,-5611.5,G,1.0
7.67,333.0,224.7789355,-5871.5,G,1.0
2.5,363.0,135.1878234,-5710.5,G,1.0
2.6,797.0,45.1263042,-6196.5,G,1.0
3.44,486.0,59.6225257,-6106.5,G,1.0
15.177,1473.0,3.40884,-6082.5,F,1.0
2.3,797.0,150.8783198,-6130.45,G,1.0
2.3,797.0,653.22,-5923.5,G,1.0
10.74,367.0,130.17746603,-6044.5,G,1.0
2.3,1239.0,6.584,-6194.5,F,1.0
3.33,448.0,56.476167,-5793.5,G,1.0
3.0,585.0,40.71652,-6315.5,G,1.0
2.3,797.0,58.601926,-5869.66,G,1.0
2.88,522.0,59.7711437,-6212.5,G,1.0
2.3,797.0,555.1,-4740.5,G,1.0
13.1,797.0,60.332,-5611.5,G,1.0
2.3,797.0,606.4,-5611.5,K,1.0
2.3,797.0,2041.11539,-5611.5,G,1.0
6.06,876.0,59.3627199,-5895.5,G,1.0
2.75,471.0,76.5369586,-6238.5,G,1.0
1.87,271.0,52.6615266,-3982.5,G,1.0
2.3,797.0,1696.7,-5659.68,G,1.0
7.52,323.0,224.7782093,-5904.5,G,1.0
2.3,797.0,442.19,-5536.5,G,1.0
2.3,797.0,260.91,-5248.5,G,1.0
2.3,797.0,40.80957343,-6134.5,G,1.0
3.23,414.0,103.427188,-6192.5,G,1.0
2.16,393.0,94.2887577,-5797.5,G,1.0
9.04,545.0,52.75875577,-6242.5,G,1.0
2.3,797.0,4191.0,-5611.5,G,1.0
3.23,414.0,103.427188,-6192.5,G,1.0
4.21,797.0,88.40655258,-5414.5,G,1.0
16.510857,1880.0,3.6112706,-6448.5,F,1.0
2.24,797.0,178.1396,-5429.5,G,1.0
2.3,797.0,48.6470353898,-5744.5,G,1.0
4.15,797.0,265.469335,-5794.5,G,1.0
2.3,797.0,388.0,-6248.5,F,1.0
3.367,797.0,42.4267342,-5323.5,G,1.0
18.97680433,1666.0,4.6615983,-6848.5,F,1.0
2.04,469.0,42.19301,-5637.5,G,1.0
6.5,797.0,127.9075774,-5806.5,G,1.0
2.3,797.0,78.5461106,-5716.97,G,1.0
2.55,797.0,82.20017,-5768.5,G,1.0
2.3,797.0,48.1,-6197.5,G,1.0
2.3,797.0,136.97,-4839.5,K,1.0
2.51,578.0,48.63057,-6167.5,G,1.0
1.659,797.0,199.664537,-5642.5,G,1.0
2.02,471.0,66.373379,-6137.5,G,1.0
2.3,797.0,52.069002,-5731.5,G,1.0
2.3,797.0,81.06379,-5611.5,G,1.0
2.3,797.0,77.25562525,-6576.52,G,1.0
2.27,325.0,88.0712696,-5124.5,G,1.0
2.3,797.0,2502.0,-5611.5,G,1.0
1.97488372,355.22,79.58399946872,-5389.5,G,1.0
2.3,797.0,433.7,-4311.0,G,1.0
2.3,797.0,168.80998904,-4785.5,G,1.0
2.08,436.0,52.6298417,-5612.5,G,1.0
3.82,797.0,65.6488341,-5754.5,G,1.0
2.2,797.0,44.552169,-6029.5,G,1.0
3.33,797.0,118.3807,-5661.5,G,1.0
2.3,797.0,588.8,-5550.5,G,1.0
14.01122587,1429.2,9350.0,-5611.5,F,1.0
2.3,797.0,466.0,-5958.5,G,1.0
2.3,797.0,14965.0,-7293.5,G,1.0
1.87,240.0,92.7495777,-4139.5,G,1.0
2.3,797.0,44.9306706,-6223.48,G,1.0
2.3,797.0,40.9905002,-5880.5,G,1.0
2.3,797.0,2135.0,-5611.5,G,1.0
2.3,797.0,3626.0,-5611.5,G,1.0
2.42,340.0,134.2527298,-5971.5,G,1.0
2.3,797.0,12085.45186,-5611.5,G,1.0
2.3,380.0,223.8,-6271.5,F,1.0
3.0,477.0,81.0632,-6403.5,G,1.0
2.75,471.0,76.5369586,-6238.5,G,1.0
2.773,797.0,83.4463335,-6095.5,G,1.0
3.92,691.0,41.0283424,-5898.5,G,1.0
2.3,797.0,52.815029968,-5729.5,G,1.0
2.3,797.0,6739.323,-5611.5,G,1.0
13.56289,1540.0,3.310651,-5898.5,F,1.0
2.3,797.0,5062.0,-6030.5,F,1.0
11.88151954,906.0,20.33003,-6298.5,F,1.0
2.3,797.0,625.09,-5874.49,G,1.0
2.3,797.0,3448.0,-3538.5,M,1.0
6.332,797.0,144.547396,-5435.5,G,1.0
2.44,459.0,49.5675359,-5731.5,G,1.0
2.85,202.0,213.257663,-4474.5,G,1.0
10.194,797.0,86.67855186,-5846.5,G,1.0
2.3,797.0,1980.0,-5611.5,G,1.0
2.3,797.0,326.0,-4976.5,G,1.0
2.3,797.0,116.688,-5493.5,G,1.0
3.58,797.0,51.755394,-5709.5,G,1.0
2.3,797.0,234.24231655,-6029.5,G,1.0
2.3,797.0,1569.81,-5073.5,G,1.0
2.3,797.0,77.2550726,-6576.52,G,1.0
2.3,797.0,3268.56,-4805.5,K,1.0
3.30422249,797.0,147.974,-5752.5,G,1.0
12.88,411.0,60.32488611,-5483.5,G,1.0
8.0,378.0,98.7187,-5864.5,G,1.0
2.3,797.0,114.33930495,-5824.5,G,1.0
1.95,355.0,57.2932309,-4804.5,G,1.0
18.528,1759.0,3.6936411,-6098.5,F,1.0
2.3,797.0,7520.0,-5611.5,G,1.0
5.93747806,797.0,148.2720032,-5715.5,G,1.0
2.3,797.0,46.8789559984,-5686.5,G,1.0
2.3,797.0,2280.0,-5919.5,G,1.0
3.61,709.0,42.88247951,-6141.5,G,1.0
2.3,797.0,2093.07,-6035.5,G,1.0
2.3,797.0,9100.0,-5611.5,G,1.0
4.22,407.0,105.6552651,-5739.5,G,1.0
1.96,797.0,49.28,-5611.5,G,1.0
2.27,797.0,41.008011,-5309.5,G,1.0
1.77,797.0,99.2530951,-5076.5,G,1.0
3.46,797.0,56.476167,-5549.5,G,1.0
4.27,397.0,88.40655258,-5686.5,G,1.0
2.3,797.0,70.9672087,-5796.31,G,1.0
2.3,797.0,4352.0,-5611.5,K,1.0
2.3,797.0,4700.0,-5611.5,G,1.0
2.80982017,797.0,65.9409,-5710.5,G,1.0
2.3,797.0,492.569,-5611.5,G,1.0
2.3,797.0,2892.2,-5536.18,G,1.0
2.3,797.0,62.92279994,-5560.5,G,1.0
11.2,797.0,198.856,-6048.5,F,1.0
2.3,797.0,213.72,-5129.5,G,1.0
11.307,797.0,125.86543389,-5987.5,G,1.0
2.3,797.0,8503.0,-5611.5,G,1.0
4.06,496.0,67.0932997,-5987.5,G,1.0
3.3,797.0,47.0569043,-5330.5,G,1.0
2.3,797.0,1019.74,-6115.5,G,1.0
1.58,375.0,108.593329,-6104.5,G,1.0
2.36,483.0,51.75627,-5709.5,G,1.0
2.3,797.0,5094.105,-5611.5,G,1.0
2.3,797.0,2455.0,-5611.5,G,1.0
6.04,486.0,53.44945593,-5917.5,G,1.0
2.3,797.0,68.88687825,-5669.08,G,1.0
2.3,797.0,1915.0,-5611.5,M,1.0
2.3,797.0,3586.86089,-5611.5,G,1.0
2.3,797.0,131.187921,-4678.32,G,1.0
2.3,797.0,71.511,-5666.5,G,1.0
2.22186207,797.0,169.134,-5144.5,G,1.0
3.38,797.0,56.47542,-5795.5,G,1.0
2.3,219.6,55.661,-3503.5,M,1.0
2.3,797.0,692.9,-5611.5,M,1.0
2.3,797.0,1100.8,-5611.5,G,1.0
16.869545,1721.0,3.899052,-5939.5,F,1.0
2.87,442.0,76.4217472,-6089.5,G,1.0
1.9,797.0,46.18428829,-4072.5,G,1.0
2.29,462.0,65.6462,-5816.5,G,1.0
3.96,413.0,90.4117992,-6002.5,G,1.0
2.87,442.0,76.4217472,-6089.5,G,1.0
2.3,797.0,120.018626466,-6467.63,G,1.0
2.3,797.0,83.44629501,-6003.81,G,1.0
2.7,463.0,55.63765,-5906.5,G,1.0
11.32107051,348.0,260.79,-5693.5,G,1.0
2.91,474.0,76.7325168,-6195.5,G,1.0
2.3,797.0,1170.0,-29298.5,G,1.0
10.89,294.0,331.5972732,-5968.5,G,1.0
2.37,489.0,41.6977827,-5735.5,G,1.0
3.85,797.0,41.194912,-5118.5,G,1.0
2.3,797.0,1121.79,-5842.5,G,1.0
3.43591025,520.71,84.26076445013,-6319.5,G,1.0
2.3,797.0,577.9,-4755.5,K,1.0
2.15,407.0,122.358116,-5996.5,G,1.0
3.15,797.0,67.0932997,-5707.5,G,1.0
2.3,797.0,85.272459,-5611.5,G,1.0
2.3,797.0,41.6976799013,-5458.5,G,1.0
2.3,797.0,44.9977604,-5826.85,G,1.0
3.36,685.0,40.6994443,-6417.5,G,1.0
6.46,616.0,47.14840805,-5087.5,G,1.0
2.3,797.0,7596.0,-4987.5,K,1.0
1.56,251.0,60.866168,-3901.5,G,1.0
2.3,797.0,441.2,-5933.5,G,1.0
1.96,797.0,49.6077331,-5211.5,G,1.0
2.7,384.0,87.9732136,-5819.5,G,1.0
2.3,797.0,1854.6,-6213.5,G,1.0
2.3,797.0,18538.79293,-5611.5,G,1.0
2.3,797.0,241.52,-5611.5,F,1.0
2.3,797.0,841.4,-5489.5,G,1.0
21.01683881,2492.0,1.902603,-7298.5,F,1.0
11.99363,1397.0,10.62656,-6259.5,F,1.0
2.39,477.0,52.713494,-5786.5,G,1.0
2.3,797.0,81.0644826747,-6296.64,G,1.0
2.6,199.0,213.2567,-4502.5,G,1.0
2.3,797.0,54.319962,-5611.5,G,1.0
1.66,429.0,55.3285813,-5527.5,G,1.0
2.3,797.0,91.07862718,-5660.5,G,1.0
3.11,797.0,213.257663,-4596.5,G,1.0
2.36,390.0,60.4189369,-5352.5,G,1.0
3.37,413.0,90.4113556,-6002.5,G,1.0
2.3,797.0,126.55719,-6396.29,G,1.0
2.3,797.0,47.7045936,-4705.04,G,1.0
11.276254,676.0,48.36685,-6300.5,G,1.0
8.03,401.0,127.905412,-5749.5,G,1.0
2.3,797.0,227.0,-6062.5,G,1.0
2.74,503.0,47.1611696,-5934.5,G,1.0
2.71,401.0,105.144749,-6075.5,G,1.0
2.41,516.0,52.8147284,-6083.5,G,1.0
2.3,797.0,56.35407916,-4713.5,G,1.0
2.3,797.0,110.9,-4947.5,G,1.0
7.24,241.0,76.378033,-3875.5,G,1.0
2.7,241.0,132.9968322,-4528.5,G,1.0
2.3,797.0,394.73,-4915.5,G,1.0
2.3,797.0,3.47447773,-6458.5,F,1.0
2.01,431.0,66.1849031,-5891.5,G,1.0
1.79,418.0,59.2841571,-5573.5,G,1.0
2.33,432.0,52.632,-5602.5,G,1.0
2.3,255.0,196.343,-4865.94,G,1.0
1.75,797.0,54.280749,-6088.5,G,1.0
2.46,463.0,43.3167737,-5666.5,G,1.0
7.04,446.0,58.3620495,-5590.5,G,1.0
2.3,797.0,3.8404008,-6118.5,F,1.0
6.87,797.0,49.41117582,-5776.5,G,1.0
3.28,498.0,49.1011093,-5391.5,G,1.0
6.97,363.0,98.7180406,-5836.5,G,1.0
11.99363,1460.0,5.644207,-6216.5,F,1.0
3.16,390.0,65.6488341,-5434.5,G,1.0
9.16,346.0,160.88465087,-5648.5,G,1.0
2.53,420.0,55.6738309,-5121.5,G,1.0
5.04405,797.0,84.69,-7715.5,G,1.0
1.85,797.0,76.957857,-5654.5,G,1.0
2.3,797.0,76.3775,-5611.5,G,1.0
2.3,797.0,7337.0,-5611.5,G,1.0
3.481,797.0,50.4473156,-5798.5,G,1.0
2.3,797.0,1043.0,-5032.5,K,1.0
2.74,513.0,46.6858024,-5655.5,G,1.0
5.51,450.0,51.53997972,-5425.5,G,1.0
2.3,797.0,44.29893228,-5316.5,G,1.0
2.3,797.0,828.0,-5598.5,G,1.0
2.3,797.0,1378.0,-5611.5,G,1.0
2.3,797.0,5040.0,-4915.5,G,1.0
2.3,797.0,234.63454522,-5402.5,G,1.0
2.41,369.0,224.150923,-6070.5,G,1.0
2.3,797.0,198.2,-4677.87,G,1.0
4.3,797.0,57.68802,-6246.5,G,1.0
1.83,256.0,168.811174,-4891.5,G,1.0
3.28,330.0,308.544422,-6323.5,G,1.0
2.3,797.0,77114.07158,-5611.5,G,1.0
2.3,797.0,138.944022,-5876.5,G,1.0
2.3,797.0,1021.20159,-5611.5,G,1.0
2.3,797.0,1925.31,-3465.5,M,1.0
2.3,797.0,48.056,-5795.5,G,1.0
2.3,797.0,3609.0,-5611.5,G,1.0
3.38,610.0,61.0373591,-6307.5,G,1.0
2.3,797.0,400.5,-4800.5,G,1.0
2.3,797.0,371.74,-4896.5,K,1.0
2.3,797.0,3853.0,-5611.5,M,1.0
3.259,797.0,40.6994443,-6004.5,G,1.0
2.41,516.0,52.8147284,-6083.5,G,1.0
2.23,797.0,43.1308082,-5881.5,G,1.0
2.35,454.0,65.941326,-5980.5,G,1.0
2.3,797.0,95.233,-4927.5,K,1.0
2.3,797.0,3.3023928,-6069.5,F,1.0
2.3,797.0,53.5988950691,-5920.5,G,1.0
4.4,395.0,158.6924,-6136.5,G,1.0
2.3,797.0,5840.0,-5611.5,G,1.0
5.18,716.0,85.7565495,-5445.5,G,1.0
2.75,797.0,198.680179,-5323.5,G,1.0
2.3,797.0,5769.0,-5803.5,G,1.0
2.3,797.0,160.0,-5539.5,G,1.0
2.3,797.0,66.373298,-5677.5,G,1.0
2.9,797.0,198.088774,-5295.5,G,1.0
2.3,797.0,389.7,-3278.5,M,1.0
4.60744436,596.67,56.00450564844,-6319.5,G,1.0
2.3,797.0,73.75004569,-6001.01,G,1.0
2.71,280.0,163.692349,-5332.5,G,1.0
2.3,797.0,1187.59765,-5611.5,G,1.0
2.3,797.0,118.37824892,-5818.5,G,1.0
2.3,797.0,44.5520266,-5611.5,G,1.0
2.3,797.0,575.9,-5611.5,G,1.0
1.73,257.0,140.252515,-4769.5,G,1.0
2.3,797.0,2422.32597,-5611.5,G,1.0
2.5,389.0,88.6442364,-5859.5,G,1.0
2.3,797.0,51.56,-4975.5,K,1.0
2.3,797.0,54.4099612,-5577.63,G,1.0
4.35,886.0,21.05704,-6325.5,F,1.0
2.3,797.0,126.55615355,-6396.29,G,1.0
9.16,580.0,50.79034619,-6464.5,G,1.0
2.3,797.0,43.1312147,-5961.5,G,1.0
2.3,797.0,443.0,-5223.5,G,1.0
2.3,797.0,44.8702042,-5930.5,G,1.0
2.08,436.0,52.6298417,-5612.5,G,1.0
3.41,412.0,81.1694299,-5863.5,G,1.0
2.3,797.0,11688.0,-7293.5,G,1.0
2.3,797.0,262.53,-5653.5,G,1.0
2.3,797.0,2088.75851,-5611.5,G,1.0
2.3,797.0,946.6,-5038.5,K,1.0
2.3,797.0,778.09998,-4743.5,G,1.0
2.31,255.0,136.2053,-4784.5,G,1.0
14.35870428,1802.0,3.3773512,-6628.5,F,1.0
3.6,506.0,70.4654,-6448.5,G,1.0
2.63,797.0,64.001151,-4683.5,G,1.0
2.3,797.0,705.0,-4951.5,G,1.0
2.3,797.0,51.1100085839,-5839.5,G,1.0
2.3,797.0,2131.8,-4888.5,K,1.0
2.3,797.0,8619.9,-6097.5,G,1.0
2.3,797.0,1842.0,-4697.5,K,1.0
3.28,797.0,83.4886218,-5569.5,G,1.0
2.3,797.0,5478.68861,-5611.5,G,1.0
2.3,797.0,468.7,-6013.44,G,1.0
5.06,268.0,321.2125073,-5980.5,G,1.0
4.92,335.0,369.0,-6318.5,G,1.0
2.3,797.0,913.0,-4773.5,K,1.0
2.3,797.0,148.60001,-4637.5,G,1.0
2.13,358.0,91.77221,-5586.5,G,1.0
2.3,797.0,2146.1,-5539.5,G,1.0
2.3,797.0,2172.0,-4960.5,K,1.0
6.65,797.0,71.3116583,-6297.5,G,1.0
2.3,797.0,386.3,-6043.5,G,1.0
9.51,444.0,114.7363519,-5989.5,G,1.0
7.8,316.0,394.6107,-5928.5,G,1.0
2.3,797.0,873.04,-4877.5,K,1.0
2.3,797.0,3128.41,-4838.5,K,1.0
2.3,797.0,2720.0,-5327.5,K,1.0
2.68,536.0,44.8698382,-6120.5,G,1.0
2.3,797.0,892.7,-4843.5,K,1.0
2.3,797.0,1832.0,-5611.5,F,1.0
2.3,797.0,76.6139446,-5841.53,G,1.0
5.15,507.0,57.6899118,-6208.5,G,1.0
3.44,397.0,80.2317349,-5683.5,G,1.0
3.63,486.0,59.6222627,-6106.5,G,1.0
2.54,593.0,48.63038976,-6104.5,G,1.0
2.3,797.0,1176.45,-5654.5,G,1.0
2.33,284.0,178.140456,-5590.5,G,1.0
11.82,797.0,217.8317626,-6249.5,G,1.0
2.3,797.0,50.698036972,-6024.5,G,1.0
2.3,797.0,840.0,-7065.5,A,1.0
6.07,417.0,88.5112563,-5577.5,G,1.0
2.3,797.0,45.09041544,-5556.7,G,1.0
2.3,797.0,284.0631,-5611.5,G,1.0
2.3,797.0,50.44727195,-5628.5,G,1.0
2.3,797.0,437.0,-5568.5,G,1.0
4.6,797.0,77.083,-5611.5,G,1.0
2.821,797.0,65.70460002,-5921.5,G,1.0
2.3,797.0,3552.0,-5774.99,G,1.0
2.598,797.0,56.35418576,-4732.5,G,1.0
2.3,797.0,479.0,-4990.5,G,1.0
2.3,797.0,41.6977582,-5458.5,G,1.0
1.58,797.0,186.404271,-6254.5,G,1.0
1.98,276.0,196.435224,-5534.5,G,1.0
1.82,440.0,52.0688601,-5691.5,G,1.0
2.69,356.0,124.5245224,-5495.5,G,1.0
2.3,797.0,515.4,-5774.99,G,1.0
2.3,1300.0,22000.0,-6653.5,F,1.0
2.3,797.0,54.4183827,-5523.13,G,1.0
2.3,797.0,26472.44623,-5611.5,G,1.0
2.3,797.0,2288.0,-3368.5,M,1.0
2.15,508.0,58.6017925,-6248.5,G,1.0
2.45,510.0,42.5217006,-5909.5,G,1.0
2.3,797.0,87.0912594,-4928.5,G,1.0
2.3,797.0,907.0,-5611.5,G,1.0
2.3,797.0,2.98958682,-6204.5,F,1.0
2.3,797.0,1583.72,-4670.5,K,1.0
2.3,797.0,8617.50952,-5611.5,G,1.0
2.3,797.0,384.847556,-5726.5,G,1.0
2.3,797.0,676.8,-5834.5,G,1.0
2.64,360.0,99.6415962,-5525.5,G,1.0
2.3,797.0,148.27201,-5611.5,G,1.0
1.66,228.0,86.8299,-4011.5,G,1.0
2.90129941,797.0,234.239,-6029.5,G,1.0
2.3,797.0,296.6375817,-6022.04,G,1.0
1.83,273.0,46.1842039,-3948.5,G,1.0
2.3,797.0,1076.4,-5598.5,G,1.0
2.3,797.0,125.62850932,-5670.52,G,1.0
2.3,797.0,1935.0,-5497.5,G,1.0
2.3,797.0,330.0,-5238.5,G,1.0
2.3,797.0,3.37265,-6048.5,F,1.0
2.3,797.0,92.7297248,-4517.5,G,1.0
2.3,797.0,65.78395,-5611.5,G,1.0
2.97,502.0,44.699504,-5495.5,G,1.0
4.003,797.0,50.28638192,-5852.5,G,1.0
8.75,568.0,50.790563,-6436.5,G,1.0
2.3,797.0,51.63564,-5611.5,G,1.0
2.58,525.0,48.6476601,-6100.5,G,1.0
3.36,696.0,51.075756,-4989.5,G,1.0
2.3,797.0,18600.0,-7998.5,A,1.0
5.14,449.0,51.92927591,-5733.5,G,1.0
2.727,797.0,60.92832271,-5561.5,G,1.0
2.3,797.0,74839.94555,-5611.5,G,1.0
2.3,797.0,41.0081117,-5316.5,G,1.0
2.3,797.0,54.6493679,-5756.5,G,1.0
2.3,797.0,1724.0,-5611.5,K,1.0
2.3,797.0,49.748,-5909.5,G,1.0
2.78,426.0,62.1387714,-5574.5,G,1.0
3.13,478.0,55.6391882,-5947.5,G,1.0
3.491,797.0,43.58642609,-4651.5,G,1.0
3.9,797.0,87.6451,-6338.5,G,1.0
2.3,797.0,875.5,-4033.5,M,1.0
2.0,448.0,42.89645024,-5190.5,G,1.0
4.4,290.0,284.060953,-6213.5,G,1.0
2.3,797.0,44.6996563,-5500.5,G,1.0
2.3,797.0,101.952048,-5611.5,G,1.0
2.3,797.0,105.9567331,-4958.5,G,1.0
2.3,797.0,161.47454926,-5774.23,G,1.0
6.11,471.0,51.53998542,-5737.5,G,1.0
4.01,797.0,77.095691,-6246.5,G,1.0
2.3,797.0,2303.0,-3368.5,M,1.0
2.99,413.0,47.0569043,-5288.5,G,1.0
10.64,342.0,141.24164672,-5924.5,G,1.0
2.3,797.0,2.1378431,-5937.5,F,1.0
19.0553,2053.0,2.032046,-6385.5,F,1.0
3.264,797.0,67.0932997,-5719.5,G,1.0
2.3,797.0,2.021957,-6998.5,F,1.0
3.93,391.0,99.747622,-5618.5,G,1.0
2.3,797.0,603.95116,-5611.5,G,1.0
2.61,797.0,178.140456,-5510.5,G,1.0
9.32,797.0,130.1858,-5672.5,G,1.0
2.3,797.0,36336.70679,-5611.5,G,1.0
2.3,797.0,55.6391882,-5684.5,G,1.0
2.3,797.0,127.905412,-5823.5,G,1.0
3.36,424.0,61.6174528,-5478.5,G,1.0
2.3,797.0,1276.46,-5611.5,F,1.0
2.3,797.0,851.8,-5735.5,G,1.0
2.3,797.0,905.574,-4886.5,K,1.0
2.3,797.0,994.439067,-5611.5,G,1.0
2.3,797.0,373.3,-5119.5,G,1.0
2.3,797.0,56.0560260105,-3629.5,G,1.0
2.0,461.0,50.4454,-5777.5,G,1.0
2.3,797.0,70.46,-5077.5,K,1.0
2.3,797.0,535.9,-3356.07,G,1.0
6.96,797.0,58.3620495,-5644.5,G,1.0
2.3,797.0,835.477,-4443.5,K,1.0
2.3,797.0,4.12506679,-5698.5,F,1.0
4.27,397.0,88.40655258,-5686.5,G,1.0
2.3,797.0,116.6884,-5543.5,G,1.0
2.3,797.0,44.8411168,-4946.5,G,1.0
2.3,797.0,127.2824442,-5754.5,G,1.0
11.32,797.0,4.2568,-6738.5,F,1.0
1.58,377.0,62.8691611,-4945.5,G,1.0
2.8,477.0,42.42548,-5377.5,G,1.0
2.66,469.0,42.9495649,-5465.5,G,1.0
